LABEL	preprocessing_B
AGAINST	perquè tothom sap que erc i com es digui ara convergència són desquerres mentre canten el virolai és clar
NEUTRAL	 la factoria disney continua actualitzant els seus clàssics el de maig serà el torn daladín
FAVOR	versions contradictoris del l#acampadaperlallibertat i sobre el que està passant a #placasantjaume atenció alea de desallotjament de pl sant jaume brimos es preparen per carregar #omplimsantjaumes
NEUTRAL	 recusen montserrat del toro la secretària judicial de lo per ultra via
AGAINST	 comença a fotre vergonya això de ser català ho dic seriosament
AGAINST	et passes el dia demanant que no anem amb el lliri i et toquen el sector i el primer que treus és el lliri molt coherent
FAVOR	lindult ja sestà negociant a canvi daprovar els pressupostos a sánchez i de renunciar a la independència ara simplement estan pensant quin xantatge emocional et faran empassar per ferte sentir culpable si els anomenes timadors
NEUTRAL	dir no als pressupostos és dir no a lespoli fiscal no a linfrafinançament sistemàtic no a unes rodalies de merda no als que duen lleis socials catalanes al tc no al no a mr x no als que impedeixen la investigació del cniimam de ripoll no a lincrement de despesa militar
FAVOR	 no creieu que és el moment de fer una mani indepe demanant el cessament de miquel buch
AGAINST	i jo fa anys que he vist aquest odi a molts llocs ja hi era és qui va matar lestatut per exemple
NEUTRAL	el govern central ajorna a l dabril lampliació de les baixes per paternitat
FAVOR	bona nit recordeu que la mobilització no satura aquest diumenge el rei dels espanyols felip vi serà a barcelona en el sopar dinauguració del mwc i els cdr ja han convocat per protestar contra la seva presència #nosurrendercat #nireinipor
NEUTRAL	malegra haver invertit més temps donant les gràcies que discutint amb trolls ha estat preciós descobrir com la xarxa fa de coixí i suport per la resta saber que ens esperen les grans alberedes la feina feta posanthi el cor no té dubtes gràcies
FAVOR	 me llamo teresa guix guiks guix #judicitvcatràdio
FAVOR	quina vergonya el #judicifarsa i tot el que lenvolta la trucada de #angelamerkel a exigint aturés la violència policial ara és estábamos agotados de repartir hòsties a tort i a dret o quan baixen els efectes dels estupefaents #llibertatpresospoliticsiexiliats
FAVOR	els espanyolistes ja tenen dos candidats per guanyar colau i valls i els autonomistes un per perdre maragall ara falta saber si finalment haura un candidat independentista per guanyar o n hi haura un altre d autonomista per perdre
NEUTRAL	el meu objectiu no és estar tota la meva vida política al senat adverteix pascal qui treballa entre madrid i barcelona al marge daltres dirigents del #pdecat que segueixen les directrius de #puigdemont #cridanacional
AGAINST	 #actualitzaciódesnonament   dimas #f #noubarris #santandreu  llocs centre #guinardó foradada #trinitatvella claramunt #bonpastor cadí #turó  hores  convoca #noensfaranfora
FAVOR	prou ja si cal foteu tots fora i feu un nou cos lleial amb els drets humans prou dels putos salvatges que teniu al cos #mossos #m
FAVOR	marchena anticipa que la sala no donarà resposta a les al·legacions sobre la vulneració de drets fonamentals que han presentat les defenses perquè no shan tipificat encara els delictes de les acusacions #judiciprocés
AGAINST	 si tens por és legítim però et repeteixo que al congrès dels diputats estan representats els polítics defensors de lindependentisme per exemple rufián o tardà estan a la presó no perquè la constitució permet els partits independientes cosa que la majoria de països no
FAVOR	la campanya electoral d@inesarrimadas començarà demà a waterlo fins aquest punt catalunya centra la política espanyola i és la demostració que el partit espanyol ultra no té cap projecte per a espanya més enllà de lanticatalanisme
AGAINST	i no ho va denunciar en el moment que va passar
FAVOR	veieu tota aquesta gent és la que avui ha anat a escoltar ortega smith a lacte de la ultradreta vox quan les dictadures feixistes tornin a arrasar europa ells en seran els primers culpables #shameeu
NEUTRAL	a les h comença lacte ciberviolències i participació política de les dones al podeu seguir lactivitat per streaming al canal de youtube de laforament està complet amb i #internetfeminista
AGAINST	mascolell qui pensi que el senyor sánchez i els senyors casado rivera i abascal són el mateix pateix una ceguesa aguda
FAVOR	podia haver sortit per la porta principal sense cap tipus de problema així se li va dir no ho va acceptar ok doncs surti per dalt ni m una escalada només a labast de gran especialistes  #judicifarsa #faketrial
AGAINST	#mustread les científiques que has de conèixer via
FAVOR	votant causarem inestabilitat política i econòmica a lestat hem de bloquejar qualsevol investidura espanya serà ingovernable amb diputats independentistes serem més aprop de la república mentrestant a can erc i pdecat
NEUTRAL	mossos y guardia urbana inician el operativo permanente contra el top manta en plaza catalunya
AGAINST	  preparades i preparats  la jsc dóna el tret de sortida per entrar als ajuntaments  #jscals
AGAINST	jo igual la puta llei mordassa mha fet empassar més de dos i tres tuits tinc coses relacionats amb cal viva leuskadi dels
FAVOR	oi tant encara ens estem partint el cul de la repassada que els han fet els nostres polítics als acusadors daquesta farsa de judici democràcia i encara venerem la mòmia de franco
AGAINST	hi ha dues coses que no hem provat presentar a españa i a europa una candidatura de tots els partits indepes sense excepció per serhi en bloc o deixar els escons buits i que cap partit indepe shi presenti total cada anys hi ha eleccions per provar que no sigui
FAVOR	albert rivera està desesperat la sort se li ha tornat esquiva el moment dolç que tenia en la política espanyola potser hagi passat
NEUTRAL	 si hi ha intervenció militar segons el reglament de la ce espanya podria ser expulsada #totesmoutv
AGAINST	avui tot lalumnat de #eso ha cuinat crêpes per celebrar pancake daymardi gras el taller ha estat realitzat en anglès i francès i també han après a destriar el rebuig orgànic de linorgànic i hàbits dhigiene #femcuina #femvives
FAVOR	les crides continuades a un nou malgrat el col•laboracionisme del nostre govern ho deixa ben clar en el cas català no és possible ni tan sols lautonomia dins despanya el govern de la generalitat ha descollir o independència o assimilació
FAVOR	en caiguda lliure cada cop mes els treballadors catalans veuen que sou el sindicat del al servei de les elits madrilenyes i contra el treballador catala
AGAINST	deixeume afegir explicació fa temps que parlem de que el procés ha atrapat una part dels catalans en una dissonància cognitiva espectacular vagi per davant que sóc totalment amateur en psicologia i de fet vaig conèixer aquest tema pel que no sé si en sap molt
NEUTRAL	podriem pagar € anuals a la rahola per a que no sortís a la tele im in
FAVOR	lúnica amenaça terrorista que existeix #campllibertat #omplimsantjaume #oct #llibertatpresospoliticsiexiliats #freecatalanpoliticalprisoners #republicacatalana
FAVOR	a barcelona nomes hi ha l opcio de votar i no nomes perque les altres opcions siguin desastroses si no perque es una fantastica opcio tant si votes amb el cap com amb el cor es l unic candidat a qui es pot votar
FAVOR	els actes de protesta semarquen en la campanya de solidaritat a catalunya nord amb els presos i exiliats polítics que compta amb el suport de molts càrrecs electes
AGAINST	davant les confoses notícies aparegudes en els mitjans de comunicació sobre el futur model de gestió #aigua públic i la creació de lobservatori ciutadà de laigua a terrassa us trametem aquest fil que esclareix qualsevol dubte
FAVOR	️ #judicialesurnes  em considero un pres polític i això és un judici polític tinc la voluntat de donar resposta a la veritat davant un tribunal imparcial vull poder demostrarho convençut que tots els fets acusatoris són falsos #freetothom
AGAINST	jurarà i perjurarà davant el jutge que mai ha tocat cap nen al senegal i quan li diguin que no és acusat sinó testimoni i que el judici no va dallò sinó del procés respirarà alleugerit
FAVOR	 demanen als candidats a les europees que es comprometin a fer oficial el #català a la ue
FAVOR	espanya mai perdonarà que la nostra intel·ligència sigui superior a la seva donde están las putas urnas coño #omplimstjaume #s #llibreslliures
AGAINST	 aquí la fiscal general de lestat dient les coses pel seu nom
NEUTRAL	 els barons mentre hagi mamella seran barons
AGAINST	les prioritats del govern simbolisme i populisme la gestio per un altre dia centrats en les persones
FAVOR	llegint aquest ivan tenen menys bagatge en drets humans i democràcia que un ultra de vox no hi perdis el temps
NEUTRAL	junqueras només respon a les preguntes de la seva defensa
AGAINST	gata #perduda a #terrassa barri del #poblenou tocant al camp de #cancolomer li diuen minona i pot estar en zel contacte
FAVOR	joder sho tenien ben estudiadet per llençarse contra qualsevol cosa que no fos un llacet groc on eres quan ens va traïr en puigdemont o a cada renúncia del govern de vichy perquè això sí que era el que el govern espanyol volia que renunciéssim a lo
FAVOR	les properes setmanes viatjaré a les principals capitals europees per explicar la veritat daquest judici és un judici polític que només busca venjança #parlament alfredbosch les properes setmanes viatjaré a les principals capi
FAVOR	així parlen els veïns i veïnes al plenari del districte de sant martí ja nhi ha prou de desnonaments i gentrificació ens fan fora del barri ara #ensplantem
AGAINST	i eixa bandera es la truita
NEUTRAL	 caldria fer referèndum a catalunya sobre si cal o no cal votar a les eleccions despanya
AGAINST	#diada #setembre #tram #repúblicacatalana #somrepublica ambient espectacular a diagonal bcn cjosep balcells
FAVOR	cada dia ens preguntem si les condicions i els horaris que el judici al ts està imposant compleixen amb estàndards de mínima dignitat #judicifarsa
AGAINST	la dualitat en la que ha viscut molta gent durant molts mesos la pregunta és els tornaran a votar la resposta molts dells sí probablement
FAVOR	aquest es pensava que per duros que ja ens deuen que poc coneix els catalans #noatot #absolució #nosurrendercat
AGAINST	barcelona i lhospitalet si i diria que la majoria lespai cedit és x lactivitat de terrassa però no per magatzem a lh va ser una lluita de molts mesos al centre i rambla la foto aquesta ja no es repeteix
AGAINST	tu menteixes cada día i de vegades tres cops millo diu la seva veritat i es clar no es la teva trolero
FAVOR	ahir la violència va ser culpa del govern català per permetre una manifestació feixista i per donar ordres als mossos de carregar contra els manifestants independentistes la culpa és del govern català deixeu de tirar pilotes fora duna vegada
NEUTRAL	laudiència nacional jutjarà trapero per rebel·lió
FAVOR	 de debo creieu que un govern del trifachito trobaria ministres mes fatxes i catalanofobs que borrell o marlaska
FAVOR	du québec la vostra lluita és important per tots els pobles que es baten per la llibertat i la democràcia sigueu forts estem amb vosaltres #catalantrial #catalanpoliticalprisoners #vagageneralf #aturemcatalunyaf #makeamove #joacuso #judicialademocràcia #polqc #assnat
FAVOR	pina aixeca la mà per demanar vènia marchena triga en veurel li dóna la vènia i li fa retirar la pregunta al fiscal sobre si sense els mossos es podia haver fet el referèndum
FAVOR	 torna avui el #judicifarsa a madrid i mentre això passa molts gent ja sorganitza per la #fvagageneral hi ha qui no vol que tornem a ferho i tu ens veiem dijous #alcemnos
FAVOR	 joaquim forn el tc està compost per membres nomenats pels partits polítics i segueixen les seves consignes per això es pot posar en dubte la seva imparcialitat resum de linterrogatori a lexconseller per part del fiscal cadena
AGAINST	si li preguntes a tots els que van organitzar arenys de munt et diran la majoria que no hem danar a vota espanya tot i això gràcies per recordar a tota la gent que vàrem participar i reconèixer que va ser el començament de tot
NEUTRAL	científics espanyols desentranyen les bases genètiques del parkinson
FAVOR	el que ha que daguantar no us ho podeu imaginar és un assetjament continuat a qualsevol disidència #endavant️ #nopassaran
FAVOR	hi va haver urnes hi va haver milions de paperetes hi va haver centres de votació agents de policía i la guàrdia civil van mirar dimpedirho vàrem votar i vàrem guanyar #nioblitniperdó falten dies perquè és compleixi un any del referèndum de lo
FAVOR	vostès tenen por i el poble de l d octubre i els que estan a presó i exili no mereixen polítics covards deixin pas als que estan decidits a tot estan anul·lant l esforç que va fer el poble #miquelbuchdimissió
AGAINST	la nostra guia espiritual pilar vuvucela humana rahola ha sentenciat a més de la meitat de catalans rahola a lópez alegre anem a la guerra
FAVOR	cv del persontaje doncs  i que ruli segueix cs i pàgines de facebok com unidad nacional española o lleidatans que no volen la independència on critiquen amb força el procés català insulten els seus dirigents i insten les forces policials espanyoles a posar ordre a cat
FAVOR	 perquè a aquestes alçades no tenim cap motiu per fer #niunpasenrere però molts per continuar endavant #nosurrendercat
NEUTRAL	 sembla que sí que tot shi val fins i tot que no et tractin com a ciutadà de primera al metge per parlar català #totes
AGAINST	doncs els preferiria avants que els cucs com tu de tv o la majoria de politics indepes si sou falsos i serps
AGAINST	increïble lo de canviar la v per la b als noms vernat alva bicenç balentina verta àlbar alvert venet vàrvara viel bidal avel abui no dormo
AGAINST	gol de van der eyde deixa anar que és una fatxa i que el tribunal permet preguntar a segons qui si és soci dòmnium o lanc però no si són seguidors de lultradreta pam
FAVOR	 soraya rodríguez es dona de baixa al psoe perquè no vol pactes amb independentistes
AGAINST	vas estudiar psicologia també has pogut fer terapia a aquests maltractadors les teves aportacions són tant xorrades has sigut tant pallassa que no et prenem en serio 
NEUTRAL	ens baixàvem música amb això
AGAINST	comentari espontani dun ciutada davant aquestes barrabassades d govern segú que darrere hi ha algú q encara està ancorat en el de la epoca pujol vdes es guanyen a pols la percepció q té la ciutadania el tema de les residències és brutal
AGAINST	impossible no crec que a la garrotxa tothom parli com nens repellents de parvulari i les xorrades q diu després ja us posarem clavells ja 
FAVOR	tractat unió europea preàmbul respecte x la cultura història tradicions dels pobles no diu res destats enfortir la democràcia a tots els nivells enfortir i crear una sola economia i un espai social únic
AGAINST	 algú haurà de fer un estudi del nivell de productivitat laboral durant aquest judici
AGAINST	sabeu q penso q el procés està en el seu moment més alt i q demà el món sencer ho veurà i q el dia després de demà sonaran molts telèfons encara q no se sàpigaxo aquesta tardor serà calenta i es guanyarà al carrer on shan guanyat sempre els grans canvis de la humanitat
FAVOR	som un grup de veïns de leixample ens trobem diàriament des del de novembre del per reivindicar lalliberament dels presos i exiliats polítics catalans avui fa dies que sortim#llibertatpresesipresospoliticsiexiliats
AGAINST	 és una irresponsabilitat enorme posar com a exemple la via eslovena amb torra no tenim un president tenim a un piròman aquests dies els catalans hem hagut de patir talls de carretera per la seva irresponsabilitat de cridar a la confrontació #actualidadcs
AGAINST	sip ha caigut de potes al que deia la sil un bon exemple
AGAINST	no entenc q no sassumeixi la desobediència amb aquesta retòrica que cridar a les urnes era compatible amb respectar ordre de la jutgessa del tsjc pot negar rebel·lió i sedició per absència de violència reconeixent que vas desobeir no ferho et resta credibilitat i fermesa
NEUTRAL	estic sentint a raül romeva i estic fent un esforç titànic perquè no em caigui la baba lliçò magistral nivell estratosfèric i arguments irrefutables
AGAINST	dirli rata és això va home segur que no diries el mateix si lo diguessin a junqueras o altra indepe lhumor diu
FAVOR	la banca prefereix perdre diners abans de vendre el grup z a empresaris que no comparteixin el nacionalisme espanyol es absolutament delirant digne de dictadures
FAVOR	ls declaracions d la consellera dient q no plorem més pels presos i exiliats podien xocar pro tb coincidents amb ls d cuixart dient q potser haurem d ser més a la presó tenen raó cal fer camí pq tot vagi caient dsprés la millor defensa un bon atac #nosurrender
AGAINST	esperant la convocatòria dunes eleccions que seràn claus pels propers anys per catalunya i per espanya
FAVOR	️ en una setmana felipe vi visita #barcelona per inaugurar el mobile world congress felipe als països catalans no ets benvingut #nireinipor
AGAINST	i puigdemont què defensa
AGAINST	manifest de març dia internacional de les dones ️prou bretxes violències i desigualtats️ #ensplantem #mcadadia
FAVOR	el majordom sr millo fa un relat totalment fals en el ts és el seu tarannà com a persona que sempre ha sigut un grimpa de la vida fent política la vergonya i la dignitat no la coneix aviat el veurem en algun altre partit polític 
AGAINST	 no dan más de sí la independentista que diu puta espanya inclou avui per avui un puta catalunya qué rucs 
FAVOR	posem imaginació segur q poden passar més opcions xo ja som a la fase de negociaciomediació i només cal una cosa x guanyar demostrar q si cal aturarem el país pd en la negociació tocaria suavitzacio d règim dels presos dins arrest domiciliari veurem properes passes
AGAINST	exacte lídia toca els collons la veritat
FAVOR	que aviat volem votar que als amics del gato a lagua volem fer ben enrabiar ai patrona barcelonina de catalunya la capital foteu canya al polítics per dir a espanya adéusiau 
FAVOR	com the dit no és un vot ineficaç necessitem reconeixement pq la dui sigui legitimada internacionalment pel reconeixement hem de demostrar q les urnes democràcia manen i la majoria decideix wusntes vegades millor
FAVOR	estimats jordic jordis oriol quim carles meritxell toni clara lluís anna josepr dolors carme raül jordit i marta cada dia trobo nova gent que safegeix a la independència i a la república vosaltres també en sou motiu mesureu la democràcia us volemlliures
FAVOR	 en peu de pau ens trobem s #omplimstjaume #s #llibreslliures
FAVOR	magradaria que els nostres polítics deixessin de fer el ridícul amb coses que són de r de dret per exemple que deixin de demanar que la ce reconegui el dret a lautodeterminació no cal ja està reconegut als tractats que ha signat españa altra cosa és que no els compleixin
FAVOR	xarxers aquesta cançó va per tots vosaltres per que algun dia deixem de somiar amb la república i la poguem abraçar tots junts sou collonutses  #femxarxa
AGAINST	barcelona aprova canviar el nom de lavinguda príncep dastúries
AGAINST	el piquet de la es troba amb a la via laietana i es contraposen pancartes es una huelga no un paro esquiroles traidores i comisiones y ugt hacen paro pal café   imatges noemí valero agència m
FAVOR	això és intolerable i amb la vaga dels taxis no calia fer el mateix o ho fan molt malament i han de plegar o en realitat continuen manant els del i val més que pleguin
AGAINST	ara mateix tenim una situació en la que uns polítics a madrid diuen que tot allò de lo i o va ser una pantomima i uns polítics a barcelona i waterlo que diuen tot el contrari en qualsevol cas estan prenent el pel a milions de catalans
FAVOR	otegi crida a la unió de tots els sobiranistes republicans i progressistes pel a
AGAINST	no fan la independència al parlament faran algo a espanya sha de ser idiota complet per votat aquesta gent
NEUTRAL	 la llàstima és que el públic del tribunal suprem no pugui aplaudir enorme turull #judicitvcatràdio
AGAINST	 recordeu que despreciable és un castellanisme per referirnos a lenric millo cal utilitzar el terme menyspreable
FAVOR	 con una gota de fairy basta per acabar amb les forces docupació #judicifarsa
FAVOR	avui és #s no oblidem als jordis i quasi un any de presó preventiva i injusta avui a les hi ha convocada una concentració a gran via amb rambla catalunya #nioblitniperdó #usvolemacasa #llibertatpresospoliticsiexiliats
AGAINST	ah que el resto que no quieren la independencia no se cuentan
FAVOR	per rivera és tv un feu independentista ho diu ell que és un entès tot i que mai no lha vista #garrotuit
AGAINST	aprovar unes lleis per declarar una dui sense conces ni del parlament català que et descuides un petit detall eh tot això no ha sortit de laire ser independentista no està penalitzat fins i tot hi ha diputats al congrès cobrant per defendre lindependentisme
AGAINST	bon dia xarxers després de tota la merda de ahir i tota la merda que caurà avui quina millor manera des despertar que amb fly away volem de nou sou collonutses 
NEUTRAL	max dius que de la secretària judicial que està declarant ara contra els presos polítics catalans no vol que parelm della no fem  i menys que és seguidora dunion nacional española perquè no vol que se sàpiga no sé si the entès bé
FAVOR	ens vau dir que no votaríem i vam votar ara us diem que no passaran i no passareu ni un espai al feixisme ni un sol espai al cinisme #foradelsnostrescarrers #marxeu #buchdimissió #nosaltressommés
AGAINST	no mho crec però molaria prou
AGAINST	des de ccoo sempre hem dit que el judici als polítics i activistes presos no té sentit no va existir violència denunciem el retrocés de llibertats cal una resposta articulada àmplia per resoldre el conflicte #assembleaccoo
AGAINST	totalment inexplicable el dels darrers anys un cop pot passar però cops per fi respirem
NEUTRAL	el govern no es planteja en cap cas avançar eleccions
FAVOR	és cert de fet estaban dirigits per picachu que per això és tan groc com els llaços que demanen la llibertat dels presos polítics aquest enric a més de feixista és molt imbécil
NEUTRAL	bé per a mi el nivell del nacional sol ser pitjor que tots els esmentats però sí el nivell és baixíssim estem dacord
FAVOR	 #miquelbuchdimissió #desallotgemelbuch #desallotgemlomalgovern #omplimsantjaume #omplimsantjaumes
FAVOR	el més repugnant dels mails dels jutges feixistes és el silenci dels jutges normals i la normalització amb que es despatxen les excuses que si són pocs opinions personals mails privats
AGAINST	amb tot el respecte farieu bé descoltar una mica els docents de vegades tinc la sensació que els qui prenen les decisions sobre com ha de ser lescola són persones que fa anys que no trepitgen un aula els que ho fan tot per als nens però sense els nens
AGAINST	la il·lusió i la dignitat de totes aquestes persones q reivindiquen i defensen el valor del seu vot es el millor que he viscut mai en política el proper dissabte #canviemelguió
AGAINST	però quina majoria si estava lemicicle mig vuit el i de setembre si van tirar pel dret els independentistes per fer la seva república de farol a loctubre el que van fer al parlament també té un nom les lleis es modifiquen el que calgui però devatense i dins la llei
AGAINST	us heu empassat lesquer ben empassat
AGAINST	per exemple carme forcadell va dir que eren espanyols a catalunya no catalans en un mitin
FAVOR	i que ningú digui que ens inventem la brutalitat a ronda sant pere amb plaça catalunya estàvem amb braços alçats i hem rebut el meu braç té un bon cop #somgentdepau #organitzemrepública
FAVOR	primera pregunta fins a quin punt la dificultat per abordar lobertura del govern té a veure amb una tendència històrica de tancament i pretès monopoli del coneixement
FAVOR	marxen perquè el #judicifarsa està acabant ja han fet el mal ara aquests mercenaris es repleguen fins a nova ordre de mentres aprofiten per reorganitzarse allà on poden fanatitzar més gentussa
FAVOR	mm pregunta en algun moment cridaven en contra del govern espanyol per cobrar poc no oi i pq punyetes venen a protestar aquí
FAVOR	el català es troba en una claríssima situació de desavantatge i perill si els polítics no en són conscients i adopten una actitud de preservació i protecció de la nostra llengua qui ho farà
FAVOR	des dun punt de vista ètic i legal són molt greus les falsetats que han deixat anar montserrat del toro i enric millo com a testimonis encara que no combreguin amb les seves idees i actes polítics els acusats sestan jugant molts anys de presó coi #judiciprocés #judicio
FAVOR	jo no vaig sentir ningú cridant diàleg dins la llei ahir és clar que tampoc no em vaig recórrer tota la diagonal potser només es cridava independència al meu tram
FAVOR	 una estelada oneja al monument franquista a tortosa #repúblicacatalana
FAVOR	aquest mati a st jaume i ara a lledoners la república la farem unides i al carrer #omplimstjaume #llibertatpresospolitics
AGAINST	sobre la votació fallida dels pressupostos estic trist i bastant emprenyat perquè shan frustrat moltes expectatives i esperances de molta gent que es va pensar que després de la moció de censura es podria avançar en lagenda democràtica i social ha dit
AGAINST	destupidesa incompetència inestabilitat emocional o falta de cultura democràtica el teu tuit és prova de manca dempatia la veritat simplement és por una prova ben humana
FAVOR	tornemhi  un altre cop els indepes votant amb els del pp quin dia portem  per cert i aprofitant l´avinentesa#tajanipuppetoffascism
AGAINST	 nieto els cdr tenien una missió organitzativa que va derivar en actitud violenta
AGAINST	les prosperes eleccions tots a votar a la cup si volem realment trencar els ous es lunica opció els altres viuen de la confrontació
AGAINST	 han vingut per a generar odi i discriminació i han acabat posant dacord arran amb la fiscalia
FAVOR	aquesta nit a l#acampadaperlallibertat hi ha més gent és legítim reclamar els nostres drets i demanar als polítics que actuïn votar és això oi #femxarxa
FAVOR	nou atac feixista dels emascarats nocturns a lajuntament de #vilanovailageltru aquesta passada nit #prouimpunitat aquests estris de més de metres de llarg amb objectes punxants i tallants no son perillosos i estàn permesos pel carrer #nosurrender
FAVOR	no imaginava que hagués de ferli de traductor del català #judiciprocés
AGAINST	segurament seria preciosa però la gent no la voldria tal com es veu a lenquesta seguim massa acomplexats
AGAINST	 envieu aquesta prova ok
FAVOR	molt bon dia a tothom els nostres seguiran declarant al #judicialademocràcia nosaltres a fer el q està a la nostra mà somhi #vagageneral
AGAINST	forcadell la declaració dindependència va ser una cosa políticasimbòlica no es va votar només llegir #faqstv via
FAVOR	el govern espanyol sinventa que els detinguts de girona van ser citats prèviament fonts de la defensa dels detinguts confirmen a que no van ser citats prèviament
AGAINST	lalcaldessa de barcelona dirigeix unes paraules de benvinguda a l #assembleaccoo no permetrem que el feixisme torni a casa nostra o enlloc i no és una frase retòrica #ofensivaccoo
FAVOR	#llibeats identificats els #mossos que van cometre abusos policials durant la vaga general article d@albertmartnez reconstruint els episodis repressius més greus de la #vagageneralf fotografia de
AGAINST	creu roja rarament fa comunicats creuen q podria afectar la seva neutralitat eua és el principal donant de fons no marcats a creu roja imagineuvos com deu ser la situació xq creu roja surti dient que els enviaments a #venezuela no són ajuda humanitària i que no participaran
NEUTRAL	hamlet torna al liceu
AGAINST	 el pont damposta amb quatre llaços de ferro soldats apa rivera ha pots anarhi fer un alella i treuels
FAVOR	fa fora a dun programa que només mirem catalans pq ha molestat a una espanyola #surrealisme #tonisolerdimissió #judicifarsa
FAVOR	el bou té sort que els indepes som gent pacífica però que se naprofiti per gravar vídeos i ferse el milhomes ja passa de mida
NEUTRAL	és igual si és una vaga una mobilització constitucionalista dindependentistes una protesta social o un akelarre pareu dagredir la premsa deixeu treballar els periodistes quan un protesta ho fa perquè vol una societat millor doncs sense periodistes això és impossible
AGAINST	si molt disposat ja ho ha demostrat no ha fet res de res només plorar i molt bla bla bla pels de la seva secta com el poden creure que no tenia les claus de la presó per què no va deixar anar els presos evidentment per por que no vagi ara de gran heroi
NEUTRAL	atenció️ lactivitat afrontar les pau que tenia lloc avui a les h a l@ejlafontana queda anul·lada ️ ep però encara queden moltes activitats interessantíssimes dins la campanya informat feu un cop dull a la programació 
AGAINST	a veure es presenta el general de divisió lopez que passa aquí
AGAINST	avuí una infiltrada amb estelada casc i un ganivet a la bossa mha agredit i mha pres el mòbil gràcies a la gent lhe pogut recuperar al voltant de les h hi ha hagut agressió a un feixiste falsa bandera
AGAINST	és difícil captar i transmetre lessència si no lhas mamat crec ara bé difícil superar que una dependenta duna bodega tingui un gat per allà unes essències que no es porten amb la modernor
AGAINST	 imputats cinc nous policies espanyols per les càrregues de lo per a
NEUTRAL	van posar el nom geogràfic al polític perquè ja eren experts en demagògia els reis anglesos mai han dit que ho són de la gran bretanya felip ii era rei de castella un exemple si vostè cerca a la bíblia versió castellana el viatge de pau era a espanya a la resta hispania 
FAVOR	això és un despropòsit que no es pot entendre el president diu una cosa però després fa un altre no es pot estar tot els dies denunciant el feixisme i tot just després donarli cobertura volem saber la veritat volem saber perquè és fa això cap mentida més
FAVOR	condemnem larrencada de les pancartes de l que reclamaven la llibertat dels presos polítics van ser penjades per acord de ple amb majoria àmplia treureles ha estat un acte antidemocràtic de moment ja nhem reposat una de les dues
FAVOR	el sense ser explicitament independentista defensa la independència perquè així ho vam decidir lo altres sent ideologicament independentistes opten per renunciarhi a canvi dun referèndum pactat amb espanya una bona opció pel a
FAVOR	solidaritat amb i amb que han patit un atac daquelles que només saben odiar ataquen lesperança tenen por al canvi construïmlo plegades #nopassaran
NEUTRAL	 ja aviso per aquí perquè no ho faci ningú
FAVOR	pretenien que la presidenta impedís celebrar el debat parlamentari tot i que mai no ha estat la seua funció la fermesa en defensa de la capacitat legislativa del parlament lha portat a la presó és indecent escandalós i imoral és un atemptat a la democràcia
NEUTRAL	al final el yayo sha tret la careta i se li ha vist el llautó per això ha establert de paraules com a sobadas que feien referència a ciudadanos curiós oi #faqstherealtv
AGAINST	algun dia algú haura de fer un recopilatori amb els tuits més patetics que ha parit el prussessisme causa vergonya aliena de debo 
NEUTRAL	dimarts de març a les hores a #presentació el maig de les dones el moviment feminista a catalunya durant la transició de meritxell ferré baldrich dones del moviment republicà irlandès her majestys armagh prison de mireia ros i domènech
FAVOR	 diego pérez de los cobos el major trapero va dir que els mossos no farien servir la força on hi haguessin nens o gent gran #judicitvcatradio
AGAINST	milers de lluitadores a la manifestació feminista de leducació #m #mcadadia #vagafeministam #ensplantem #educarenigualtat
AGAINST	uns venien a treballar altres no resultat no hi va haver referèndum al judici ja no queda ni un corresponsal internacional jugada maestra 
FAVOR	 han tornat els vehicles destrossats algú els ha vist mai què entenen per destrossats #judicitvcatràdio
AGAINST	 ojo no es fácil la oligarquía catalana deja a la cosa nostra a la altura de macarrilla
AGAINST	exacte ara tecnològicament es molt fàcil fer això i mes amb la inteligencia artificial
FAVOR	si els presos polítics fossin realment independentistes o si shaguessin comportat com a tals avui mateix el país estaria paralitzat i els diaris estrangers farien una anàlisi menys sentimental de la situació política
FAVOR	els indepes ens abstenim i a catalunya els diputats que ens pertoquen van a parar a cs psc i pp que són minoria però sí que aniran a votar
AGAINST	 ara veig està al carrer padilla cantonada consell de cent
AGAINST	que orgull de home i de tantes persones que van protegir les escolesvaig estar en una mesa i les tremolors que vaig tenir només de veure les imatges que rebia
AGAINST	constitució catalana es permetrà lexistència de tot tipus de participació política sempre que el seu programa electoral no vagi contra lexistència de catalunya com a estat ni contra aquesta constitució es prohibeixen els partits que vagin contra la constitució tela
FAVOR	senxampa abans un mentider que un coix i a aquest senyor artífex del lhem enxampat amb la seva resposta queda clar que ha mentit sobre l@elsartadi i en els sicaris de lestat només saben mentir i per això perdran
NEUTRAL	el govern central amplia el permís per paternitat a setmanes el i a el
FAVOR	aquesta #diada hem acudit dins del bloc cdr vallès occidental i hem recordat que hi ha companyes encausades i exiliades per protestar pacíficament i defensar la terra saproxima la #tardorcalenta #cdrenxarxa #adrietvolemacasa #totessomcdr
AGAINST	puigdemont es el mesies per excelencia tot en ell es mésianic
FAVOR	joaquim forn els voluntaris de lanc van obrir un passadís perquè sortissin els detinguts després dels escorcolls de la conselleria #judicio
FAVOR	et penses q algun català q estimi mínimament les seves institucions votarà al per a què aproveu un # que ho arrasi tot ha ha ha #esperatassentat
