LABEL	preprocessing_C
AGAINST	martikarreras tv3cat Solidari amb qui Amb els polítics presos No em facis riure
FAVOR	MargaCDR MiquelBuch Això és diu fer País Quan anem a votar    Pensemho bé
AGAINST	GuillemGirona fgarrobo mingot32 partitpirata cupnacional XD I les del MIC sí et serveixen A més no he dit que lenganyèssin he dit que van enganyar a molta gent dient una cosa i després fent una altra Aprèn a llegir company
AGAINST	RT XYEirod República chuli inclusiva transversal i de Dalt Abaixjihada mestra
FAVOR	Aquesta nit hem sortit a encartellar els carrers de NouBarris 9Barris per demanar justícia JudiciALaDemocràcia joAcuso AutodeterminacióNoÉsDelicte 
FAVOR	Qui ens havia de dir fa un any on som ara Que no va servir de res votar que atonyinessin a la gent que guanyessinI ens discutim per pintura Holi De debò
NEUTRAL	RT CatalunyaFreeTV Avui mateix han canviat el vídeo ja no hi ha estelada😠😠😠
AGAINST	IvanPuig Piolines al borde de un ataque de Fairy peliculasconfairy
NEUTRAL	La Fura dels Baus estrena el seu nou espectacle Manes lestiu vinent 
FAVOR	Reivindiquemnos com a poble Reivindiquemlos lliures Reivindiquemles a casa Pels drets les llibertats i la democràcia convertim cada petita derrota en una victòria Com sempre hem fet Bona Diada Diada2018 FemLaRepúblicaCatalana 
FAVOR	Sánchez es fa enrere la retirada dels aforaments no afectaria els polítics investigats per corrupció ni els jutges ni Juan Carlos I 
FAVOR	InformacioCat annapistu IvanLQF A veure si ho he entès es moderen tornant a fitxar de president al que va dimitir de president després que sortissin a la llum comptes anònims seus des dels que amenaçava independentistes i difonia vídeos dapologia del franquisme i el nazisme
FAVOR	Cal 1 Desobeir 2 Mobilitzacions generals 3 Aturada general 4 Lluita de carrer ininterrompuda 5 Independència 6 República Catalana 
FAVOR	RT DavidGilAdvocat PrimeraDiada 11S2018 Primera diada a Bcn fempinya femrepublica
FAVOR	joseprull Molta força joseprull  la Plaça Vella de Terrassa en ple es va emocionar en sentir les teves paraules en veu de la mare dels teus fills Et volem us volem a tots a casa LlibertatPresosPolitics
FAVOR	RT elcampru una bona síntesi de la primera setmana de judici comencem la segona llibertat dignitat 
FAVOR	Per la repressió per ForcadellCarme i per tots els polítics a la presó i exiliats NiOblitNiPerdó Diada2018 11S2018 FreeTothom LlibertatPresosPolitics 🎗
FAVOR	Més d1 milió de persones independentistes avui concentrades a Barcelona per Diada2018 i cap aldarull cap incident cap agressió bé sí només una però mireu qui la fa 
NEUTRAL	Intolerable Sous estratosfèrics mentre altres anem al 50 de taquilla i havent de fer les mil i una per poder treballar Espero que hi hagi alguna conseqüència Els diners hi són mal repartits 
FAVOR	Són dies tristos JoAcuso però avui tinc una bonanoticiadeldia Lobra a la façana de la Passió de la sagradafamilia de Josep M Subirachs EspaiSubirachs ha estat declarada Bé dInterès Nacional per la Generalitat de Catalunya govern Un reconeixement molt merescut
NEUTRAL	RT TerryWolles Sóc fan de linspector aquest sels treu de sobre amb una gràcia DetectiuConan3XL
AGAINST	Mhauria agradat que la Generalitat hagués frenat que els provocadors vinguessin a Barcelona RaholaOficial a FAQSbacallàTV3 ▶  
NEUTRAL	Un dels magatzems que es tancaran és de Catalunya DIA supermercat 
AGAINST	egomundi almeetrah enricvd El Sostres és limbècil mestre Els polítics ja si tal van després
AGAINST	Va en serio que faràn servir el Fairy com arma violenta🤔 Ostres doncs canviaré de sabó de rentaplats no fos cas que em pugui ferir greument Que patètic tot plegat judici1O judicifarsa JudiciProcés
FAVOR	RT gemquim aviolot44 Montsinova Jo disposada a ferho avui mateixaixò és insoportable i intolerable ja TajaniPuppetOfFascism
NEUTRAL	Greu error de govern i de QuimTorraiPla en unes declaracions i en una nota de premsa enviada avui És fals afirmar que des de 1978 no sha posat en marxa cap nou quilòmetre de rodalies Les actuals línies R7 i R8 què són Nhi havia prou en llegir Wikipedia per comprovarho 
FAVOR	Ahir nombrosos feixistes es va manifestar pels carrers de Barcelona El màxim responsable del Partit Popular de la ciutat caminava sota una aparença de normalitat envoltat dels esbirros neonazis i feixistes que pretenen mantenir la soga constitucional a sang i foc NoPassaran 
NEUTRAL	La manera de percebre i representar la vida ha anat canviant però la decisió de voler o no ser mare sempre ha estat condicionada per factors polítics culturals mèdics io religiosos els quals sovint han provocat una pèrdua sensible de les llibertats bàsiques MarçLila 
NEUTRAL	RT ccoovocccatc CAP SantCugat Mútua Terrassa 8M 8mcadadia EnsPlantem VagaFeminista8M 8M2019 ccoocatalunya 
AGAINST	VilaWeb peremarticolom Bona decisió Total aqui el Parlament està tancat per incapacitat
AGAINST	omnium EnricMillo jcuixart El Mómiun Cultural ja fa molt de temps que ha perdut tota autoritat moral per parlar de democràcia o de cultura És una agència goebbeliana de propaganda nacionalseparatista
AGAINST	Sector comabella de SnowLaMolina per mi el millor amb arribada a coll de pal dia fantàstic avui de ski meteo 324eltemps 
AGAINST	Magnífica campanya de la família jsccatalunya Ja podeu anar treient la E del vostre partit no té cap sentit Pero bueno Donde caben dos caben tres veritat EsquerraERC vergonya dondecabendoscabentres DepE PGE2019 
FAVOR	RT EVANESCNCIA2 Lestel del vespre infantarà la nova llum daquest poble NoSurrenderCAT 
AGAINST	Quina Independència eh Aquestos que parlan també ens van trair per no aplicar el resultat vinculant es el que ens van dir del 1O estar clar que son innocents per que no van fer absolutament res per respectar el vot de mes de 2 milions de Catalans el poble no perdonarà 
AGAINST	JaumeAlonsoCuev Potser perquè la gent que heu proposat com a testimonis no han pres part dels pressumptes delictes que es jutgen no
FAVOR	El Suprem admet gairebé tots els testimonis de Vox i en rebutja una vintena de la defensa de Cuixart Per Òmnium és una mostra més de la connivència de les institucions espanyoles amb lextrema dreta JudiciTV3CatRàdio 
FAVOR	Crec que ja ha passat a la història loasi català Els intents per reinstaurarlo són evidents Les revolucions no són bones per als negocis i els culs llogats de la política maniobren per apagar les ànsies de lliberat i canvi social
AGAINST	Sortegem 5 exemplars de Dues dones nues  escrit a quatre mans per elisendastone i meriripoll i us deixem tastarne un dels relats megustaleer 
AGAINST	lotraigue Fent un Tortosa i declarant la independència unilateralment Sortint de la UE i adoptant una visió autàrquica de leconomia
NEUTRAL	Lexperiència hauria de servir per evitar caure en situacions que saps que et faran patir Però també sé que hi tornaria a caure perquè jomentenc Qui diu situacions diu homes TuitDeLliureInterpretació NoTincRemei CallaJa aquest tuit porta tot el matí fent la guitza
NEUTRAL	TotEsMouTV3 Hi ha una nova tertuliana de Cs És un clon de lArrimades😨🤢🤮 Apa fins la conferència del MHP KRLS i el MHP QuimTorraiPla no vull saber res més del programa
AGAINST	RT roadster Espanya ens roba i oprime  JuicioProcés Secesionismo Lazis 
FAVOR	Us imagineu que Alemanya fes una campanya explicant què Alemanya és una democràcia autèntica Us imagineu Bèlgica Regne Unit Holanda Suècia Finlàndia Àustria fent una campanya semblant No oi Per què Perquè només qui no és una democràcia autèntica necessita dirho
FAVOR	KRLS sianskiy jorditurull Ambdós han estat espectaculars Tant jorditurull com raulromeva Es un orgull immens tenir aquests polítics a Catalunya Soporto a tots els politics que es comporten com a persones No Soporto a cap persona que es comporti com un politic Ells són de la primera definició 😉
AGAINST	vador63 emparmoliner I súper esquerrà i ex membre dels Cristo Rey Un megaprogre
FAVOR	RT CatalunyaRep Avui és dissabte dia 22 setembre de 2018 Avui portem 330 dies de la proclamació de la RepúblicaCatalana en seu parla
FAVOR	Mira doncs mentre sens empresoni i sens impedeixi votar ho continuarem dient Doble feina 
FAVOR	RT Alfmarmol laxarxaxanante1 DansOlle DaliEnfurismada BoludaSant Fet 💪🎗️ Bona nit Puja al tren FemXarxa NoSurrenderCat
AGAINST	DavidVinyals Això es bo a veure si la gent sen adona duna vegada que ens van mentir i trair que era tot un muntatge
FAVOR	Seria genial que usarais nuestros HASHTAGS en vuestros tuits Hasta las 22h😂😂💦 CNICatalunya jcanadellb BeatrizTalegon ramirp ramoncotarelo emparmoliner I molts més 29S LlibresLliures OmplimStJaume
AGAINST	RT ViladecansTweet Acomiadem el Carnaval amb lenterro de la sardina a Viladecans 😔 ➡️ 
AGAINST	RavotOriol LntLopez oriolguellipuig No és el mateix res a veure Hi ha tipificat algun delicte que consisteix en intentar entrar sense ordre Denuncia
NEUTRAL	RT elnacionalcat TV3 omet lhomenatge als presos polítics a una desfilada de la 080 via enblau 
FAVOR	El govern titlla d oportunista el debat sobre la gestió de residus a Terrassa 
AGAINST	💜 🎥 evagranados respon a Torra Cap pas enrera Els governs independentistes han retallat un 30 dels recursos dedicats a les dones Vostès prediquen el que no practiquen i el que no es creuen directament igualtat 8M laespañaquequieresesfeminista Parlament 
FAVOR	PepeSeguer mingot32 La qüestió és que per més que els votem no bloquejaran res com ja sha demostrat No votantlos és lúnica manera de pressionarlos perquè facin la independència
NEUTRAL	TabitaRochaRib1 cellebarc jairbolsonaro Volta pro abc querida kkkkkk
AGAINST	BernatDedeu Exacte Consells inventats per col·locar als amics
AGAINST	vetoaquit monicainstitut PareraEva és bo dubtar t´ho recomano
FAVOR	👤 7M JudiciFARSA  Compareix Sebastián Trapote La Fiscalia els va demanar que tinguessin les unitats de reserva de la Policia Nacional preparades per si calia actuar per un fet concret  en substitució dels Mossos dEsquadra DesconfiançaAPriori Complot ElIndultado
FAVOR	Lexministre francès Hamon Ser empresonat per pensar diferent que qui dirigeix un país és una regressió benoithamon AutodeterminacióNoÉsDelicte 
NEUTRAL	Conflicte al PDeCAT per les llistes a les eleccions generals 
AGAINST	RT arqueoleg Alfred Bosch reconeix que la República no existeix idiotes 
FAVOR	RT elnacionalcat Un eurodiputat flamenc es queixa dels atacs de jutges a polítics catalans 
FAVOR	RT Jaume752 publicoes Evidentment són proves de que Catalunya serà independent abans del que ens pensem els propis independentistes
FAVOR	Ahir al vespre hi havia 4 trams totalment plens de la Diagonal ara mateix ja nhi ha 9 Aquesta Diada serà espectacular PrimeraDiada Diada2018 11S2018 DiadaEnCompanyia 11S
AGAINST	anàlisi interessant I si donar diners fos la millor política social  via lleiengel 
AGAINST	EnricMillo manuelvalls Ara tafiliaras al seu partit o ja nhas tingut prou de tant moviment
NEUTRAL	Millo sosté que li va ser impossible que Puigdemont oblidés el seu plantejament suïcida del referèndum JudiciProcés 
AGAINST	El govern recupera un decreto que firmó en 2015 Felip Puig 
AGAINST	Em costa de creure que les mobilitzacions populars pacífiques al carrer siguin la clau per a fer efectiva la república Si així fos amb les mobilitzacions increïbles que hem fet ja fórem independents No oblidem que Espanya és més Sudamericana que Europea Aquí tot va a òsties
AGAINST	🎙jmespejosaav a AquiCuni Fa un any va haver molta tensió al Parlament i a la Mesa Quan tu estàs al Parlament que és el temple de la democràcia i veus que la presidenta del Parlament vol saltarse la llei es creen situacions de molta tensió
FAVOR	Magraden moltíssim aquestes paraules del MHP QuimTorraiPla Vénen del cor i descriuen a 100  el que constitueix ser i o sentirse catalàcatalana Catalunya  MésQueUnPaís 
AGAINST	Bona entrevista i Maduro incidint en les incoherències hipòcrites de la UE pablocasado sanchezcastejon que tracten Veneçuela amb mentalitat de superioritat occidental i despanyols colonialistesA Espanya ningú ha pogut votar pel tipus de règim i ens can imposar els Borbons 
FAVOR	Els qui estaven entusiasmats amb el govern de Sánchez on són després de dues baixes en tres mesos una per frau fiscal i laltra per falsificar documents Gran criteri de selecció so far
AGAINST	Manelindi No poden contestar això perquè aquestos estafadors no faran res
FAVOR	Hi ha dos camins Afrontar el debat de cap on anem i amb qui o continuar el xantatge emocional presentar presos a eleccions europees per tal de fer sobreviure les estructures autonomistes El primer ens fa avançar El segon ens té paralitzats
FAVOR	Malgrat els mossos malgrat la barcelonaGUB ElPoderDelPoble reclama LlibertatPresesPolitiques Gràcies a totes les entitats d Vallcarca q hi van participar al CDRFarro CDRStGenisMontb i un immens agraïment al CDRVallvidrera Ara RiveraQuitameEste 
AGAINST	De tot el que va passar la tardor de 2017 el setge policial a la seu de la CUP és un dels fets més greus el més greu després dhostiar la gent i gairebé no se nha parlat
FAVOR	RT sergipages Ànims als que els voteu pensant que volen la independència
NEUTRAL	podemospartido suspèn un acte a Barcelona i corrobora la crisi de partit 
FAVOR	Potser més que OmplimLledoners hem de començar a pensar en BuidemLledoners  Menys LlibertatPresosPolítics i més AllibereuPresosPolítics Per ells com a persones i sobretot pq són el símbol que la nostra democràcia els nostres drets i la nostra llibertat està entre reixes 
FAVOR	Vols la independència de Catalunya Aturada indefinida de país Tens por o excuses per no fer aturada indefinida de país No tindràs mai la independència de Catalunya Però si votes antisistema el 28A pots retrasar laplicació dura del 155
AGAINST	Nens youtubers el Consell de lAudiovisual de Catalunya alerta que la majoria dels temes que tracten fomenten els estereotips de gènere 
AGAINST	RT Isa45891351 Per fi podré fer la meva PrimeraDiada
FAVOR	Moloro q en poques setmanes tant Casado com Rivera quedaran molt debilitats i sanchezcastejon aprofitarà x fer un pas més en lalliberament dels presos Si fos així hauríem dentendre q la fase de negociació amb mediació ja està en marxa Segueix👇👇👇
NEUTRAL	Dirigents del PSOE temen que convocar eleccions abans de maig sigui un desastre polític 
AGAINST	Aquests energúmens escalfacadires que ocupen el govern ara demanen que ens mobilitzem pel judiciFARSA Per la meva part prefereixo dedicar el meu temps a fer altres coses i daquí a uns mesos quan acabi el xou ja veure el documental del Roures
AGAINST	jordicanyas Raholas Talegones y Piqués al auxilio del procés 😂😂😂
FAVOR	Orgull i dignitat I repeteixo les vegades que calgui Jo no veig violència en llençar 4 polvos i no deixar un metro al feixisme CAP Orgull i dignitat només 👌 
AGAINST	elconfidencial Puessssss wellcome back cabify
NEUTRAL	Jo crec que em posaré de frase de perfil de Twitter no me han matado nunca  Em defineix bastant en tant que estic viu
AGAINST	Exigim al Delegat del Govern JuanCFulgencio la posada en llibertat de Carmen que està al calaboç a la espera de ser expulsada de manera exprés CarmenSeQueda
AGAINST	oserrar2 RibesAlicia CUPSantMarti CDRPoblenou cupnacional ClotDecideix CDRCatOficial Vosaltres si que no passareu Som catalans i daqui no ens moveuEls carrers també són nostres a veure si us entereu
FAVOR	Recuperem l1 doctubre Pel matí estigueu atentes a les convocatòries dels CDR I a la tarda ens veiem a Barcelona 1OAlCarrer TardorCalenta RepúblicaCatalana CDRenXarxa 
FAVOR	El senyor EspejoSaavedra ignora que el procediment de lectura única després de ser suspès pel TC va ser avalat per aquest i aprovat Tenim a Judas a casa JudiciTV3CatRadio
FAVOR	Sóc un ciutadà català que voldria en KRLS investit President de la Generalitat de la República de Catalunya Per demanar quelcom eh Res de laltre mon sols democràcia 
NEUTRAL	vaga 8deMarç 💪🏽💪🏽💪💪🏿💪🏾💪🏽💪🏻👏🏻👏🏿👏🏽👏🏼👏🏼👏🏿👏🏻👏🏻a Mataró 8MCadaDia EnsPlantem 8M2019⁠ ⁠⁠ ⁠ ccoocatalunya DonesCCOOCat 
FAVOR	UGJaume Nooooooper favor 2M indys HEM DE DESBORDAR AMB VOTS ESCONS al Congreso Cal putejar tant com podem España JudiciProcés judicidelavergonya JoAcuso fachas MarcaEspaña españaglobal freedom Catalonia FreeTothom LlibertatPresosPoliticsiexiliats 
AGAINST	Dit això una cosa no comporta necessàriament laltre i seria injust amb ell no esmentar que mha arribat que fa molt bona feina allà on exerceix el càrrec La fiscalització del govern i sottogoverno ha de ser justa amb tots els aspectes de la fiscalització
NEUTRAL	RT ForesJuliana Mai tan ben dit El CasPasqual és també un cas de deixadesa política i neglicència de control 
NEUTRAL	Fem un recull dels lemes més divertits que haguem vist o sentit avui així no sens obliden per lany que ve 8M VagaFeminista2019 Vaga8MOsonaLluçanès LaFetillera Acp1721 carlaasolids
AGAINST	RT JuanPoz9 erpllo ilusoaluso CatalunyaRadio Pública A CAT Impossible
FAVOR	Tot ballant la Santa Espina a la Catedral en honor als nostres presos i exiliats Visca la sardana Merce2018 LlibertatPresosPoliticsiExiliats 
NEUTRAL	RT elnacionalcat Malgrat tants vincles sentimentals de Letícia amb Catalunya ha decidit no tornar a posarhi un peu  Via enblau 
AGAINST	ElementLeague No me podria negar a esta oferta v
FAVOR	La trampa del Fairy ha causat furor a les xarxes socials lexpertUOC👥 ferranlalueza assegura que que si la marca ho hagués aprofitat entrant al joc amb alguna broma fins i tot hi hauria hagut un repunt de vendes LaUOCalsMitjans ⬇️
FAVOR	Pràcticament tothom dóna per segura la independència de Catalunya excepte el quartet cañí Sánchez Casado Iglesias Rivera 
AGAINST	waj1Fum tonicantona Però quina professió té aquesta
AGAINST	Bernat Quan el Vila va dir qués tenia que pensar en els 2 millions i pico que no eren independentistes em va recordar i molt al discurset del JoanTarda
FAVOR	JoanTarda Que vol dir aixo de fer referendum que inclogui estatut Tens por de quedarte sense feina
FAVOR	El president apareix per sorpresa al acte de Plataforma per la llengua al Parlament europeu 👏👏👏 Ningú lha detingut cap problema amb la seguretat i cap aldarull ParlamentEuropeu PlataformaPerLaLleguaCatalana JudiciFarsa 
AGAINST	Presos LA DUI ERA SIMBÒLICA Millo LA DUI NO ERA SIMBÒLICA Els processistes aclamen els seus presos tractantlos dherois i ataquen al Millo titllantlo de minyona de lEstat Catalunya necessita menys polítics i més psiquiatres judicitv3catradio 
AGAINST	📰 Al seu parer el catalanisme ha derivat en part a lindependentisme els darrers anys i ara es tracta de construir una catalanitat del segle XXI que expliqui que Espanya no és un invent de Castilla sinó un pacte entre tots ThisIsTheRealSpain 
NEUTRAL	El Govern central aprova el registre horari en les empreses 
AGAINST	manelgallart EnricJuliana joaquimcoll govern El que denúncies es cert i una vergonya pero mai el Estat ha organitzat exposicions de Catalunya contra Espanya ni el a Congrés ha reprovat a cap President de la GENCAT etcetc etc
FAVOR	Mtmk71 sense aquest 4 escons el govern de vichy no te majoria Deixeu desculparlos per dir que no tenen força si al parlament no estant fent res per fer oposició
AGAINST	estevereco cotjulia Hi ha molt humor daquest Just el que no em fa gràcia És fàcil i mancat dintel·ligència
FAVOR	sens van confirmant les sospites i sembla que en el 21D hi va haver frau electoral  en una suposada democràcia manipular un resultat electoral equival a una usurpació de poder i per tant laplicació de larticle 155 var ser un cop destat premeditat 
FAVOR	A part del llaç lila les ganes d lluitar x independència és el q hauria destar en el vostre present n fer el gili donant suport a la Rep Esp i pactar amb Comuns i fer tripartit Sempre ERC ha estat un merda excepte persones com Companys i el seu govern Us he votat 40 anys 
FAVOR	JoanTarda Jo no us vaig votar per això JoanTarda  Així no Heu perdut el meu vot desde fa molt temps i per molt temps
FAVOR	La Fiscalia acabant frases corregint respostes i fent interpretacions tendencioses de les respostes insegures de José Antonio Nieto al JudiciFarsa Pot ser algú shauria dhaver memoritzat millor les respostes que li havia passat el fiscal
NEUTRAL	Latur puja en 3279 persones al febrer a Espanya i baixa lleugerament a Catalunya 
FAVOR	Puigdemont i entorn porten uns dies fentnos saber per activa i passiva que ja és el moment El carrer sorganitza La CUP mobilitza La gent pensarem q és el poble qui ha pressionat i sha autoorganitzat Però jo veig que ja tenim lOK internacional per seguir avançant Endavant
FAVOR	⚠️ URGENT ⚠️ Els mossos tenen ordre de desallotjament Necessitem el màxim de gent a la plaça Tothom a Sant Jaume ARA✊🏻 OmplimSantJaume29s
AGAINST	RT iriavt DOS dies I les que no sabem 
NEUTRAL	RT cosmicabcn Va que torna el fred i al teatre és on shi està millor  
AGAINST	RT VilaWeb  tonicomin presenta el CatalanCouncil al parlament britànic 
NEUTRAL	Colau es nega a besar la mà al Rei una altra vegada perquè suggereix servilisme 
AGAINST	Si comets un error i ets capaç de reconèixerl assumirlo i demanar disculpes et fa digne et distingeix i tennobleix Per contra si tractes a lafectat com a un tòtil això et fa indigne tanorrea i tenvileix Als nostres polítics els hi toca escollir
AGAINST	🔊 Ladvocat August Gil Matamala considera que els encausats són sotmesos a un tracte gairebé inhumà JudiciTV3CatRàdio 
AGAINST	Adaadacolau Si fosis una demòcrata com cal demanaries investigacions sense descans sobre aquest atemptatsno se com pots estar tant tranquilavergonya
FAVOR	KRLS JuntsXCat Ens hauria dimportar més què vol el poble i no el director de lInstitut Luther King Saps què diu el poble Independència i JA Tenim pressa i dormiu a la palla No vull haver de fer més 11S en va
NEUTRAL	RT ComteArnauMir Quin clatellot than fotut Sr Fina És vosté el mateix que els unionistes maleducat TotesMouTV3
AGAINST	terelprieto elnacionalcat 3N4ICM4u41 enblau O potser és que la independència de Catalunya i els nacionalistes els importen un rave
AGAINST	Visites a lEdifici Històric de lUniBarcelona i el Seminari Conciliar per conèixer lobra dElies Rogent via bcncultura 
FAVOR	RT joseantich Periodistes internacionals veuen febles les acusacions als presos polítics via elnacionalcat 
AGAINST	Que calladet que està en Marchena quan no paren de reiterar les mateixes preguntes i respostes Veureho com amb les defensa serà el contrari Acaba de dir que utilitzàvem nens com escuts
FAVOR	Si el dissabte omplim la plaça de gent pacifica els feixistes espanyols no podran fer res Hauran de girar cua i tornar a la seva ratonera OmplimSantJaume29s NoPassaran
AGAINST	RT jcanadellb La millor resposta serà q els milers q ens vam sentir atonyinats el 1O anem tots allà i dirlos NoEnsFeuPor 
FAVOR	RT eduardorepi Cómo cada día 2 en Sant Vicenç dels Horts LlibertatPresosPolítics 
FAVOR	SánchezCuenca No crec que ara mateix lindependentisme pugui guanyar gaire més suport popular a Catalunya i un govern de dretes farà la vida impossible a Catalunya 
FAVOR	🔴 MHP QuimTorraiPla Insisteixo en el diàleg i la negociació perquè el govern espanyol convoqui un referèndum acordat  Què et sembla Fes Retuit per ampliar la mostra
FAVOR	Treure per pantalla la merda que escriuen espanyols con en PauG97198690 és una altra exigència dels caps d Cs i el Cañita Brava  JudiciTV3CatRàdio
AGAINST	AresCases El tema del procés sha de resoldre per via judicial perque va ser un desacatament total de la legalitat vigent Una altra cosa és com reconduir les aspiracions dindependència El processisme és tota una estratègia daccions i fets independents de plantejaments ideològiques
FAVOR	QuimTorraiPla Si el govern espanyol no aixeca les suspensions de les lleis socials suspeses ho farem nosaltres aprovant de nou el contingut al Parlament 
AGAINST	Perquè tots els dies siguin 8MCadaDia Avui EnsPlantem perquè ens fem visibles perque NoTenimPor perquè ens volem VivesLliuresUnides Mentre la societat no canviï Visca la Lluita Feminista Entre Totes ho aconseguirem LaTevaVeu LaNostraForça 
FAVOR	No es pot assolir una independència si abans no coneixes com funciona la manera de reaccionar duna part de la teva societat Hi ha un sector important de Catalunya que ha de perdre tota esperança en una regeneració dÑ per a acabar decantantse per la independència
FAVOR	joseprull acusat de rebel·lió malversació sedició i organització criminal Li demanen 16 115 i 74 anys de presó i inhabilitació absoluta al JudiciFarsa per ser Conseller de territori i sostenibilitat al govern i exercirne les funcions JustíciadeMerda 
AGAINST	Que només els petons Ens tapin la boca 💋💋 👉🏻 RT si tu tambè estàs dacord amb aquesta frase  Mural fotografiat a la vila de Baro al Pallars Sobirà  📸 
NEUTRAL	UPyD con Valls su candidatura a Barcelona 
AGAINST	meganfrox No mho puc creure han arribat a límits insospitats Fàstic
AGAINST	carlesfranquesa Yo no le veo la gracia al Polonia ni a los cutres de esta passant  bufons del pensament únic reaccionari i supremacista del nazionalisme català
AGAINST	Lalternativa a un nacionalisme mai pot ser crearne un didèntic però amb diferent bandera ja que son monstres que es retroalimenten Contra la lluita entre pobles només es pot contraposar la lluita de classes
AGAINST	44 És molt difícil contenir tanta ràbia i és difícil entendre com la gent no hagi reaccionat amb més contundència contra ells Això demostra el nivell de pacifisme del poble català el pacifisme de lindependentisme
NEUTRAL	elnacionalcat Doncs som mil•lions que ho veiem totalment a linrevés No concebem un futur per Catalunya dintre dEspanya Millor que us aneu fent a lidea
FAVOR	Tuits de suport dels NOESPOT als presos polítics des que va començar aquesta farsa de judici ➡Pablo Iglesias 0 ➡Irene Montero 0 ➡Echenique 0 ➡Monedero 0 ➡Coscu 0 ➡Franco 0 ➡Bertomeu 0 ➡Viejo 0 ➡Guardingo 0 ➡Ribas 0 ➡Paola Lo Fascio 0 NOESPOT
FAVOR	pepturmo Saps que passa Que plantejar fer la independència presó és començar la partida pensant només en perdrela Xist Magrada jugar al poquer i perdre I guanyar Guanyar deu ser lòstia
AGAINST	Ah sí A quins Com A través de quina via judicial Lúnic Tribunal internacional que jujta persones és el TPI que te unas competències molt delimitades en matèria penal 
NEUTRAL	PSOE PP i Cs demanen vetar la conferència de Puigdemont a lEurocambra 
AGAINST	quimforn joseprull Estimats Consellers és tan fàcil donarvós ànims em fa una mica de vergonya jo soc lliure vosaltres no però lluitaré fins el final per vosaltres  Conseller Josep Rull moltes felicitats Sou dignes i sou inocents  Llibertat presos polítics  INDEPENDÈNCIA 
AGAINST	RT meganfrox La farsa del procés en dos tuits  
AGAINST	MartaSibina KRLS QuimTorraiPla Fa uns anys els hi preguntaves on eren els teus diners Ja han estat trobats o és que ara tant thi fa 
FAVOR	La CRISI europea és cada vegada més fonda i més preocupant El feixisme creix si sel deixa créixer I Tajani EPPresident EUparliament demostra que hi ha polítics europeus que no tenen memòria de lhorror que es va patir O potser estan dacord amb els hereus dels botxins 
FAVOR	Els nordcatalans Castellers del Riberal ahir a Perpinyà lluint el llaç groc i pancartes dels presos AlbertQuitameEste 
FAVOR	La diputada de la cupnacional Natàlia Sànchez denuncia que la policia espanyola lha fet fora de davant del Suprem JudiciProcés 
FAVOR	Ens heu demanat per terra mar i aire els materials per difondre la 21FVagaGeneral Aquí els teniu Feune molta difusió Femnos sentir SenseDretsNoHiHaLlibertat  
AGAINST	monicainstitut Frivolitza tot el que vulguis ja saps què és deshumanitzar També podem dir mientes más que un político indepe  ja posats
FAVOR	Venir armat a pegar àvies que només volien votar és ser un miserable Però per venir a celebrar aquesta salvatjada al cap dun any has de ser un tros de cabró
AGAINST	324cat AdriaCanellas Degut a es un castellanisme Quant de mal ha fet el 155 😂😂😂
NEUTRAL	RT louisbcn17141 JudiciTV3CatRadio El que li contesta el seu germà a Enric Millo⤵ 
AGAINST	RT JosepBarbera Algú mexplica per què la persona que va guanyar les eleccions a Catalunya sen va a Madrid
FAVOR	Primer vaig simpatitzar amb lindependentisme perqué crec que un cop dins macroestructures UE OTAN un país petit és més eficient Al veure com responia lEstat els vaig començar a votar Ara el tema simplement es el fàstic inmens que em genera lEspaña eterna desenmascarada
FAVOR	Si haguessin tancat TV3 quan el 155 avui el Rivera no hauria pogut anarhi 
FAVOR	RT xatsantesteve TajaniPuppetOfFascism El teníem per aquí però potser per allà també us fa falta 
NEUTRAL	Irene Montero Al trio de Colón sel frenarà blindant drets 
AGAINST	No te prous pebrots Ni ell ni lanterior 
FAVOR	Doncs estic a favor de que junqueras parli en castellà us imagineu com sería la traducció simultània I què diríen judicifarsa JoAcuso FakeSuprem murallahumana
AGAINST	KenHaprenguin moragasai I posat nom i foto home O dona Que les revolucions sense remordiments es fan a cara descoberta
AGAINST	SIS DIES A URGÈNCIES  144 HORES  albaverges que pensa fer alguna cosa portem anys així des del govern del seu amic Artur Mas i cada dia pitjor prou excuses prou retallades i privatitzacions  MareaBlancaCAT SAPMuntanya defensanitatBV ToniBarbara PiratesSanitat 
AGAINST	La pobra gent que declara aquesta tarda tots empantanats per un farol mestre del nostre govern legítim Gràcies per tant KRLS i junqueras
FAVOR	Escoltant la secretaria del jutjat mhe arribat a oblidar del judici‼️ Semblava lúltima de Missió impossible i que el Tom Cruise apareixeria a la declaració per rescatarla amb helicòpter fairyplus absolució FreeTothom 
FAVOR	EN DIRECTE Salellas recorda a Millo que Marta Torecillas va ser lesionada en una mà per lactuació de la policia espanyola tot i que lexdelegat ha assegurat que lafectada havia mentit sobre les seves lesions JudiciDeLaVergonya 
AGAINST	cpallecl andreucanals pel que veig tant com tu entendre conceptes
AGAINST	Veient DiadaEnCompanyia he adaptat la web per compartir cotxes que vam utilitzar per Brussel·les per la Diada denguany Shi pot oferirbuscar trajectes 
AGAINST	34 Era previsible una reacció en contra perquè han fet tant de mal han causat tant dolor tanta injustícia shan mofat tant del poble català i encara vénen a riuresen a la cara
