LABEL	preprocessing_C
FAVOR	Aquell dia quelcom es va trencarva ser linici duna nova etapaun nou sentimentHi vam ser i hi tornarem a serno ens aturaremTossudament alçatsper ellses per la llibertatper la Repúblicaper Catalunyademocracia persistim LlibertatPresosPoliticsiexiliats 
AGAINST	Cuixart sembolica encara més quan argumenta que Catalunya està especialment evolucionada per protagonitzar una revolució social Hi ha una llavor a la societat catalana que permet fer canvis que no es poden fer a la resta de lEstat Per què això passa a BCN i no a Madrid  
AGAINST	RT tonicantona Roger Torrent a mentit a consciència el Tribunal Suprem sota jurament 
AGAINST	Els dretshumans constitueixen una exigència èticopolítica pels governs i un indicador fonamental per determinar la gestió governamental i la governabilitat democràtica dun territori premiSOLIDARITAT
AGAINST	🎥 dbertranroman Els partits separatistes continuen degradant el Parlament impedint que es parli de temes importants relacionats amb la joventut Els joves patim una taxa important datur i és una vergonya que es boicotegi aquesta comissió 
FAVOR	Tots els fiscals jutges i polícia no ens van aturar per votar i no ens aturaran fins fer realitat la República de Catalunya NiUnPasEnrere LlibertatPresosPoliticsiexiliats 20S 
FAVOR	RT BullySJ JudiciALaDemocràcia JudiciFARSA JudiciTV3CatRàdio JudiciProcés judicialademocracia JoAcuso RepúblicaCatalana 
AGAINST	Mes aclaparador és encara que el manifest de Crida Nacional que ha signat el president de la Generalitat de Catalunya comença afirmant El poble de Catalunya va decidir Qui és el poble El 43 que va anar a votar Els qui van votar sí  vía Diario16
FAVOR	Mireu el TL dels Parlamentaris Molts no parlen de política ni de independència Molts només parlen de presos i de visites a la presó I així anirem passant fins a les municipals
NONE	Alain Ducasse un dels millors cuiners del món segons molt crítics i llistes guanya el premi a millor cuiner sense tatuatges als nous World Restaurant Awards  
FAVOR	EnricMillo omnium El vídeo sencer demostra que es volia facilitar la sortida Prou manipulacions Prou mentides judicidelavergonya
FAVOR	Nova comissió per investigar la monarquia Parlament
NONE	RT elisendallovet ReinaSonia No es xenofòbia es desinfecció com diu el vostre amic JosepBorrellF k sha de fer Bon dia JoAcuso
AGAINST	elputuamu 😂 fan molt riure si no fos tot tan dramàtic
AGAINST	LHoraRebel MobikeES Ens agradaria votar NO La BiciLH és la solució per una MobilitatSostenible real i desplaçar el cotxe del centre dels barris Parò la realitat és ben diferent MobikeES dóna massa problemes a LHospitalet Zaragoza i a moltes ciutats darreu del mon on opera Mobike
FAVOR	El PSOE mai canviarà Viuen de lengany permanent i del menyspreu visceral als partits independentistes Res a pactar amb aquesta gent LlibertatPresosPoliticsiexiliats FreeTothom JudiciFarsa 
AGAINST	Comunicat del Síndic de Greuges sobre la llibertat dexpressió a lespai públic i institucional  Síndic de Greuges de Catalunya  Impecable i elemental Que calgui recordar el que és normal i bàsic és símptoma duna certa patologia política
AGAINST	Fa anys el president de la Generalitat de Catalunya no podia anar a València Jordi Pujol ho sap Artur Mas també No el convidaven o lesbroncaven Ara amb una València molt més cívica el president de la Generalitat valenciana ve a Barcelona i el seu homòleg ni el saluda
FAVOR	RT HannaMestres Qui no té feina el gat pentina judici1O JudiciTV3CatRàdio JudiciFarsa JudiciProcés JoAcuso 
FAVOR	De veritat que hi ha dies que la injustícia es fa insuportable Avions de paper com a prova de rebel·lió i sedició Si no hi haguessin presos i exiliats riuríem Però no fa gràcia prou llibertat LlibertatPresosPoliticsiexiliats 
AGAINST	lamardemona Ni tant sols poden aplicarlo sense motiu i a més dependria del Senat on previsiblement el PSOE tindria majoria
AGAINST	DolorsBoatella Per curiositat després damenaçarte Millo el Nàpia Llarga tha blocat
AGAINST	LEspanya que volem oberta plural moderna igualitària justa  Força meritxellbatet ❤️🌹 estimoBCN LaEspañaQueQueremos 
AGAINST	GabrielRufin2 Jomateixapunt Bueno Havem alguns que trevallem que no tenim lo chapo rovellat i mos aniria bé un tractoret Lo tractoret lo volem per treballar no per tocar los collons amb la merda de la independencia
AGAINST	Molt bé quimforn dempeus i amb la veritat és indecent linterrogatori versió telebasura del fiscal
FAVOR	RT efabrega helixx85 Aquests números deuen haver fet els espanyols i per això MAI accediran a un referèndum vinculant si no els obliga
AGAINST	fmarcalvaro Fins al punt que mha fet pensar shaurà dexiliar
FAVOR	🔴 A Terrassa el feixisme no pot quedar sense resposta Ni la impunitat de la que gaudeixen Un poble unit i actiu serà sempre el millor dic de contenció NoPassaran 
FAVOR	Un bon català 🤦‍♂️🤦‍♂️🤦‍♂️ Alejandro Fernández va a Madrid a demanar un nou 155 És una solució política via elnacionalcat 
NONE	Turull El govern de lEstat usava i abusava de la seva prerrogativa dimpugnar els acords del Parlament  JudiciTV3CatRadio 
FAVOR	RT elnacionalcat Més independentisme que abans de l1O un 51 dels catalans vol separarse dEspanya 
NONE	▶️ La factoria de Nissan a Barcelona torna a estar a la corda fluixa  
FAVOR	Ei i si la assemblea possa unes pantalles gegants a lArc del triomf dijous per seguir les declaracions dels presos politics Com quan juga la seleccion española i hi van els de Ciudadanos i demostrem la diferencia entre uns i altres O potser el 21F teniu algo millor a fer
AGAINST	ARApolitica Quina comissio del ICAB No serán els del grupet del Pina Ayyy quina casualitat vaja tontería de noticia com us esforceu en noticies novedoses dinvestigacio  Chapeau
AGAINST	Puigdemont i Torra volen enfrontarnos als catalans però tots i totes pensem el que pensem sobre la independència patim igual les retallades que ells o Rajoy des de Moncloa ens han imposat QueNoEnsEnfrontin
NONE	Es reprèn el judici del procés amb les respostes de Jordi Turull a la seva defensa i la declaració de Raül Romeva Segueix el judici en directe 🖥Vídeo  📻Àudio  📱Minut a minut  JudiciTV3CatRàdio 
NONE	📍Es reprèn el judici del procés amb les declaracions dels exconsellers Jordi Turull i Raül Romeva Segueix el judici en directe 🖥Vídeo  📻Àudio  📱Minut a minut  JudiciTV3CatRàdio 
FAVOR	Acusem Lestat Gràcies👏👏👏👏 MossosXdemos ANCMossos ANCBombers orgulldepoble CapALaIndependència UnPasEndavant 21FVagaGeneral lautodeterminacionoesdelicte RepúblicaCatalana InvestimPuigdemontJa PuigdemontElNostrePresident OmplimElsCarrersJA 1Oct NiOblitNiPerdó 
FAVOR	RaiLopezCalvet Virgili7 KRLS Jo vaig collaborar i després vaig portar elsmeus pares a votar que ja són grans Ma germana gran va passar la nit a lescola i elmeu germà petit estava a aquelles escoles que no obrien l1O i informava a on podien anar a votar Som 12 membres culpables
FAVOR	Els partits del 155 units donant suport a jutges que ens insulten sanchezcastejon Us està quedant una Espanya preciosa Cap diferència amb el PP sou tots iguals 
NONE	La 1⃣ de les 324mésvistes Enric Millo explica els relats esfereïdors del que havien viscut per culpa del Fairy i la xarxa li respon amb acudits 
AGAINST	🗞Hem de ser valentes i fer un pas endavant Ho diu la Vicepresidenta de conselladvocat i de Abogaciaes la degana AdvocatsReus OrdunaEncarna una de les Dones al càrrec a Tarragona👉  Aquí teniu lentrevista publicada al diaridtarragona 📰 👇 
NONE	Estic per votar al PSOE mira que et dic verguensaajena 
FAVOR	RT maimaicena 👏👏👏👏 Que quedi clar q tenim uns polítics del 10 i sens dubta un bon president Gràcies KRLS 
AGAINST	Friso per veure què diu DesbordemCat sobre la posició de Sobiranistes i Elisenda Alamany
FAVOR	Helicopter de la Guardia Civil volan per Barcelonason concients q la festa sera grossa Es van preparan El q no saven es q la festa sera sorpresa NiOblitNiPerdó OmplimSantJaume29s
AGAINST	RT erpllo Ha hagut de fer molt de mal Cobos que lúnic amb el que intenten desacreditarlo és amb la fake new de que era un franquista
NONE	La líder de loposició a Catalunya ha afirmat que la seva vida ha estat marcada per decisions difícils  però que sempre ha optat per donar un pas endavant Arrimadas 
FAVOR	RT aleiixmokdad 23 setembre 2018 Centre Penitenciari de Lledoners LlibertatPresosPolítics 
FAVOR	RT InformacioCat ATENCIÓ 16 de febrer manifestació unitària de partits i entitats per demanar labsolució dels presos polítics
AGAINST	El PDeCAT ha acceptat lesmena del PSOE a la seva moció que reclama diàleg perquè només afegeix que sigui dins del marc legal que nosaltres entenem que permet fer el referèndum 
FAVOR	Brutal Vídeo Un unionista irromp a lAjuntament de Blanes amenaçant darrencar una pancarta pels presos polítics al final van a venir armas  via larepublicaCAT
FAVOR	El silenci de les universitats espanyoles sobre latac de lEstat als drets fonamentals dels independentistes és una vergonya el de les universitats catalanes directament repugnant i mostra clara de lestratègia del free rider o gorrer 
NONE	Més324 324cat tv3cat 22h anàlisi de lactualitat del dia amb Apujolmas ManuelCuyas i anacardenal  JudiciTV3CatRàdio 
AGAINST	🔴 DIRECTE  MANUEL VALLS manuelvalls A França només Le Pen em va dir una vegada que jo era de fora Els primers a dirme que he de tornar al meu país són els amics de Puigdemont 👉  
FAVOR	I si es presenten els indepes i soberanistes Pdemocratacat EsquerraERC cupnacional CatEnComuPodem a les elecccions espanyoles amb el sol objectiu dEXIGIR UN REFERÈNDUM Ningú podrà formar govern sense nosaltres
NONE	Avui estem de ressaca A nit l Academiadecine premiava a Jesús Vidal Navarro amb el Goya2019 com millor actor revelació i a lequip de Campeones·com a millor pel·lícula ENHORABONA Per fi el valor de la diversitat és reconegut al cinema 📸 Laia Øller SimbiòticFestival2018 
NONE	RT MontseRepublica 324cat Imatge de l1 doctubre nens al mig de lespuma del Fairy fent de Muralla humana Que tràgic 
FAVOR	RT VilaWeb El carrer ha respost ara cal que responga la política Editorial de Vicent Partal 
AGAINST	Que bé que sho passen ensorrant Catalunya Serà per la pasta que en treuen Crisihumanitària quantadignitat llibertatpresosetarres 
FAVOR	Avui gran el MHP QuimTorraiPla està disposat a anar a la presó per defensar les nostres llibertats Algun President Europeu ho faria Nosaltres haurem destar a lalçada del repte TajaniPuppetOfFascism 
NONE	Maduro expulsa una delegació deurodiputats del PP europeu liderada per Esteban González Pons convidats pel president encarregat Juan Guaidó 
AGAINST	RT eniubo 4 anys més tardPer cert amb quins recursos govern Quin calendari FP FPCAT 
NONE	David Pérez Tenim lobligació dinadmetre a tràmit totes les propostes que contradiguin lordenament constitucional  JudiciTV3CatRàdio 
AGAINST	jcanadellb jurgddb KRLS JordiMonros PrimariesCat JordiGraupera Li dona suport a un candidat que és del Pdemocratacat i acaba de fundar la CridaNacional Lluny dels partits i més aprop del poble 😅
FAVOR	KRLS Puigdemont absent però present a la segona sessió del judici al Suprem Avui a les 22h al Més324 tota lactualitat del JudiciTV3CatRàdio 
NONE	DavidGR1714 El que deu voler dir és que per la banda catalanista ja no es pot ampliar més En canvi per la banda de lesquerra nhi ha molts a punt de ser convençuts però que no ho estan encaraperò lessencial és que ja som prous per ferho només ens falta força i autoconvenciment
AGAINST	Poden contestar en català el Tribunal ho permet
FAVOR	RT diariARA Per què Marchena talla Turull i en canvi va deixar que junqueras fes un discurs polític en el JudiciProcés 
FAVOR	RT MNAnoticies ⚠️🔴 Brutal agressió en grup de independentistes radicals a periodistes de la Sexta 
AGAINST	joanreguant HiginiaRoig jcoscu tv3cat Si molt preocupats per què el sindicat vertical del govern només tingui el 06 dels delegats a Cat Per què sigui inexistent a les empreses més importants del país SEAT Nissan etc i a tota lindústria Però tranquil pots continuar al teu Matrix
FAVOR	RT Muxiqueta Aquest dissabte toca racó literari a la plaça Sant jaumeben dhora ben dhora 😉 OmplimStJaume 29S llibreslliures
NONE	RT PoliDisidente Hi ha més dignitat i humanitat en 44 segons den Quim que en tota la vida del senyor Arcadi Espada 
FAVOR	📰 Article de lHVP Oriol junqueras des de Lledoners 🖊 La voluntat de votar com a instrument de resolució política a lactual situació és inqüestionable Gairebé incontestable 📅 160918 elpuntavui 🔴
NONE	RT FinsalNabokov Al judici a hores dara encara no sabem qui va ordenar el código rojo 
NONE	Albert Rivera considera dun cinisme pur que Junqueras digui Estimo Espanya en la declaració davant el Tribunal Suprem Els que estimem Espanya no la volem liquidar  JudiciTV3CatRàdio 
FAVOR	⚠️ IMATGES DE LÚLTIMA VISITA PÚBLICA DE SABI ESTRUBEL A SANT ESTEVE DE LES ROURES SabiEstrubel SantEsteveDeLesRoures Catalonia JudiciTV3CatRàdio VagaGeneral21 
NONE	egarriga Hem parlat moltes vegades del caràcter clarament endogàmic de la NFL però hi ha coses que pasen de taca doli Aquest Hue Jackson etc Segueixent trobant feine rere feina tot i demostrar vegada rere vegada que són uns inútils
AGAINST	RT tonicantona Roda de premsa del cap gros del 155 parlant de Junqueras i aquest responent 
NONE	Què queda en suspens a Catalunya amb el no als pressupostos  
FAVOR	Després descoltar el Vicepresident Junqueras en Quim Forn en Jordi Turull i en Raül Romeva és ben evident que tenen una dimensió política infinitament superior als incendiaris Casado Rivera Arrimadas i Abascal
NONE	Debat al Regne Unit i França sobre el possible retorn de tres dones que es van unir a Estat Islàmic i ara volen tornar a casa amb els seus fills  
AGAINST	A Olot no oblidem qui són realment els socialistescat i que són còmplices de la repressió contra el poble català NiOblitNiPerdó 
AGAINST	RT Aurorabettan elsaartadi O sigui tia en serio Mho jures per Snoopy o que tia Que fort tia
NONE	Nieto diu que els mossos van posar com a excusa la presència de nens i persones grans a les escoles per justificar la seva innacció l1O Així constava en la pauta de la policia catalana a la qual Nieto i Pérez de los Cobos llavors no van posar objeccions 
NONE	1 Redacció de PAES ara PAESC també pel canviclimàtic 2 Projectes de biomassa i energiesrenovables amb inversions importants en noves instal·lacions 3 La incorporació de ladaptació al canviclimàtic a la política ambiental municipal 4 Treball intens de XarxaSost
AGAINST	Vivim a lera de latenció de la multitasca explica el neuropsicòleg José Portellanotot Article interessant per reflexionar sobre com des de lescola hem denfocar aquesta realitathgardo coralregi NewsNeus Ftrams FundacioBofill 
NONE	Comença la declaració de Xavier Muro secretari general del Parlament Es va negar a tramitar la llei del Referèndum i va firmar un informe argumentant que era il·legal Muro no vol sortir en la transmissió per televisió del judici  JudiciTV3CatRàdio 
AGAINST	Llibertat justícia i democràcia República Catalana Article conjunt dels presos polítics i exiliats en motiu de la Diada Nacional de Catalunya  via elpuntavui
NONE	Aquest judici no només pretén jutjar idees  sinó la capacitat dexecutarles a través de lexercici dun dret perfectament legal com el dret a lautodeterminació Lacció política quedarà encara més minvada La independència no és impossible
AGAINST	La sindicabcn alerta al seu informe anual dels problemes dhabitatge a BCN malgrat va ser una de les grans promeses del govern municipal dAdaColau Jo aposto per un pacte públicoprivat per acabar amb aquesta problemàtica que ofega els barcelonins pleBCN BCN VallsBCN2019 
AGAINST	El que encara no sabem és per què lindependentisme no va acceptar la proposta de diàleg del Govern dEspanya Crec que va ser un error important a Catalunya hi ha un clam molt important pel diàleg 
AGAINST	barrugat pilarcarracelas KhommonNoise voluntatdeser Defensar la seva Constitució les lleis de tots el seu territori i la seva població Res mès El titol sería cap país democrátic soportaría aquesta mena de boixeria separatista amb tanta paciència
AGAINST	⚠️ 🇪🇸 NOTICIA El jutge titular del jutjat 7 de Barcelona ha imputat un altre PN El jutge diu la policia no podia entrar en escoles concertades l1O  
FAVOR	jcanadellb InesArrimadas Hi ha algo que indiqui millor que anem per bon camí que leconomía i que les empresses escollin Catalunya com lloc per les seves seus Som conciens que avans de moure un dit en fet un estudi exestiu de la situació económica i política
NONE	El judici del procés en directe Avui declara Oriol Junqueras quan acabi està previst que ho faci Joaquim Forn Segueix el judici en directe 🖥 Vídeo  📻 Àudio  📱Minut a minut  JudiciTV3CatRàdio 
AGAINST	educacio360 educaciocat Els PEE són una autèntica joia en barris com lasalutalta però si no van acompanyats de recursos financers cap de les activitats i propostes que plantegem no es pot dur a terme A Badalona estem ja una mica cansats de les bones paraules i la manca daposta pressupostària
AGAINST	RT PrimariesCat 23F On podeu votar en el procés de PrimariesCat avui dissabte 
AGAINST	Tabarnia Que fàcil criticar amagat darrera un perfil fictici Per què no canviés de canal
AGAINST	IsabelO35504209 EnricMillo I a més a més té la barra de publicar un vídeo barroerament manipulat del Cuixart per si no fos prou
NONE	El cartell amb què Podem ha anunciat la reincorporació dIglesias no li ha agradat ni a ell ni a altres membres i seguidors del partit 
FAVOR	Ens trobem a Brussel·les per internacionalitzar la situació dels presos i exiliats polítics catalans davant de la EUCommission Blanca de Llobet domnium ha llegit una carta que el president de lentitat jcuixart ha fet arribar des de Lledoners FreeThemAll 
NONE	El que no es veu per TV com ladvocat de quimforn segueix linterrogatori amb total atenció i els gestos daprovació al seu client També la dona de lacusat concentrada en les paraules de lexconseller 
AGAINST	Mi Tomàs avui es el día internacional del Asperger Valentina FelicitatsTomàs Rissesrisses i més risdes Tomàs i on és lacudit Entenc que no tothom ho pillarà però us asseguro que he rigut molt amb tots dos❤❤❤❤❤
NONE	Lehman Trilogy brillant 6 actors que fan 120 personatges Un text que et farà pensar una posta en escena molt dinàmica i uns actors fantàstics No us ho perdeu teatrelliure lehmantrilogytour lehmantrilogy 
NONE	lefteyelops Porto tot el dia sense fer res mirant el judici 😣 Estic guiona amb les respostes
NONE	RT moreraingles QuicoSalles junqueras JordiPina1 JoAcuso  Judici contra Catalunya LLIBERTATPRESOSPILITICSIEXILIATS FREETOTHOM
FAVOR	VÍDEOS El conseller raulromeva ha defensat el dret dautodeterminació i el pacifisme en la seva declaració al Suprem judicialademocracia Vegeu els deu vídeos imprescindibles 
FAVOR	lluisgibert El vot és la nostra arma Sense vots no som res desapareixem voleu que passi com a Andalusia No anar a votar serà un greu error Mentre no siguem independents hem de seguir votant partits catalans Considero aquest twit molt irresponsable
AGAINST	📻 En uns minuts lugaricano serà entrevistat al programa de ràdio ElmatiaRadio4 per comentar lactualitat política Texpliquem tot aquí 👇🏼 
AGAINST	És increïble aquesta colònia en la qual els suposadament colonitzats són en general els que tenen una vida més acomodada i cobren de mitjana els millors salaris començant pel mateix president quimtorra i els membres del seu govern  JaumeReixach 
AGAINST	Entrevista Xavier Rius  vía wordpressdotcom
FAVOR	RT CatalunyaRep Avui és diumenge dia 23 setembre de 2018 Avui portem 331 dies de la proclamació de la RepúblicaCatalana en seu parla
FAVOR	Els desnonaments oberts no només són contraris a la Llei processal espanyola sinó que violen diferents dretshumans continguts a la Constitució iescorihuela explica al basicsbtv com aquesta pràctica sha denunciat amb la PAHBCN i la plataforma ProuDesnonament CapDataOberta 
AGAINST	HiginiaRoig pablocasado Per això les marxes de torxes que es fan tradicionalment el dia abans de la Diada les comparaven al kukuxklan Laquelarre de torxes Seràn ignorants i mal parits
FAVOR	Tothom té dret a un Judici Just FakeTrial JudiciFarsa JuicioFarsa 
NONE	José Antonio Nieto exsecretari dEstat de Seguretat Hi va haver agents amb lesions i contusions importants Dic amb orgull que cap daquests agents no va demanar la baixa  JudiciTV3CatRàdio 
AGAINST	Histèric está el noi no se si sha tallat el cabell o se li està inflant el cap 
NONE	El Parlament Europeu convertit en altaveu de Vox La formació ultra ha portat a lEurocambra el seu missatge contra els independentistes catalans 
FAVOR	JoanTarda El republicanisme ha dhegemonitzar i liderar el darrer tram cap a la República que serà costerut Hem de construir un camí molt ample on hi càpiga molta gent i molt diversa i construir escenaris de diàleg
FAVOR	Els mossos hostiant els manifestants dels CDRs és la prova definitiva que mola a sac tenir un govern efectiu i viure a tocar de la República
AGAINST	RiusJaume Amb 17 anys Estas flipant
FAVOR	📌 VÍDEO EN DIRECTE  Arrenca la sessió davui al Tribunal Suprem amb la declaració dEnricMillo Segueix el MINUT A MINUT del judiciRAC1 
NONE	RT ainamila AÜC Per seguir fentnos preguntes i trobant o creant les respostes necessàries Gràcies LesImpuxibles 
AGAINST	pauv1979 També calentàvem oli en unes calderes enormes i el llançavem des de la teulada dels colegis
FAVOR	Si ho haguéssim sabut abans podríem haver aprofitat la seva encomiable tasca per organitzar un altre referèndum Diada2018 aquelarreseparatista 
NONE	🔴Es reprèn la declaració de José Antonio Nieto exsecretari dEstat de Seguretat amb les preguntes de la defensa Segueixla en directe 🖥Vídeo  📻Àudio  📱Minut a minut  JudiciTV3CatRàdio 
AGAINST	XavimacuX alfonsgodall AAixurach josepcosta terrall2228 Una que conec bé Lestructura de lAdministració Tributària Catalana és del tot insuficient per gestionar recaptar i tramitar tots els impostos dels ciutadans de Catalunya en cas de tenir totes les competències Així que de preparats nanai I millor no parlar de justícia
FAVOR	  👆📝 Aprofita totes aquestes emocions i escriulos Dónals ànims perquè conitnuïn amb aquesta fermesa i feslos saber que no estan sols en el JoAcuso 💛✊ LlibertatPresosiPresesPolitiques 
FAVOR	RT MarioDalmau JoanTarda EsquerraERC Autodeterminació  crida el molt descafeïnat I república  quina 😂
FAVOR	eduardcabus Però això no va ser per llistes separades va ser perque amb el referèndum i els presos polítics molta gent es va acabar decantant per lindependentisme no fotem que ho sabem tots I tots tenim familiars que els hi ha passat
AGAINST	No us perdeu aquest vídeo 4 minuts de resum dels 145 anys dexploració del robot Opportunity a Mart Amb imatges increïbles Et fas una petita idea del que ha vist i viscut aquest heroi 
NONE	noecat78 Jo de debó penso que tots hauríen de contestar igual Sense tapujos No tinc dubte que ho faràn Orgull i Dignitat Emocionant veure com contesta i es defensa Impresionant Molt✊✊✊✊
AGAINST	La Terra és més plana que fa un any i mig 
AGAINST	I dels 1000 ferits on están els partes les fotos les llistes En què quedem Jordi Borràs 
AGAINST	cordy78 economiacat1 partitpirata Com company de partit seu des de fa 8 anys puc dir que això és una mala pel·lícula conspiranoica A mi també mhan acusat destar en nòmina den Soros i encara espero cobrarla Garrobo és lactivista més gran que existeix i per mi és un orgull tenirlo de company
FAVOR	Lerror del govern espanyol ha estat exportar un relat que no concorda amb la realitat del que va passar i pensar que la justícia europea se lempassaria sense qüestionarlo Lanàlisi de peremarticolom 
FAVOR	9918 Posaré aquest twitt cada dia fins que alliberin a totes i tots els presospolitics i pugui tornar en Carles Puigdemont KRLS com a legítim President de la República de Catalunya Visca Catalunya i el seu poble lliure i sobirà llibertatpresospolitics
AGAINST	Serhi avui era una qüestió de dignitat com a poble No podem permetre que els nostres agressors vinguin a commemorar una barbàrie democràtica Ni oblit ni perdó 
AGAINST	Estava més ple amb nosaltres que amb aquests però nosaltres no sortim per TV3 Clar no som de la corda 😂 SergiFidalgo pimargallgp cruelabis alexsalmonbcn enoticiescat 
AGAINST	Sergi5555 eugeniaferrer4 FROILANHERRERO RLopezlr govern El que no fa un treballador és fer vaga per qui li diu un govern i atacar las seus dels sindicats de base Apa
FAVOR	Seria un greu error acceptar el relat llei vs democràcia Des de la arbitrarietat judicial del TC passant per les prohibicions dactes cívics acabant en una aplicació flagrantment inconstitucional del 155 la tardor del 2017 va ser una orgia de decisionisme 
AGAINST	Diferències entre el govern de quimtorra i lajuntament dAdaadacolau Pregunta de Trivial en quin dels dos governs hi participa ERC A quin dels dos governs la Cunidospodemos li ha aprovat els Pressupostos Quin dels dos governs volen tombar els autoanomenats partidaris de la RepúblicaCAT 
AGAINST	pedritopuig No sé quina relació té això que dius amb el que parlem
FAVOR	jcanadellb EsquerraERC EsquerraERC segons últimes declaracions ha abandonat la independència de Cat Aposta x 1 Espanya federal Cal q ho digui clar Sinó és frau a lelectorat Pdemocratacat és autonomista Només queda una opció cupnacional Cal q assumeixi la importància del moment i es presenti
AGAINST	RT angrybender2 Estic escoltant jordigalves a la tertúlia del catvespre de catalunyaradio Feia temps que no passava tanta vergonya al
FAVOR	📷 El president KRLS i els consellers PuigGordi i ClaraPonsati participen en la primera reunió presencial del Consell per la republicatcat a Waterloo LlibertatPresosPolitics FreeTothom🎗️ 
NONE	A partir de les 22h entrevista a Ester Capella estercapella consellera de Justícia 📺  Més324 JudiciTV3CatRàdio 
FAVOR	El Rasputin dEsquerraERC Sergi Sol i el Maquiavel del Pdemocratacat David Madí segueixen amb la purga de patriotes independentistes BernatDedeu enricvd vilallonga No volen veus discrepants Ens volen tornar a la cleda autonòmica 
AGAINST	Panoràmica de la reunió de constitució del Consell de la Vila de Montgat amb especial atenció als i les veritables protagonistes la representació de la ciutadania i les entitats MovemMontgat MontgatParticipa 
AGAINST	Epizykle Exacte aquell fil que vas fer es fantàstic efectivament si ens distreuen amb coses que sempre passan a Espanya i que aquestos estafadors que tenim per Govern ens diuen que tenim que fer front comú eleccions 28A pujada ultradreta ens desvien a propòsit del nostre objectiu
FAVOR	No ha estat gràcies als polítics i al poble català que no lhan defensat i implementat el resultat que ha quedat en no res Necessitem un poble que passi per davant dels polítics El seguirem buscant 
AGAINST	📣 Feu cas a Gonzalo Boye boyeg i no us perdeu el FAQSTV3 de dissabte Esteu avisats 📺 A les 2155 a tv3cat amb laurarosel 👉  
AGAINST	Au una nova assignatura Tot ho volen resoldre amb assignatures i no veuen que el problema son precisament les assignatures que dificulten la connexió de fenòmens i idees RosaSensat 
NONE	El judici del procés ara també a Telegram Subscriuthi a  Rebràs dos missatges diaris 🔹Matí lordre del dia 🔹Vespre els titulars Si no et vas poder subscriure a Whatsapp ara tens lopció de Telegram JudiciTV3CatRàdio 
FAVOR	Els adversaris acaben de llançar una bomba mediàtica Elsa Artadi Veig que hi han indepes que ja cauen en el seu parany En fin seguim
FAVOR	RT sergipinkman Espanya en poc més de 72h 👌🏻 ThisIsTheRealSpain 
AGAINST	Però això què és L1O capital democràtic Un frau un cop autoritari una campanya electoral permanent pagada amb diners públics és un capital democràtic No I la greu i intolerable actuació policial no canvia el caràcter antidemocràtic sectari i excloent del pla del govern 
AGAINST	ShaAcabat Catalunya en llibertat 😂😂😂
NONE	Forn assegura que mai va donar ordres polítiques als Mossos 
AGAINST	RT Gironanoticies El lema de la Cimera Iberoamericana 2020 serà Innovació per al desenvolupament sostenibleObjectiu 2030 
FAVOR	⚖️  JudiciALesUrnes  🎥 jordialapreso No és ajustat creure que una acció concreta criticable i denunciable per part duns pocs individus sigui lexcusa per criminalitzar i penalitzar una mobilització cívica i responsable de milers de persones FreeTothom🎗 
FAVOR	Amb ànsia de que les defenses devastin al Millo quina misèria humana més grossa JoAcuso JudiciALaDemocràcia JudiciTV3CatRàdio JudiciFarsa fàstigMillo
NONE	RT CRIStaconassos No mireu tant amb qui follen els altres i vigileu més amb qui ho feu vosaltres oju
AGAINST	RT VilaWeb La resposta de TV3 a Albert Rivera La calúmnia constant és intolerable 
FAVOR	Dijous 21 la PDE tornem al Parlament europeu per defensar lEbre i delta Al 2013 vam començar la queixa a Europa Llavors raulromeva pacifista i demòcrata era europarlamentari i ens va ajudar molt Ara el jutgen injustament per rebel•lió Som amb tu UsVolemACasa 
NONE	Atenció Aforament complet a lacte de demà al cececebe Ciberviolències i participació política de les dones Podreu seguir lactivitat per streaming al canal de Youtube de pikaramagazine 🎉 Amb FondoCalala FrontLineHRD i LaiaSerra InternetFeminista 
FAVOR	Avui fa 43 anys de la massacre de Vitòria Un dels responsables de la matança va ser el ministre franquista Martin Villa oncle del diputat Nmartinblanco de Cs 4 assassinats a lacte i més de 150 ferits de bala per fer una assemblea de treballadors en una església NOESPOT 
FAVOR	FAQSTV3 tv3cat abalosmeco Nosaltres ja teníem un acord que vam votar i aprovar i els españoles y mucho españoles el vai envia al TC que li fa creure que ens empassarem la mateixa mentida
AGAINST	Respecte a aquesta gran dona condemnada una dècada a presó per avortament involuntari de la seva filla nascuda morta a El Salvador Ja és lliure però ha fet de lalliberament de les seves companyes preses la seva causa Dones com ella han de marcar la pauta i ser exemple 8M 
NONE	Guirao vol intervenir la SGAE perquè encara no ha adequat els estatuts de lentitat a la normativa europea amb més mecanismes de transparència i de control 
FAVOR	BernatDeltell I Eruropa no voldrà assumir més DEUTE Espanya en BANCARROTA Catalunya segueix CREIXENT Europa necessita una NEGOCIACIÓ Un Canvi dEstat fora les Autonomies Però no volem un Estat Federal volem la independència
NONE	El proper 6 de febrer lAudiència Nacional estudiarà els recursos contra lacte de processament amb el qual va enviar a judici els presumptes autors dels atemptats de Barcelona i Cambrills encara que sense càrrecs per assassinat atentados Barcelona 
NONE	Oriol Junqueras Sempre ho hem intentat i ho seguim intentant fins i tot asseguts davant aquest tribunal i davant les acusacions que sens fan Ho seguirem intentant sigui quin sigui el resultat daquest procés  JudiciTV3CatRàdio 
