id_str	TWEET	LABEL	CLEAN_x	CLEAN_FULL	LEMMA	LEMMA_CLEAN	part	user_id_str	user_screen_name
1097600738384064512	RT @RDBCat: M'he quedat tant sorpresa que hem sembla impossible, és tant, tant greu!!! #TajaniPuppetOfFascism https://t.co/ozsRNZvQ93	FAVOR	quedat sorpresa sembla impossible greu #tajanipuppetofascism	mhe quedat sorpresa sembla impossible és greu #tajanipuppetofascism	mhe quedar sorprendre semblar impossible ser greu #tajanipuppetofascism	quedar sorprendre semblar impossible greu #tajanipuppetofascism	train	2717519339	RramonfRrf
1097379643890589696	📺@lciuro a @ObjetivoLaSexta:  Exigirem diàleg per a Catalunya. Estàvem clavats a la taula i Pedro Sánchez es va aixecar. Es va acovardir quan tota l'artilleria de l'extrema dreta va sortir dient-li que no ho podia fer   #ObjetivoElecciones https://t.co/RpPAjBuNOX	FAVOR	@lciuro exigirem diàleg catalunya estàvem clavats taula pedro sánchez aixecar acovardir ailleria extrema dreta soir dientli podia #objetivoelecciones	@lciuro exigirem diàleg catalunya estàvem clavats taula pedro sánchez aixecar acovardir ailleria extrema dreta soir dientli podia #objetivoelecciones	@lciuro exigir diàleg catalunya estar clavat taular pedro sánchez aixecar acovardir ailleria extremar dret soir dientli poder #objetivoelecciones	@lciuro exigir dialeg catalunya estar clavat taular pedro sanchez aixecar acovardir ailleria extremar dret soir dientli poder #objetivoelecciones	train	914453768376406016	xcasanovav
10392778180379197e+18	RT @salvadorcardus: Encara sota l’impacte de l’acte oficial de celebració del 11-S. Amb tota la determinació. Això també és avançar.	AGAINST	impacte acte oficial celebració determinació això també avançar	impacte acte oficial celebració s determinació això també és avançar	impactar acte oficial celebració segon determinació això també ser avançar	impactar acte oficial celebracio segon determinacio aixo tambe avançar	train	8.578559282590147e+17	elenacardona222
1097417481168343040	@Avia__Maria Amb aquesta qüestió de si votar o no votar el 28A, el que trobo molt lamentable, és veure persones, que tot i compartir la immensa majoria un objectiu comú ,en contes de debatre amistosament, han pasat a l'insult i la confrontació per defensar les seves posicions. Així no anem bé	FAVOR	qüestió votar votar trobo lamentable veure persones compair imensa majoria objectiu comú contes debatre amistosament pasat insult confrontació defensar posicions així anem	qüestió votar votar a trobo lamentable és veure persones compair imensa majoria objectiu comú contes debatre amistosament pasat insult confrontació defensar posicions així anem bé	qüestió votar votar a trobar lamentable ser veure personar compair imensa majoria objectiu comú conte debatre amistosament pasat insultar confrontació defensar posició així anar bé	questio votar votar trobar lamentable veure personar compair imensa majoria objectiu comu conte debatre amistosament pasat insultar confrontacio defensar posicio aixi anar	train	920882607256109056	66socCat
1044548105356681217	#President @QuimTorraiPla:  Seguirem amb el desplegament de la llei d’accés universal a la Salut, que s’ha aixecat la suspensió que va demanar un govern espanyol que posava per davant la guerra jurídica abans que el benestar dels ciutadans.   #pladegovern	FAVOR	#president seguirem desplegament llei accés universal salut s’ha aixecat suspensió demanar govern espanyol posava davant guerra jurídica benestar ciutadans #pladegovern	#president seguirem desplegament llei accés universal salut s’ha aixecat suspensió demanar govern espanyol posava davant guerra jurídica benestar ciutadans #pladegovern	#president seguir desplegament llei accés universal salut s’ha aixecar suspensió demanar governar espanyol posar davant guerra jurídic benestar ciutadà #pladegovern	#president seguir desplegament llei acces universal salut s’ha aixecar suspensio demanar governar espanyol posar davant guerra juridic benestar ciutada #pladegovern	train	189182688	mlluisvall
11025800520746557e+18	@Mer63976540 Vamos a cavar un búnker.	AGAINST	vamos cavar búnker	vamos cavar búnker	vamos cavar búnker	vamos cavar bunker	train	455697160.0	iBarbarellah
1098006092322345e+18	El conseller @jorditurull clar i contundent denunciant la persecució ideològica d’aquest procés judicial. Si ets constitucionalista pots incomplir la Constitució, però si ets independentista acabes a la presó. https://t.co/Oq58H0sjDV	NEUTRAL	conseller clar contundent denunciant persecució ideològica procés judicial constitucionalista pots incomplir constitució però independentista acabes presó	conseller clar contundent denunciant persecució ideològica procés judicial constitucionalista pots incomplir constitució però independentista acabes presó	conseller clar contundent denunciar persecució ideològic procés judicial constitucionalista pot incomplir constitució però independentista acabar presó	conseller clar contundent denunciar persecucio ideologic proces judicial constitucionalista incomplir constitucio pero independentista acabar preso	train	9.093471177974292e+17	EstherMarti8
10976264903285473e+18	@towerfloak @Niil95 @OCL_H @AdaColau @bcn_ajuntament Bueno jo quan anava estava dins l'armari no, lo següent. 🥰	NEUTRAL	bueno anava armari següent	bueno anava armari següent	bueno anar armari següent	bueno anar armari seguent	train	82917095.0	semponspuig
10921846193137089e+18	RT @GiletsJaunesCat: És l'hora de la revolta. T’hi apuntes?#ArribenLesArmilles #TombemElRègim  #AlcemNos  #ProuLlirisme #BuchDimissió  #Joa…	FAVOR	hora revolta t’hi apuntes#arribenlesarmilles #tombemelrègim #alcemnos #proullirisme #buchdimissió #joa	és hora revolta t’hi apuntes#arribenlesarmilles #tombemelrègim #alcemnos #proullirisme #buchdimissió #joa	ser hora revoltar t’hi apuntes#arribenlesarmilles #tombemelrègim #alcemnos #proullirisme #buchdimissió #joa	hora revoltar t’hi apuntes#arribenlesarmilles #tombemelregim #alcemnos #proullirisme #buchdimissio #joa	train	1.0903881317681645e+18	2Joanr
1103425076018511876	.@joantarda No entenc com algú es pot agenollar davant d'uns partits que representen repressió contra Catalunya. Entenc que els comuns blanquegin PSOE del 155 però no ho entenc d'un partit català. I no demanareu disculpes ni exigireu que fulminin líders del Psc de la repressió? https://t.co/2mClEEdmaW	FAVOR	entenc algú agenollar davant paits representen repressió contra catalunya entenc comuns blanquegin psoe però entenc pait català demanareu disculpes exigireu fulminin líders repressió	entenc algú pot agenollar davant paits representen repressió contra catalunya entenc comuns blanquegin psoe però entenc pait català demanareu disculpes exigireu fulminin líders psc repressió	entendre algú poder agenollar davant paits representar repressió contra catalunya entendre comú blanquejar psoe però entendre pait català demanar disculpar exigir fulminar líder psc repressió	entendre algu poder agenollar davant paits representar repressio contra catalunya entendre comu blanquejar psoe pero entendre pait catala demanar disculpar exigir fulminar lider repressio	train	279184743	JTrasobaresR
1103053217628414e+18	@RiusJaume Un altre inutil amb titol de periodista, que no sap ni mates.	AGAINST	inutil titol periodista mates	inutil titol periodista sap mates	inutil titol periodista saber mate	inutil titol periodista saber mate	train	9.170627945032294e+17	llino07
1104169493503397888	📝 “La Carme i la Dolors, dues republicanes que ennobleixen i dignifiquen la política, no han deixat mai de lluitar pels drets de les dones i ho continuen fent, tot i estar entre reixes” https://t.co/db3dwxGReU	FAVOR	carme dolors republicanes ennobleixen dignifiquen política deixat lluitar pels drets dones continuen fent reixes	carme dolors republicanes ennobleixen dignifiquen política deixat lluitar pels drets dones continuen fent reixes	carme dolor republicana ennoblir dignificar polític deixatar lluitar pels dret donar continuar fer reixa	carme dolor republicana ennoblir dignificar politic deixatar lluitar pels dret donar continuar reixa	train	3667880355	nuriabgav
10960349956034272e+18	@GenisFarres @BernatDedeu Estimar Catalunya, la seva diversitat cultural i lingüística i les seves tradicions igual que pots estimar Pakistan, Senegal o Laos, és incompatible amb desitjar la independència de Tabàrnia?	AGAINST	estimar catalunya diversitat cultural lingüística tradicions igual pots estimar pakistan senegal laos incompatible desitjar independència tabàrnia	estimar catalunya diversitat cultural lingüística tradicions igual pots estimar pakistan senegal laos és incompatible desitjar independència tabàrnia	estimar catalunya diversitat cultural lingüístic tradició igualar pot estimar pakistan senegal laos ser incompatible desitjar independència tabàrnia	estimar catalunya diversitat cultural linguistic tradicio igualar estimar pakistan senegal laos incompatible desitjar independencia tabarnia	train	3683459002.0	PatiPatiBcn
11040902045693256e+18	@cunyat_catala como si fuera tan fácil 🤣🤣🤣	AGAINST	fuera fácil	fuera fácil	fuera fácil	fuera facil	train	9.69591387036545e+17	cogitoe24590723
10992532175175475e+18	@pilarcarracelas Serveix per desfogar-nos i deixar constància del nostre rebuig. Prou i de sobres.	AGAINST	serveix desfogarnos deixar constància rebuig sobres	serveix desfogarnos deixar constància rebuig sobres	servir desfogarnos deixar constància rebuig sobre	servir desfogarnos deixar constancia rebuig sobre	train	16651466.0	ecastellet
1096009101463732224	@ERC9B @junqueras @anasurra @QuimSangra @pepbarrachina52 @layussia @daagsi @DonesERC9B @cristian_agudo @Joansaderra @carlesjulbe El volien agenollat i tenen davant un gegant !!! #JunquerasAcusa #JudiciFARSA #NouBarris #Barris https://t.co/1WKCSD3QyJ	FAVOR	volien agenollat tenen davant gegant #junquerasacusa #judicifarsa #noubarris #barris	volien agenollat tenen davant gegant #junquerasacusa #judicifarsa #noubarris #barris	voler agenollar tenir davant gegant #junquerasacusa #judicifarsa #noubarris #barris	voler agenollar tenir davant gegant #junquerasacusa #judicifarsa #noubarris #barris	train	3392406550	QuimSangra
11037251385440788e+18	RT @elperiodico_cat: Dia Internacional de la Dona: ¿Què va passar el 8 de març de 1857? https://t.co/bXzcJfoVcz	AGAINST	internacional dona passar març	dia internacional dona passar març	dia internacional dona passar març	internacional dona passar març	train	385536702.0	ANTONIOESTIVILL
1044855865000558592	🔴 ATENCIÓ 🔴  ALERTA DE DESALLOTJAMENT DE PLAÇA SANT JAUME  Arriben BRIMOS i es preparen per carregar  Tots i totes a la PLAÇA  ‼️‼️‼️‼️‼️‼️‼️ #OmplimSantJaume #AcampadaPerLaLlibertat #FemXarxa #Republicacatalana @CDRCatOficial @Berlustinho	FAVOR	atenció alea desallotjament plaça sant jaume arriben brimos preparen carregar plaça ️️️️️️️ #omplimsantjaume #acampadaperlallibeat #femxarxa #republicacatalana	atenció  alea desallotjament plaça sant jaume arriben brimos preparen carregar plaça ️️️️️️️ #omplimsantjaume #acampadaperlallibeat #femxarxa #republicacatalana	atenció alea desallotjament plaçar sant jaume arribar brimos preparar carregar plaçar ️️️️️️️ #omplimsantjaume #acampadaperlallibeat #femxarxa #republicacatalana	atencio alea desallotjament plaçar sant jaume arribar brimos preparar carregar plaçar ️️️️️️️ #omplimsantjaume #acampadaperlallibeat #femxarxa #republicacatalana	train	181679209	albert_orta
11029590975263212e+18	És podria dir qu'el testimoni del Puigserver, li ha sortit rana a la fiscalia #judiciproces #JudiciDeLaVergonya	AGAINST	podria quel testimoni puigserver soit rana fiscalia #judiciproces #judicidelavergonya	és podria quel testimoni puigserver soit rana fiscalia #judiciproces #judicidelavergonya	ser podrir quel testimoni puigserver soit rana fiscalia #judiciproces #judicidelavergonya	podrir quel testimoni puigserver soit rana fiscalia #judiciproces #judicidelavergonya	train	199343154.0	MARGAYOL
1041419900126933e+18	RT @Catinformacio: 📌🔊  El dia en 4 paraules: Miquel Buch defensa l'actuació dels mossos durant el referèndum l'1 d'octubre passat. https://…	AGAINST	paraules miquel buch defensa actuació mossos referèndum octubre passat	dia paraules miquel buch defensa actuació mossos referèndum octubre passat	dia paraula miquel buch defensar actuació mosso referèndum octubrar passar	paraula miquel buch defensar actuacio mosso referendum octubrar passar	train	8.578559282590147e+17	elenacardona222
1102853896089845760	@SeebergerS Hi ha nacionalistes espanyols, catalans, bascos... El nacionalisme no és dolent. I si aquest nacionalisme és pacífic... menys encara.  Rosa Parks és un exemple de com, a partir d'una injusta llei, el poble pot fer canviar les lleis.	FAVOR	nacionalistes espanyols catalans bascos nacionalisme dolent nacionalisme pacífic rosa parks exemple pair injusta llei poble canviar lleis	nacionalistes espanyols catalans bascos nacionalisme és dolent nacionalisme és pacífic rosa parks és exemple pair injusta llei poble pot canviar lleis	nacionalista espanyol català basc nacionalisme ser doldre nacionalisme ser pacífic rosar parks ser exemple pairar injust llei poblar poder canviar llei	nacionalista espanyol catala basc nacionalisme doldre nacionalisme pacific rosar parks exemple pairar injust llei poblar poder canviar llei	train	2480510977	Pere_pastor
1103326249605386240	La Sra. Teresa Guix ha d'explicar pq no recorda. Els  altres  tenen amnèsia i Marchena no els dius res. #testimonisambigualtat #JudiciTV3CatRàdio	FAVOR	teresa guix explicar recorda tenen amnèsia marchena dius #testimonisambigualtat #judicitvcatràdio	sra teresa guix explicar pq recorda tenen amnèsia marchena dius #testimonisambigualtat #judicitvcatràdio	senyora teresa guixar explicar pq recordar tenir amnèsia marchena diu #testimonisambigualtat #judicitvcatràdio	senyora teresa guixar explicar recordar tenir amnesia marchena #testimonisambigualtat #judicitvcatradio	train	858750476300505088	ana_villasol
1102858049163804672	Vist això potser el Ministre @JosepBorrellF no és tan  🤥 MEN TI DER com semblava 😅 Quan parla que no hi van haver ferits el #1O es refereix als 0️⃣ que ha declarat avui el Sr. José Antonio Nieto, Secretario de Estado de Seguridad ? Quin escàndol de judici! #judiciFarsa  #joAcuso https://t.co/5hYHQ0TP0l	FAVOR	vist això ministre semblava parla ferits refereix declarat josé antonio nieto secretario estado seguridad quin escàndol judici #judicifarsa #joacuso	vist això ministre és  men ti der semblava  parla ferits #o refereix  declarat sr josé antonio nieto secretario estado seguridad quin escàndol judici #judicifarsa #joacuso	veure això ministrar ser menar ti der semblar parlar ferit #o referir declarar senyor josé antonio nieto secretario estado seguridad quin escàndol judici #judicifarsa #joacuso	veure aixo ministrar menar semblar parlar ferit referir declarar senyor jose antonio nieto secretario estado seguridad quin escandol judici #judicifarsa #joacuso	train	108905670	josepromero
1046425273388945411	No parlem de partits, ni de banderes, ni d'esquerres o dretes. Parlem de persones, del carrer, de l'1 d'Octubre. Parlem de nosaltres, de la #República. Fes-te fundador/a de la @CridaNacional!   T'esperem a Manresa el 27 d'Octubre 💪     🗣 https://t.co/exGBMbHOPj https://t.co/tGVYBUxuo6	FAVOR	parlem paits banderes esquerres dretes parlem persones carrer octubre parlem #república feste fundadora tesperem manresa octubre	parlem paits banderes esquerres dretes parlem persones carrer octubre parlem #república feste fundadora tesperem manresa octubre	parlar paits bandera esquerre dreta parlar personar carrer octubrar parlar #república feste fundador tesperem manresa octubrar	parlar paits bandera esquerre dreta parlar personar carrer octubrar parlar #republica feste fundador tesperem manresa octubrar	train	1137410166	Almat49
1045036998002700289	RT @RouresTractoria: Forcem als polítics a actuar: Sr. Torra, il.legalitzi la manifestació de Gestapol.  Que circuli!  https://t.co/te85rr3…	FAVOR	forcem polítics actuar torra illegalitzi manifestació gestapol circuli	forcem polítics actuar sr torra illegalitzi manifestació gestapol circuli	forçar polític actuar senyor torra illegalitzi manifestació gestapol circular	forçar politic actuar senyor torra illegalitzi manifestacio gestapol circular	train	181679209	albert_orta
1042881950342627328	✊ #20S | El dia que van començar a atacar, ja vam saber que guanyaríem. Resposta col·lectiva i organització arreu del territori per plantar cara a un estat que segueix forçant l' a por ellos .  ➡️ No oblidem aquell dia i recuperem els carrers. Avui ens trobem a cada campus! https://t.co/Igg5gK2cDN	FAVOR	#s començar atacar saber guanyaríem resposta col·lectiva organització territori plantar cara segueix forçant ellos oblidem recuperem carrers trobem campus	#s dia començar atacar saber guanyaríem resposta col·lectiva organització territori plantar cara segueix forçant ellos ️ oblidem dia recuperem carrers trobem campus	#s dia començar atacar saber guanyar respondre col·lectiu organització territori plantar car seguir forçar ellos ️ oblidar dia recuperar carrer trobar campus	començar atacar saber guanyar respondre col·lectiu organitzacio territori plantar seguir forçar ellos oblidar recuperar carrer trobar campus	train	181679209	albert_orta
1104133483151192e+18	@RaiLopezCalvet @KRLS Ai Raí... que no t’has assabentat que tot era simbòlic i sense implicacions polítiques de veritat? Què no veus @Tv3laSeva?  #simbolicaloscojones	AGAINST	t’has assabentat simbòlic implicacions polítiques veritat veus #simbolicaloscojones	raí t’has assabentat simbòlic implicacions polítiques veritat veus #simbolicaloscojones	raí t’has assabentar simbòlic implicació política veritat veure #simbolicaloscojones	t’has assabentar simbolic implicacio politica veritat veure #simbolicaloscojones	train	9.086674902800589e+17	Carolin1003
1099373656118099970	3.- que declararan en 2-3  anys la nulitat del judici, deixant lliure als presos, per tant anant  molt bé, s’estaran a la presó entre 6-8  anys!!!  - Si el  28/04 guanya el Trifachito, aquesta pena  la compliran a les presons de  Madrid, però si guanya el PSOE i arriba  al poder,	FAVOR	declararan anys nulitat judici deixant lliure presos anant s’estaran presó anys guanya trifachito pena compliran presons madrid però guanya psoe arriba poder	declararan anys nulitat judici deixant lliure presos anant bé s’estaran presó anys guanya trifachito pena compliran presons madrid però guanya psoe arriba poder	declarar any nulitat judici deixar lliurar pres anar bé s’estaran presó any guanyar trifachito pena complir presó madrid però guanyar psoe arribar poder	declarar nulitat judici deixar lliurar pres anar s’estaran preso guanyar trifachito pena complir preso madrid pero guanyar psoe arribar poder	train	359049768	DDomene
1036465057197158400	D'aquesta imatge de fa tres anys al dia d'avui, han mort més de 600 nens al Mediterrani. Voldria felicitar als nostres polítics i a la Comunitat Europea!!!! https://t.co/tlx4UpWbsG	FAVOR	daquesta imatge tres anys nens mediterrani voldria felicitar polítics comunitat europea	daquesta imatge fa tres anys dia mo més nens mediterrani voldria felicitar polítics comunitat europea	daquesta imatge fer tresar any dia mo més nen mediterrani voler felicitar polític comunitat europeu	daquesta imatge tresar mediterrani voler felicitar politic comunitat europeu	train	228799611	captivus45
1104137065808228354	@traduccioautom Carles Puigdemont aeroport  Toni Comin, Clara Pontsati, Meritxell Serret, Lluís Puig i Gordi, Anna Gabriel, Valtonyc, Marta Rovira, Tamara Carrasco, .....	FAVOR	carles puigdemont aeropo toni comin clara pontsati meritxell serret lluís puig gordi anna gabriel valtonyc rovira tamara carrasco	carles puigdemont aeropo toni comin clara pontsati meritxell serret lluís puig gordi anna gabriel valtonyc maa rovira tamara carrasco	carles puigdemont aeropo toni comar clar pontsati meritxell serret lluir puig gordi anna gabriel valtonyc maa rovira tamara carrasco	carles puigdemont aeropo toni comar clar pontsati meritxell serret lluir puig gordi anna gabriel valtonyc rovira tamara carrasco	train	929482144648519681	Suedstern99
10931472926794464e+18	RT @vaigivinc: Va som-hi, a destinar mitjans policials per saber QUI HA TIRAT CACA A LA PORTA. https://t.co/eyVvGnxpXC	AGAINST	somhi destinar mitjans policials saber tirat caca	somhi destinar mitjans policials saber tirat caca poa	somhi destinar mitjà policial saber tirar caca poar	somhi destinar mitja policial saber tirar caca poar	train	443100081.0	AgustiCG
10975271715879404e+18	RT @324cat: El president del Parlament flamenc retreu a Tajani el veto a Torra i Puigdemont https://t.co/pRSE8LOok5 https://t.co/zOPRVRXRdV	AGAINST	president parlament flamenc retreu tajani veto torra puigdemont	president parlament flamenc retreu tajani veto torra puigdemont	president parlament flamenc retreure tajani vetar torra puigdemont	president parlament flamenc retreure tajani vetar torra puigdemont	train	243730152.0	carinaescola
1097937324141432832	@XSalaimartin @jorditurull Ho dic de debò i de tot cor. Penso que amb aquests moments i mentre durin el  #JudiciFARSA i fins les eleccions  ñordas , no hauríem de fer-nos retrets entre els republicans catalans, ni a cap partit, tot i que no es presentin. No vull entrar amb aquest joc pensi el que pensi.	FAVOR	debò penso moments durin #judicifarsa eleccions ñordas hauríem fernos retrets republicans catalans pait presentin vull entrar pensi pensi	dic debò cor penso moments durin #judicifarsa eleccions ñordas hauríem fernos retrets republicans catalans pait presentin vull entrar joc pensi pensi	dir debò cor pensar moment durar #judicifarsa elecció ñordas heure fernos retreure republicà català pait presentar voler entrar joc pensar pensar	debo pensar moment durar #judicifarsa eleccio ñordas heure fernos retreure republica catala pait presentar voler entrar pensar pensar	train	943573008983224321	Roberto67191749
1039415736815509509	Els països lliures són aquells en què són respectats els drets de les persones i on les lleis, per tant, són justes  Maximilien Robespierre #LlibertatPresosPolitics  Per un país on les lleis només serveixin per fer justícia. https://t.co/SsyE7i4uz7	FAVOR	països lliures respectats drets persones lleis justes maximilien robespierre #llibeatpresospolitics país lleis només serveixin justícia	països lliures són són respectats drets persones lleis són justes maximilien robespierre #llibeatpresospolitics país lleis només serveixin justícia	país lliure ser ser respectar dret personar llei ser justar maximilien robespierre #llibeatpresospolitics pair llei nòmer servir justícia	pais lliure respectar dret personar llei justar maximilien robespierre #llibeatpresospolitics pair llei nomer servir justicia	train	546921734	JordiPlanaNieto
10961322180013834e+18	L'absentisme dels diputats independentistes obliga a posposar l'activitat del Parlament https://t.co/osIXhdavhO	NEUTRAL	absentisme diputats independentistes obliga posposar activitat parlament	absentisme diputats independentistes obliga posposar activitat parlament	absentisme diputat independentista obligar posposar activitat parlament	absentisme diputat independentista obligar posposar activitat parlament	train	165691080.0	Catalunya_Press
10930788506894705e+18	Sònia Recasens abandona la política després de 20 anys a l'Ajuntament de Barcelona https://t.co/69Z1U1PeJ2	NEUTRAL	sònia recasens abandona política després anys ajuntament barcelona	sònia recasens abandona política després anys ajuntament barcelona	sònia recasens abandonar polític després any ajuntament barcelona	sonia recasens abandonar politic despres ajuntament barcelona	train	165691080.0	Catalunya_Press
1102706333357346816	El govern prohibeix que l'autobús d'Hazte Oír torni a circular per Catalunya  https://t.co/umqggZx2Ft  via @324cat	FAVOR	govern prohibeix autobús hazte torni circular catalunya	govern prohibeix autobús hazte oír torni circular catalunya	governar prohibir autobús hazte oír tornar circular catalunya	governar prohibir autobus hazte tornar circular catalunya	train	130923657	MontseCantinMas
1097599398098489346	@3de9net que despertin i lluitin amb nosaltres massa adormida està la gent sense veure el que els hi ve a sobre #TajaniPuppetOfFascism	FAVOR	despein lluitin massa adormida està gent veure #tajanipuppetofascism	despein lluitin massa adormida està gent veure ve #tajanipuppetofascism	despein lluitar massa adormir estar gent veure venir #tajanipuppetofascism	despein lluitar massa adormir estar gent veure venir #tajanipuppetofascism	train	858646123	maitemarzal
10932325587149005e+18	Celebració dels 70 anys de la Declaració de #dretshumans: on sóm i quins reptes tenim per davant? Ponencies de B.Roman, @DavidBondia i @JosebaAchotegui  amb N.Terribas #CSSBcn , @FundacioGrifols https://t.co/eU7TRGxcIb	AGAINST	celebració anys declaració #dretshumans quins reptes tenim davant ponencies broman nterribas #cssbcn	celebració anys declaració #dretshumans sóm quins reptes tenim davant ponencies broman nterribas #cssbcn	celebració any declaració #dretshumans sóm quin repte tenir davant ponencies broman nterribas #cssbcn	celebracio declaracio #dretshumans quin repte tenir davant ponencies broman nterribas #cssbcn	train	7.069004986459628e+17	DavidBondia
10401645446125117e+18	RT @aleixsarri: A la vegada, Espanya és l'Estat amb l'energia més cara de tota l'Europa continental. No és casualitat. https://t.co/Bmj65yF…	AGAINST	vegada espanya energia cara europa continental casualitat	vegada espanya és energia més cara europa continental és casualitat	vegada espanya ser energia més car europa continental ser casualitat	vegada espanya energia europa continental casualitat	train	8.578559282590147e+17	elenacardona222
10930819864392376e+18	@mpuigdemontc @andrearfuentes No guapa a qualsevol no. Nomes et toc si has fet alguna coseta no masa legal.	AGAINST	guapa coseta masa legal	guapa toc fet coseta masa legal	guapo tocar fer coseta masa legal	guapo tocar coseta masa legal	train	9.170627945032294e+17	llino07
1039931481936863232	Opinadors com en @jcanadellb i en @Bernat_Deltell, amb la millor de les voluntats, publiquen filades inacabables de politica ficció on veuen subtils moviments que ens apropen a un referèndum pactat o imposat internacionalment. Amb Ñ mai podrà ser! Només tenim la via UNILATERAL!	FAVOR	opinadors millor voluntats publiquen filades inacabables politica ficció veuen subtils moviments apropen referèndum pactat imposat internacionalment podrà només tenim unilateral	opinadors millor voluntats publiquen filades inacabables politica ficció veuen subtils moviments apropen referèndum pactat imposat internacionalment ñ podrà només tenim unilateral	opinadors millorar voluntat publicar filar inacabable politica ficció veure subtil moviment apropar referèndum pactar imposar internacionalment ñ poder nòmer tenir unilateral	opinadors millorar voluntat publicar filar inacabable politica ficcio veure subtil moviment apropar referendum pactar imposar internacionalment poder nomer tenir unilateral	train	1137410166	Almat49
10973969547520082e+18	Avui fa 78 anys, el 17 de febrer de 1941 vaig ser detingut a Niepokalaków per la Gestapo juntament amb quatre germans de comunitat. Ens vam portar a la temible presó de Pawiak de Varsòvia i uns mesos més tard vaig ser portat a Auschwitz https://t.co/r9gZ5LStxo	AGAINST	anys febrer detingut niepokalaków gestapo juntament germans comunitat poar temible presó pawiak varsòvia mesos tard poat auschwitz	fa anys febrer detingut niepokalaków gestapo juntament germans comunitat poar temible presó pawiak varsòvia mesos més tard poat auschwitz	fer any febrer detenir niepokalaków gestapo juntament germà comunitat poar temible presó pawiak varsòvia metre més tardar poar auschwitz	febrer detenir niepokalakow gestapo juntament germa comunitat poar temible preso pawiak varsovia metre tardar poar auschwitz	train	965834720.0	JordiCerda
1043582408904314884	@EmmaBartumeus @Bernat_Deltell @gabrielrufian @Esquerra_ERC @JoanTarda Pensem una cosa. A qui beneficia i a qui perjudica que surti ARA (justament ara) tota aquesta merda. Als jutges està clar que no. A qui dóna  munició mediàtica  ? Als indepes. Llavors està clar perquè surt: perquè quedin desacreditats. I tard o d'hora caiguin.	FAVOR	pensem cosa beneficia perjudica justament merda jutges està clar dóna munició mediàtica indepes llavors està clar quedin desacreditats tard hora caiguin	pensem cosa beneficia perjudica sui ara justament ara merda jutges està clar dóna munició mediàtica indepes llavors està clar su quedin desacreditats tard hora caiguin	pensar cosa beneficiar perjudicar sui ara justament ara merda jutjar estar clar donar munició mediàtica indepes llavor estar clar su quedar desacreditar tardar hora caure	pensar cosa beneficiar perjudicar justament merda jutjar estar clar donar municio mediatica indepes llavor estar clar quedar desacreditar tardar hora caure	train	368508424	Mallus_Malleus
10460989311916114e+18	RT @Nex72599860: De quin culló de violència ens parles, dels polvos holy? No ens facis riure. https://t.co/ysu5xqzExc	AGAINST	quin culló violència parles polvos holy facis riure	quin culló violència parles polvos holy facis riure	quin culló violència parlar polvos holy fer riure	quin cullo violencia parlar polvos holy riure	train	8.578559282590147e+17	elenacardona222
11039576524832563e+18	Federica Montseny, una feminista anarquista  https://t.co/yGbCxikV5d	NEUTRAL	federica montseny feminista anarquista	federica montseny feminista anarquista	federica montseny feminista anarquista	federica montseny feminista anarquista	train	165691080.0	Catalunya_Press
1097395740605931520	El capità del Girona, Àlex Granell, després de la victòria davant del Reial Madrid:  Aquesta victòria és una manera de mostrar el nostre suport als polítics jutjats injustament  https://t.co/bYxD1SdVEh	FAVOR	capità girona àlex granell després victòria davant reial madrid victòria manera mostrar supo polítics jutjats injustament	capità girona àlex granell després victòria davant reial madrid victòria és manera mostrar supo polítics jutjats injustament	capità girona àlex granell després victòria davant reial madrid victòria ser maner mostrar supo polític jutjat injustament	capita girona alex granell despres victoria davant reial madrid victoria maner mostrar supo politic jutjat injustament	train	3667880355	nuriabgav
10990653198245478e+18	@WorldAmara @catalana_rosa @lluis_llach Ja me matenn, no han dit res i despentinada, ens han fotut el glamour quina gent.	AGAINST	matenn despentinada fotut glamour quina gent	matenn dit despentinada fotut glamour quina gent	matenn dir despentinar fotre glamour quin gent	matenn despentinar fotre glamour quin gent	train	9.170627945032294e+17	llino07
10979799431648297e+18	@VilaWeb Si fos un mitin electoral encara. Però en un judici, això es pura palla	AGAINST	mitin electoral però judici això pura palla	mitin electoral però judici això pura palla	mitin electoral però judici això pur pallar	mitin electoral pero judici aixo pallar	train	1.0410762846490911e+18	VacunadoI
1093112149378023425	Els amics de la @CridaNacional agafant el camí de @Esquerra_ERC i fent de @lopezbofill El major propagandista de l'estafa. Deslegitimar el 1d'Octubre ho fan els unionistes.  Ja hem votat, teniu majoria parlamentària.  Declareu la Independència. https://t.co/XUW60ehZ88	FAVOR	amics agafant camí fent major propagandista estafa deslegitimar octubre unionistes votat teniu majoria parlamentària declareu independència	amics agafant camí fent major propagandista estafa deslegitimar octubre fan unionistes votat teniu majoria parlamentària declareu independència	amic agafar camí fer majorar propagandista estafar deslegitimar octubrar fer unionista votar tenir majoria parlamentari declarar independència	amic agafar cami majorar propagandista estafar deslegitimar octubrar unionista votar tenir majoria parlamentari declarar independencia	train	2909634118	lickiwicki
