LABEL	preprocessing_A
FAVOR	zurramos bien treintena colegios todo mundar medios quedar casa desesperar lultim recurs despres metre dassetjament aixo admetre participacio lhaurien poder questionar
AGAINST	exacte tactica daquestos autonomista deslegitimar defallir
AGAINST	retencio manresa castellgali dintensitat castellbell vilar sentir barcelona
AGAINST	pres simbòlic millo simbòlic segon processistes pres heroi millo mentider servei lestat segon analista internacional català cabra #judiciproces #procesalnores
FAVOR	#acampemastjaume #faqsforojuecestv #octubre possible graciar personar comprometre entrevistar avui aconseguir #republicacatalana ⚘segur
AGAINST	complicar mosso conselleria dinterior president torra preguntar #faqsbacallatv
NONE	jair bolsonaro anunciar processar ator jose abreu
AGAINST	poder caure baixar suposar esforçar pero dubtar aconseguir
AGAINST	amagar defensar urna votar rebre hosties guanyar referendum vincular dautodeterminacio defensar resultar deixar tirat fotre traidor estupids gent educar semblar burro
AGAINST	@jaumecollboni pels #barcelona sempre sera primer acceptar sintenti convertir ciutat campar batallar proces independentista
FAVOR	#omplimstjaume #llibreslliures republicà primer armar llaçar groc virus contagios sescampa catalunya espanya esta recercar lantidot pero sortir acabar
AGAINST	haydee mal persona mal persona
FAVOR	quin unio europeu parlar veure perdre lopcio linteresava crear constitucio fotre tractar lisboa aprovar destrangis
NONE	imprescindible #davantlajubilacio entendre supervivencia feixisme gran interpretació esplendida direccio krystian lupa agradar molt
AGAINST	hosties adonar
NONE	#cienciapolitica perdre rellevancia social tornar metodologicament rigorós #debatspolitologics
NONE	atenció secretar judicial aclarir congregar davant conselleria deconomia cridar catala
FAVOR	#elmiradorre #judici #acusats perez francesch aquest judici postveritat relat impenetrable informacio aquígt
FAVOR	febrer vague general guiar valles occidental #independencia #estatpropi
NONE	reflectir diversitat societat diferent ambits politica mitjà comunicacio publicitat quin missatge dominant emetre aquest reflexió dissabte informar inscriuthi
NONE	abstencio rendicio
AGAINST	vague daquesta setmana catalunya torra explotar car realitat societat català #actualidadcs
AGAINST	parlament europeu nòmer molestar acte dafirmacio democratica feixisme
FAVOR	viure referendum doctubre explicans experiencia personal compartir material grafic daquella jornada respondre tuit #octubretrs #terrassa
AGAINST	voler voler pero acabar dentendre nòmer legitimar pirata opcio pero tespera travessia desertar trobar poder similar
AGAINST	saber passar
FAVOR	pero oblidar oblit perdre #omplimsantjaume
AGAINST	@jaumecollboni espanya descollir blocar dreta ultradreta blocar encapçalar optar dialeg presentar pressupost social democracia
AGAINST	zasca nivel europeo #lasilenciosacat
NONE	ennio morricone realitzar tresar concert espanya girar comiat
NONE	pero psoe dir dialeg poder
FAVOR	preguntar pertinent facil criticar politics sofa casa crispeta
NONE	brillar intervencio servir canviar sentenciar españa alla marchena deixatar clar esto acabado pero servir cosa estrasburg donar anims lindependentisme explotar espanyosaure
FAVOR	comerç donar suportar #vagageneral febrer convocar catalunya #vic #jomaturo #dignitat #freetothom #vamvotar #joacuso
FAVOR	avui canviar dhora lloc ser davant reclamar #llibertatpresospoliticsiexiliats poder despres conferenciar organitzar
FAVOR	️alerta barcelona detectar grup ultrar zona diagonal calvet diagonal passejar graciar maria cristina armat cuters retirar llaç amenaçar vianant portar samarreta diada #alertaultra
AGAINST	fer deure dentrar classe
FAVOR	sobira caldre sortir despatx votar podrir metre sentir comu transparencia
AGAINST	pot escoltar comentar lactualitat politica pot seguir directe seguent enllaçar
AGAINST	riure gent groc acusar creures mentir groc denunciar asterix barretina alay
FAVOR	tardar lindependentisme buscar referendum acordar estafador
FAVOR	emerson sanchez alliberar pres fara torra president duna catalunya independent
FAVOR	directe marchena tornar recordar ladvocada lestat esperar resposta acusat satisfer informar suprem #judicio
AGAINST	paraula quim torra diumenge segon llegir catalunya informacio president torra esborrar paraula endarrere diccionari quim torra matar aparcar cotxe
NONE	quatre canvi sentir desgraciadament pinçar formar dreta lesquerra socialista espanyol bloquejar democràcia lestat aplicar repressió polític defensar brillantment pels tribunal pessima noticiar ciutadania catalunya espanya
NONE	avui labsencia companya feina caos diferenciar daltres dia feina caos graciar presenciar feliç #demarc donar valent disculpar redundancia
NONE	españorda lunica democracia compte ministrar dinterior ministrar danterior #faqstherealtv
AGAINST	passar constitucionalista desobeit constitucional #faqsstrubeltv
FAVOR	referendum victoria republica majoria absolut desembre descomptar formiga atrevir revolucio #larevoluciodelesformigues
FAVOR	#vagafeministam davant lavenç proposta mesurar governar misogines lgbtifobiques racista vague feminista daquest sera llegir mostrar polsar jugar manar violeta contra regressio dret
FAVOR	preveure tandem fiscalia jose antonio nieto exsecretari destat seguretat alimentar relatar violencia independentista malgrat existir previsiblement sera dinamica proper dia testimoni policial #judicifarsa
NONE	agradar trobarme amistat temps lexperta moda decada estimar radiar intentavem difondre passio lofici moda element cultural industrial treballador viure profunditat
FAVOR	parar aconseguirla independencia llibertar republica català poblar poblar #omplimsantjaume #totsasanjaume
FAVOR	explicar llei transitorietat efectiu tenir efecte juridics pero portar preso preventiu #judicifarsa #judicitvcatradio #femlarepublicacatalana #apoyarenogracias #noatot #femxarxa
FAVOR	catalunya reconèixer pais carles puigdemont faltar aixecar comprovarho rapidament creure reconeixement caure laltre
FAVOR	algu explicar quin diferenciar arrimadas repugnar feixista catalanofoba direccio comú
FAVOR	confiar mateix poder capitalista personar dret importar merda deixar morir miler personar mediterrania posarse vermell esperar fer jo #tajanipuppetoffascism
FAVOR	fiscal moreno confondre facturar pressupostar presentar provar inculpatoria aixo #judicidelavergonya #absolucio #judicitvcatradio
FAVOR	parar pensar tenir comu responsable politics darrer mesosanys omissió acció degradar reputacio universitat panda mediocre beneficiar duna igualacio baixar daci frivolitat engany
FAVOR	avui col·legi bibat dègara #terrassa ferho possible recordar votar guanyar quan poder poder
AGAINST	belgica terrorisme lacusacio valtonyc resoldra lextradicio llibertar dexpressio dret defensar sempre suportar
NONE	enquestar preveure patacada ciudadanoscsa general catalunya situar tercer lloc
AGAINST	españa esta tantos perdido cuenta pur calidad vida nivel belleza
FAVOR	sessio davui nòmer poder tampoco impugnamos aquest estrategia respondre preguntar donarlos publicitat semblar encertar #joacuso #judicifarsa
FAVOR	jordi graupera policia lestat buidar legitimitat referendum politica català
AGAINST	enviar preso voler shagues arribar aixo creume fare mofar pres sempre lamentar esperar indultar pena aixo evidentment saltar llei repassar setembre parlament
NONE	renovar collaboracio aixi poder comptar fantastica inprecindible feina #martavinyals lequip beneficiar families
FAVOR	puig triple aliança dret independentista robar valencià milió deuros
FAVOR	enganyar tenir clar diferenciar destat lexercici dret fonamental #joacuso
AGAINST	izquierda positivar escoge alcaldables cornella llobregat esplugar llobregat sils leelo
AGAINST	tacollirem braç obrir enderrocar feixisme fer catalunya lliurar
AGAINST	junqueras mentir trairar falsar independencia unaltre cosa tambe voler llibertar efectivament comar delicte
AGAINST	carrecs generalitat lajuntament barcelona cobrar pedro sanchez
FAVOR	gent pacificar pais casal imens #judicifarsa #joacuso
FAVOR	perplexitat internacional maxima ningu milió escaig ciutadà disposar dona perdre batallar politica frenar
FAVOR	ell mateix reconèixer orgullós constitucion aixo passar paginar mirar enrere impunitat franquisme retornar dignitat miler republicà republicana assassinat equiparar senzillament vergonyos #añosdeconstitucion
FAVOR	mabelleix aixi unio forçar #nosurrendercat
AGAINST	justicia belga rebutjar lextradicio valtonyc llarena estas aqui posar galta hostia
NONE	governar central insensatesa arrimadas viatjar waterlo internacionalitzar tensio
AGAINST	veure cartell inscripcio puto catalunya doldra
FAVOR	efectivament lestat violencia legitimar partit indepes insistir deslegitimarlo
NONE	granar secretari judicial pero magrada pizza
FAVOR	bastanta pena acabar preso sabiem mentir diu fet concret clar concretar ser jutjat collar feixista venjança justicia
FAVOR	dema indepes seat pagar impost quan milió pagar lerepublica seat sinscriu erepublica tenir identitat digital català començar #consellperlarepublica
AGAINST	#mustread entrevistar antoni bayona exlletrat majorar parlament
AGAINST	terrorista basc mataben català conill ser sempre nostre
FAVOR	️orgull hazte aturar barcelona dema principal multitudinaria manifestacio favor dona barcelona quan partit feixista visitar pais trobar accio directe inversió privar orgullar pair
FAVOR	pero voltar clau psanchez continuar presidencia despres dalliberarlos vendreho gestar democratic duna espanya separacio poder trencar construccio exterior independentisme internacional proces intel•ligent
NONE	nòmer fotre carrer cami shan carregar projectar suposar feina fer quedar pero sensacio final horrible avui evident manifestar servir pero vegada cosa servir important
AGAINST	nivell millorar passar
FAVOR	voler veure majordom contestar defensesxavier melero pietat virrei #judicitvcatradio #judicifarsa #autodeterminacionoesdelicte #judicio #faketrial #somdones
AGAINST	llavor mentir aquest taranna creure governar saber fer malament seguir doncs asumeixin errar
AGAINST	dinamarca sassembla congo estar content independentista
NONE	pavo mesta dir nòmer votar milió faltar gent explicar robar urna tancar col·legi pero venir faltar gent votar urna faltar gent estar mode cullerot
AGAINST	lliure independent molt feina bo jornada #mcadadia #ensplantem
FAVOR	quan dir pres politics ensenyar lauto pablo llarena febrer mante preso preventiu maner recargolar possible lallibera ideologia context politic pres polític puntar
AGAINST	#últimahora albert batlle numerar tresar lista parar #barcelona
FAVOR	taular jurista entendre detall judici proces #judicitvcatradio aguilera professora dret constitucional observador internacional august matamala advocar
FAVOR	seguir judici pres politics quedar clar lloc dany preso merèixer reconeixament internacional dignitat integritati granar valua personal
FAVOR	colló tenir investir president puigdemont llarena impedirho pero mirar poblar
FAVOR	avui dimarts setembre avui portar dia proclamacio #republicacatalana parlar
AGAINST	passar minsultis plaure
AGAINST	avisar españa ingobernable escucha catalunya problema tambe mante catalunya ingovernable desde escoltar català
FAVOR	correccio possible delicte irene lozano violar declaració pressumpcio dinnocencia pres politics usar posicio dautoritat publicar lozano incomplir directiu europeu comprovar aqui
FAVOR	quedarnos sortir terme economics terme justicia social terme llibertat #republicaésllibertat
AGAINST	rahola lopez alegrar vamos guerra
AGAINST	paradoxa espanya legitimar sobirania governar generalitat deslegitimar
AGAINST	deteriorament dret laboral catalunya veure proces
FAVOR	colonia pertanyer ľestat espanyol risc integritat fisica quedar apel•lar independencia causar justar governar espanyol impedir mosso escortar torra viatjar brussel·les
AGAINST	aixo recordar puigdemont declarar ndendencia dilluns despatx despŕes saber
NONE	reivindicar lesperit carles santos
FAVOR	distingiras tenir pagueta partir nòmer retuitegen interrogatori seure pres bastanta vergonyeta #freetothom
FAVOR	️️interve davant ser demofobic nòmer violencia argumentar cedir moviment independentista tenir idear tenir costar historiar guanyar #femlarepublicacatalana
AGAINST	pres farsa judici puto pena
FAVOR	picar delicte rebel·lio jordis pujar cotxe guardia civil demanar gent marxar veure judici totalment injust dindependencia independencia dinjusticia
AGAINST	dir plorar president cuant patetic
FAVOR	finalment puigdemont torra fer conferenciar preveure prohibir feixista amic berlusconi connivencia club salar granar millorar hotel brussel·les preveure absolut segon comentar parlamentari organitzador siente
FAVOR	afegitó mode conclusió espanya contra independencia pot fotre pecar mortal tensar penitenciar #garrotuit
AGAINST	català mica meitat
FAVOR	president socialista sanchez retornar piolins catalunya recordar governar suportar derc pdcat congreso
AGAINST	cinc possible escenari futur veneçuela explicar enrique vila planar dassenyalar aconseguir lindependentisme catala lestat espanyol ampliar entrevistar
AGAINST	tambe provocador devident subjectiu sempre
AGAINST	jefe dice habra llegar laindependencia maner unilateral
FAVOR	apostar #govern limpuls vocació tecnologiques cientifiques travar stemcat
FAVOR	inversió prometre feta rodalia catalunya #joacuso #fakesuprem #judicifarsa
AGAINST	miles pua saber podrian ilegales
AGAINST	parlar pressupost semblar actual governar prorrogar tagraden criticar sociovergencia tambe nopines criticar veure graciar
AGAINST	fantastic explicar passar esta passar obrir ull manipular despertar
FAVOR	veure condemnar music perseguir pallasso imputar bomber censurar exposició denunciar gent tuitejar perseguir colorar groc pitjorar tot tenir governar preso governar lexili imoral tensar vergonyar
AGAINST	pilar rahola cobrar euro
AGAINST	artadi sempre objectivar neutral
AGAINST	aixi denotan catalunya independent precisament interessar
FAVOR	plaçar sant jaume passar cosa #omplimstjaume #acampadaperlallibertat
FAVOR	normal escurçar resposta testimoni judici preguntar defensar representar part importar coneixer veritat sestar jutjar #judicitvcatradio
AGAINST	grande marlaska insinuar registrar irregularitat ser descomposicio #joacuso #judicitvcatradio #judicifarsa
FAVOR	carai congre renovacio igualment complir quota vell politica donar imatge divisio desitjar liquidacio fer voler lluitar republica venir #cridanacional
FAVOR	diputat patir agressio precedent carme forcadell politica veritablement dassetjament
NONE	pres rebre citacio lobertura judici febrer
AGAINST	volgueu augmentar saber corejar manifestació puigdemont prisión puigdemont prisión puigdemont prisión jusapol avui
AGAINST	hola aquest individu proferir amenaçes gravissimes poder carrec plaure difondre visitar impresentable borrat amenaçes aixi valent #difusio #stopfascism #endavantrepublica #vergonya #femdifusio
FAVOR	deja drogar hombre trist veure babejant gana detenir puigdemont #joacuso #ppodrit #independencia
AGAINST	anar aquest setmana #omplimstjaume #llibreslliures
FAVOR	tenir titol sino tenir complexar dinferioritat tenirne fer trampa veure tenir pitjorar votant sels refoti compte dexigirlos dimissio tornar votar
AGAINST	governar ciutat referent valentia ciutadania empoderada diversitat dinnovacio democracia tothom comptar quedar enrere voler aixo saturar implicar campanya #ada
AGAINST	primer farsa referendum declaracio dindependencia
AGAINST	pensar nacionalisme nacionalista gent
FAVOR	especial judici proces joan queralt catedratic dret penal marcar molí advocar penalista analitzar segon jornada questions previes #mes #judicitvcatradio
FAVOR	celebrar referendum monarquia març
NONE	mal traduccio informar provar descarrec forn pompeu fabra deixar evidenciar lestat
NONE	debo fiscal casteller llençar policia
FAVOR	president andalus satorga dret representar andalús resident catalunya declaració polemiques moreno afirmar junt andalús governar andalús quedar
FAVOR	pensar europa españa deixar estar conèixer català lluitar final rendir #nosurrendercat
AGAINST	graciar feina defensar dret laboral treballadorses lensenyament particular treballadora general proper elecció sindical mestras catalunya suportar ccoo
FAVOR	recollir mentir manipulació rivera quedar mica curt metre pero igualment pena #riveramanipula
FAVOR	perque començar trencar espanya representar pero seguir lluitar tothom #barcelona granar rambla catalunya #welcome catalan republic
NONE	interessar article enhorabona
FAVOR	referendum estructurar destat promes euro aixo farsa
AGAINST	aixo opinar conya cosa opinar vomitar consignas alla dignitat
AGAINST	dolor montserrat cosa groc existir aixo nòmer molestar llaç groc exigir llibertar pres politics acabar injusticia suportar forçar festen soci
AGAINST	pilar rahola cobrar euro
FAVOR	️️️️️️️️️ membrar governar formar part blocar mostrar proper simpatitzar tant partir col·lectiu ultrar ultimar actuacio ferse pintor amateur rambla #tarragonaxiula
AGAINST	guardia urbà tornar col·locar flor mateix matar explicar consistori
NONE	teatre politica sentir canviar mirar gent mostrar formar veure personar envoltar entrevistar didier ruiz reposicio #trans
AGAINST	urna milió papereta centre votacio agent policia guardia civil mirar dimpedirho prop milió personar varar votar hague referèndum guanyarlo avui dia
FAVOR	pais dalguns indepes petit petit
AGAINST	conèixer nano poder votar tenir any aillat anecdotic suposar parlar milió doncs arribar milió
AGAINST	indepes difondre donar personal secretar judicial quin finalitat despres dir tensio insult amenaçes violencia comprar relatar processista
NONE	jajaja quan morir pagar quedar
AGAINST	cridar independencia independencia allo voler leditorial
AGAINST	saber pdecat convergencia votar
NONE	avui desmuntar acusació tribunal atencio llei ideologia quedar lliure demanar valent tornar politica politica
AGAINST	llavor funcionari
FAVOR	parar mare shan apuntar vegada venir #primeradiada comoguda fermesa conviccio #senselesàviesnohiharevolucio #elsavisseransemprenostres #republicaesllibertat
AGAINST	doncs periodista plantar passar arreu jo tenir dret pataleta
NONE	conductor turisme accidentar bisbal penedes #entempsrealepa
FAVOR	seguir adherir persistir lluitar molt unir crit #llibertat anunciar tardor calent calent sera avui primer #tardorcalenta tornar #noensaturarem #entrestotestot #decidimser #republica
FAVOR	guardia civil mante efectiu catalunya mobilització caldre posar laccent larribada piolins oblidar governar espanyol aliat demostrar preferir violencia argument politics mantenir espanya unir
FAVOR	ladvocat benet salellas demanar projeccio lentrada forçar seguretat col·legi sant julia rami votar puigdemont jutjar marchena permes
FAVOR	president quim torra predecessor carrec actualment lexili carles puigdemont convidat eurodiputats
AGAINST	indepe anomenar malalt poder veure desde proces demostrar grau ceguera sectarisme sotmetre pena seguent
AGAINST	espectacular llampar impactar torre dil·luminacio veure
FAVOR	nessun dormir victoria #rull #terrassa #llibertat vincero #democracia #republica
NONE	lunic millo decent germa cantar
FAVOR	espanya lunic pais despres any suposar transicio situacio politica caotica començar teatre levolucio democracia existir
FAVOR	nòmer gent posar policia tenir clar pais feixista dirho clar onertament creure anar enganyar indepes lliri
FAVOR	inaudit aixo poder fernos idea caura pressos politics españa estado deshecho
FAVOR	sant tornemhi pero referendum acordar europa compromis reconeixer catalunya ser #josocmurallahumana murallahumana
AGAINST	militancia aprovar partir formar part consellar republica
FAVOR	creure preferir guerra civil referendum catalunya aixo esta clar
FAVOR	cansar sortir fer casa #judicifarsa #autodeterminacionoésdelicte #presespolitiques #usvolemacasa #nousoblidem #republicacatalana
FAVOR	nòmer tenir comptar desmentir personatge estafar diner indepes dir farsa actor esta darrer
AGAINST	fiscalia investigar alcalde malversacio pancarta politics pres
AGAINST	gerard graciar infinit judici farsa politics liders civil català preso nòmer català idear
AGAINST	aviar corroborar saber sempre
AGAINST	senador assistir diada mostrar solidaritat suportar bildu reivindicació poblar catala davant deficit democratic patir llibertar sempre catalunya️#diada #llibertatpresospoliticsiexiliats
AGAINST	#noesno #noenpassemniuna #lliuresisensepor
AGAINST	perque ultranacionalisme sectari excloure cancer democracia convivencia demostrar any
AGAINST	trending topic pero puto emparar llibertar artistica dexpressio constar nòmer preguntar
AGAINST	avui #campeones guanyar #goya millorar pel·licula voler recuperar piular passar generar
AGAINST	#primeradiada fill #somhi
AGAINST	algu casualitat dron poder gravar puntar puntar espectacular diada denguany poder retuit
NONE	observador canadenc judici sestar criminalitzar poblar
AGAINST	provocar fantasma
FAVOR	alea militant lestat hispanic incendiar tancar llaç groc flixar tarragona feixista albert rivera ines arrimadas acusar policia politica mosso identificar piromans
FAVOR	washington pondre amenaçar crisi català espanya ingovernable spiegel despres elecció situacio politica potenciar economica zona euro guanyar produir brexit esdevenir inestable
AGAINST	legislatura passar aprovar parlament proposta declarar febrer contra lhomofobia lesport continuar treballar impulsar mesurar fomentar lerradicacio lhomofobia defensar llibertar igualtat ‍
NONE	forn assegurar segon llei poder
FAVOR	europa preferir donar feixista independentista
FAVOR	malauradament pensar part creure judici esta totalment perdre sentenciar escriure jutjar servei governar espanyol témer estrasburg conèixer sequivoqui
FAVOR	doncs aixo referendum prendre tenir memoria referendum vincular votar esta clar saber votar
FAVOR	lempresa britanica invertir area tecnica portar vilanova geltru #catalunyaenpositiu
AGAINST	viure terra #omplimstjaume #llibreslliures
FAVOR	impressionar governar espanyol complir llei
AGAINST	tipus nacionalisme doldre associar feixisme xenofobia violencia lopressio millorar exemple lespañol laltre associar llibertar integracio cultura democracia millorar exemple catala
AGAINST	#necesitaconectarse exconseller emprendre santi vila
FAVOR	mentir podrir complir presupostos #fakesuprem #aneualamerda
FAVOR	feixisme avançar combatre tenir institució presentar impune carrer obligar creador generador dimaginari discurs donar respondre contundent
FAVOR	forcadell suportar speaker westminster judici proces #judicitvcatradio
FAVOR	condemnar reaccio referendum governar despanyar incloure detenció politics català islandia dret decicir moltissimes graciar
FAVOR	cupula lanc debatre ultimatum torra republica elecció
NONE	adios jose pedro
AGAINST	aquest esta mica actualitzar
AGAINST	mosso carreguat contra manifestant intentar trencar cordar policial laietà minim dona ferir cobertura
AGAINST	opinió pres marxar daltabaix judici convocar alterar vida quotidià vague ajornar europa seguir inquietar acusació rebel·lio enten pero callar
AGAINST	llibre tambe portar llaçar groc #llibertatpresospolitics #llibertatpresespolitiques
NONE	atrevir traidor loriol metre assegurar president d@esquerraerc tenir pactar governar espanyol lodi soler desitjar aprendre daquest granar home #junquerasacusa
AGAINST	dissenyar sucursal dir store
AGAINST	maquinar manipular blanquejar autonomista gover vichy donar pena xantatge pres politics
FAVOR	incapaç lluitar independencia renunciar contra feixisme laltre democracia idea elecció aviar generalitat plaure
FAVOR	ciutadà abandonar premi ciutat barcelona recordar pres
FAVOR	susanna barreda denunciar impedir pres politics daccedir ordinador preparar defensar
AGAINST	aixi explicar veure
NONE	regalar albert rivera malu
FAVOR	lamentablement pintar #femxarxa #seguim
AGAINST	cec tu tothom sap passar luna cosa volgueu reconeixer tothom poder veure jutjar disposar provar poder jutjar aplicar llei deixar imparcial acceptar destat democracia
AGAINST	aixo vague celebracio proregim
FAVOR	saber quin relacio l#aporellos dret dautodeterminacio segon lonu nòmer dret unitat politica mesurar tractar ciutadà igualtat consideracio respectar
NONE	graciar oriol aixo exactament necessitavem veuret fermar convicció nostre defensar coratge tornariem avui estas representar plenitud independentista democrates #nosurrender
AGAINST	decirle señor torrar superior lleure cochero
AGAINST	#republicacatalana laconseguirem encaputxar tirar polsar color contra policia garantir dret dexpressio #republicacatalana laconseguirem capaç demostrar organitzacio total voler violencia
FAVOR	poblar proposta construccio dalternatives dialegs tothom respectar diversitat sobrar actitud voler consolidar llibertar catalunya comunicar governar legislatura motiu diada #freetothom
FAVOR	barcelona avui vegada nòmer veure tensar davant entendre costar thas posar antifeixisme barbarie #alertaultra
NONE	filmar sorogoyen guardonar premi millorar direccio millorar muntatge millorar guiar original millorar millorar actor repartiment millorar actor protagonista millorar musicar original #goyas #goya
AGAINST	aplicar tragalera indepe posat
NONE	mercat supermercat consell dietista nutricionista #carlosrios recuperar menjar debo acabar presentar llibre #comecomidareal aviar sera lentrevista
AGAINST	merda problema daquest pais politics tenir portar temps rucada republica simbolica
AGAINST	rajoy voler pactar proposta politica cessio davant nacionalisme josep antoni dur lleida senyor aragones morir
FAVOR	anar deconomia #jordis desconvocar ningu aplastar avalancha contra cristal parapetar quin sorollar tumultos nòmer sentir cant repartir menjar abraçar amic
FAVOR	calda montbui inaugurar nou plaçar doctubre coincidir primer aniversari referendum
FAVOR	atenció convocatori perdre poder aixo despres tornar #tardorcalenta #elpoderdelpoble #decidimser #cdrenxarxa
AGAINST	proper dijous fara latac democracia referendum institució sortir carrer sentir tornar dijous setembre granar rambla catalunya
NONE	senyor iceta proper voler vostes votar pensinsho proper voler condecorar lenric millo pensinsho proper impedir investigar limam ripoll pensinsho proper zaragoza dir idiota indepespensinsho
AGAINST	@jsolercs catalunya trastorn alimentari afectar voltar poblacio caldre consens sancionar conducte fomentar trastorn alimentari #parlament
NONE	donald trump tenir controlar maduro analitzar opció
AGAINST	aixo tambe passar matar girona excepcio reiterar lestelada rojigualda armilla groc taxista miting trump
AGAINST	reivindicar lautoritat #ddhh front personar nòmer voler arribar poder imposar idear menysprear social front voler imposar destat garantir #ddhh
AGAINST	observador turc suprem denunciar tractar judici politic
AGAINST	congeladets calladets saber mentider manipular insultar paraula venir parar estoneta faltar gent daquests gent educar professional necesita feina
AGAINST	front judicial extens pero presentar batallar nova iniciativa alla oportunitat defensar dret fonamental poblar catalunya institució ajudans continuar lluitar #freetothom #nosurrender
AGAINST	esta passar •wtoledo judici cagarse mare frances alcalde •toni cantar blocar •una mare fill patinet lautovia •casado pistoler •toni cantar blocar quin pais
NONE	perque feminisme nòmer servir veure tenvolta formar diferent tambe servir reinterpretar passar curar ferir quedar mateix tirar endavant feliç lluitar estimar
AGAINST	intentar mal jugar governar despanyar pressupost partit independentista acabar fer mal jugar conjuntar català catalana
NONE	impedir cadenar gravar ultrar dret abonarse discurs facil fake news ultrar dret lesquerra demanar capacitar criticar profunditat danalisi
FAVOR	atencio escoltar periodista totalment astorar comparar votar violar creure logicament aquest senyor dimitir #thisistherealspain #españaglobal
AGAINST	entrevistar viral desarmar quim torra
FAVOR	esperar fer llistar merda esta fer governar pengeula nevera anar votar repassar #stothomalcarrer #nopassaran #acampadaperlallibertat #omplimsantjaume #octalcarrer
FAVOR	tornar unipost tormar conselleria deconomia tornar tornar escolar #tardorcalenta #octalcarrer
FAVOR	algu clarament duna punyeter vegada pdecat partit independentista fer necessari acabar moviment independentista encarar basar perdre elecció fer
AGAINST	retardar convalidacio tensar limitar dia habils mentre convalidar vigent maniobrar desesperar intentar impedir regulacio
FAVOR	puigdemont torra conferenciar conjuntar brussel·les censurar tajani vilaweb
FAVOR	votar sortir dubte
FAVOR	escoltar endavant atxa #nosurrendercat
FAVOR	articular proposta politica permetre avançar moviment republica lesquerra alla creixer
AGAINST	incapaç muntar disturbi lunionisme violentar pero violent unionista tensio xoc violencia bandol
AGAINST	aixo quant dignitat
FAVOR	tornar aplicar sapropi estara regalar vot partit centrar esquerre posar senyar sels menjar lultradreta proposta canviar discurs negociacio real baixar vot guanyar dialeg segur
FAVOR	hola moure dallar erem mobilitzacio massiu violentar combatre allo impedir exercir dret acatar regir sino tambe imitar estrategia manipulador violentar #proumentides #buchdimissio
AGAINST	aquest quedar casa #somrepublica
FAVOR	esclau duna politica vergonyar corrupte
FAVOR	sentir rabia doncs sumar dues multiplicar mateixa vegada tacostaras rabia sentir veure politics jutjat defensar mandat majoria poblar catala
AGAINST	#thehandmaidstale quedar dia aqui
FAVOR	interessar canvi politica francès sense voler manuelvalls favor
FAVOR	organitzar campanya defensar seriositat lestat davant #judicialademocracia pero sortir comparar doctubre violacio careta lozano carrec psoe
AGAINST	torra esta inhabilitar governar catalunya poder permetre comando separatista convertir catalunya campar batallar #actualidadcs
FAVOR	considerar arribar moment dexigir recolzar llei congre sortir pres politics retornar exiliat reconeixi dret dautodeterminacio inclos carta lonu dacord piular #noatot
NONE	membre constitucionalista metre parlament contradir forcadell
FAVOR	sense llibertar dexpressio democracia contundent respondre treballador albert rivera
FAVOR	aixo voler aclarir ampli veure diferenciar util massa ampli aixo tensiona encarar lactual acordar governar costar tenir opinio clar proposta necessitar info
FAVOR	fotre familia despres bisbat dègara defensar votar guanyar #referendumtrs #terrassa
AGAINST	exacte sap quin espai tenir protagonisme pagan sou cap comunicació tapar esclar interessar aquestos moviment incomodar ell
FAVOR	escriure paraula intentar conscienciar politics poblar demanar unitat lhaurieu defensar respectar
FAVOR	algu creure independencia judicial imparcialitat neutralitat sistema algu creure haura judici justar macrocausa politica culminar farsa començar
AGAINST	uyyy parlar llengua parlar potser parlar doncs sortir casa perdras
NONE	ell veritat fiscal caspos caspos
AGAINST	fiscalia investigar difusio fotre secretar judicial
FAVOR	creure poble despres dhaver conquerir armar patir sucessives guerra represalies politiques cultural linguistiques brutal sotmetre diferent dictadura poder sobreviure #catalunya unic
AGAINST	@jsolercs sistema sanitari prioritat governar deixar cadira buit consellar interterritorial dignificar duna vegada sistema sanitari #parlament
FAVOR	diari fracassar politics representar tenir espaiar president legitimar catalunya
FAVOR	despres dubtarho votare espanyola fara llegir titular tipus independentismo pierde baja catalunya pero servir mantenir farsant tardar campuzano respectar unilateralitat
NONE	parlar menjar sopar graciar kogoro conan #detectiuconanxl
AGAINST	soci enganyar saber dir nuñez
FAVOR	ballar revolucio #seguimprenentpartit
NONE	enxampar letiqueta lhaguessis tallar thauria passar #detectiuconanxl
FAVOR	despres tractar marchena defensar veure clar sentenciar esta escriure trobar estrasburg #judicitvcatradio
FAVOR	últim hora cinc jove agredir ultrar metro despres manifestacio unionista barcelona
AGAINST	seguir pagar mateix impost pero repartir criteri rebotre poder retornar governar suportar jugar magistral mestranya pdecat sortir tromba veure tenir responsabilitat
FAVOR	#judicialesurnes conseller deixar entrar vaixell moby donar portar palamos servei ocupar comprometre utilitzar protocol mecanisme adequar #freetothom
NONE	escriptor espanyol mexica guanyador premi tiflos lonce
AGAINST	laula gastronomica mercat sant presentar publicament club cuinar veure foto
AGAINST	terrible pero valencia
FAVOR	twitter comptar allo interessar lestat espanyol sempre mirar comptador mateix #faketwitter #fakesuprem
NONE	numerar dinterior soste mosso ineficaç frenar doctubre
AGAINST	president pensar pero justament esta desquena desplaçament llarg cotxe oficial encarregar rollsroyce arribar tornar parlarne pero graciar
