LABEL	preprocessing_D
FAVOR	jorgecagiaoycon Perquè malgrat el xivarri de Twitter (les Repúbliques Màgiques) si es posés a votació una proposta de Pla Ibarretxe 2 o federalisme de debò, la gent votaria Sí.
FAVOR	RT elpiratavell: Millo menteix // Acusem l'Estat JudiciFarsa joAcuso omnium 
AGAINST	El clima de diàleg avança imparable... Interior envia 600 antiavalots de la policia espanyola a Catalunya per la Diada i l'1-O via elnacionalcat 
FAVOR	jordi_twit pilarcarracelas Hi es: Primer, per no aplicar república pq mai va estar el seu objectiu, i segón, pq es va entregar.
AGAINST	Un cap dels Mossos incrimina per primer cop Puigdemont. Comandaments van advertir dels riscos del referèndum en una reunió, però l’expresident va decidir “tirar endavant” 
FAVOR	RT XSalaimartin: No et preocupis, Coscu, tot està en ordre: Cap zombi té sang. Els zombis polítics tampoc. 
FAVOR	El Consell Executiu del govern català es reunirà dilluns 11 de febrer per no coincidir amb l’inici del judici de l’1-O 
FAVOR	Podrien ser elements d'extrema dreta preparant alguna cosa, policies de les clavegueres de l'Estat o ves a saber. Però imagino que la Conselleria deu tenir l'obligació garantir la seguretat i els drets polítics de la CUP, no?
NEUTRAL	RT Soto_Arnau: Em considero una persona sensible, però aquest vídeo m’ha tocat al fons Invertiu 5 minuts en veure’l Goya2019 
AGAINST	OCELLiure matthewbennett Lentejitas Catalana ben orgullosa de ser Catalana i espanyola . Els que venen de fora i dius que són més catalans és perquè no tenen ni idea del que voleu i feu els independentistes. Els que som catalans sabem més de la nostra historia i del que està passant! Tu si q ets un merda!!!
FAVOR	AlertaUltra Totes a Sant Jaume el 29S! A partir de les 7h. Plaça Sant Jaume. El feixisme avança si no se'l combat! OmplimSantJaume29s NoPassaran 
FAVOR	⬛️⬜️🗳️ Dissabte, 23-F, eleccions de PrimariesCat arreu del país! Participa en una nova manera de fer política CapALaIndependència🧭 👉 Si ja t'hi has inscrit, informa't per saber com i on votar 👉 Si encara no t'hi has inscrit, pots fer-ho a  
AGAINST	enoticiescat ¿Rahola suma o resta?
FAVOR	Diputats britànics visitaran demà els presos polítics a Lledoners. També es reuniran amb el MHP QuimTorraiPla i la Presidenta de l’ANC epaluzie entre d’altres. Good job APPGCatalonia 👌🏻 Acció exterior republicana✌🏻 
FAVOR	RT OmplimBrux: Aneu seguint PrimeraDiada i DiadaEnCompanyia que això va bé: ja hem arribat als 400.000 inscrits!
NEUTRAL	L'absolució seria reconèixer davant del món que són presoners polítics. La condemna, per petita que sigui, legitima políticament Catalunya i a ulls de tothom a tirar pel dret, peti qui peti. Per culpa d'haver renunciat a la política, Espanya té ara una mala peça al teler.
AGAINST	RT gentorrijos2018: Yuyu10209206 Guilleriesmoss1 Y para fotre la pota. I per no deixar que es coli ningú al Titus.
FAVOR	El Molt Honorable President de la Generalitat Carles Puigdemont entre les 50 personalitats destacades pel diari alemany Franffurter Allgemeine. El típic president d'una autonomia que ha tingut un afer intern a l'estat espanyol 😅😅 
AGAINST	Les milicianes afusellades a Mallorca recuperen la identitat SMarimonMolas ARAcultura Avui al senseficcio tv3cat I a l'obra d GonzaloBerger LesMilíciesAntifeixistesDeCatalunya i a l' arxiunacional molta més informació sobre tots els milicians i milicianes 
AGAINST	IsabelcastroG Son els col·laboradors necessaris per aplicar el 155 encobert, amb la Artadi i el Aragonès al cap.
AGAINST	RT FCBarcelona_cat: 🎥 EAbidalOfficial: Serà un partit on cada detall comptarà molt ⚽ OLBarça 🏆 UCL 
FAVOR	La millor resposta davant els atacs feixistes no és altre que seguir omplint d'activitat l'ateneuhosta i seguir treballant per un Hostafrancs millor en uns Països Catalans lliures 
AGAINST	▶ximopuig:Esta Legislatura ens ha servit per a culminar el camí iniciat amb la declaració dels valencians de ser una autonomia de 1a. L'aprovació de la reforma de l'Estatut, amb el blindatge de les inversions per a la CV, i el calendari electoral propi, ens col·loca on mereixem 
FAVOR	Els partits independentistes i entitats civils ja triguen a denunciar aquest personatge per infàmia i incitació a l'odi. JudiciFarsa JoAcuso 
AGAINST	koalitakorekore Sí sí... El de la foto del Mas i el Zapatero deus voler dir.
NEUTRAL	La parella de canaris de casa havien envellit junts. Ahir va morir la canària arraulida dintre del niu. El canari ho ha fet avui, en el mateix lloc. Quina manera més civilitzada de marxar, també junts.
FAVOR	Bon dia des de campllibertat. Seguim a carrer, 19 de lluita per exigir al govern la independència del nostre país. Avui comencem amb els companys d’ANC i CDR Argentona. 
AGAINST	joan_enrera marionabarcelo partit_pirata LaMitjons FerranFaRun A veure quant trigues a bloquejar-me. Però abans, deixa'm dir-te que ets un immobilista que nega el dret a canviar a persones i col·lectius i que també ets una persona excloent que no pot acceptar altres maneres d'entendre quelcom.
AGAINST	miquelstrubell Sí tota la causa és sustenta amb el relat de tertulians de les teles basura
NEUTRAL	RT MargaCDR: naxoxan 😢😢😢😢😢😢😢😢😢😢😢Quanta indecència quanta maldad, Orgull de conseller 🎗️🎗️🎗️🎗️🎗️🎗️🎗️🎗️🎗️🎗️🎗️
NEUTRAL	Què penseu que passaria si un col·lectiu independentista hagués provocat un incendi en un ateneu unionista i hi hagués deixat proclames estil estáis muertos ? Això va passar, aviat farà un any, però l'atac era contra independentistes. Sabeu com va, aquest judici? No existeix. 
AGAINST	marimirandacal albertmercade Miquel1016 Ja se sap qui va pagar les urnes, es un empresari. Van costar 100.000 €
FAVOR	«La decisió obre una esquerda amb Compromís que hi veu una decisió partidista totalment aliena al govern del Botànic» I Anàlisi de peremarticolom 
AGAINST	Contràriament als amables qualificatius del processisme, avui SantiVila ha demostrat valentia i dignitat. Valentia per reconèixer els errors comesos durant el govern Puigdemont i dignitat per defensar les institucions catalanes, enmig de la lluita fraticida entre ERC i JxC.
FAVOR	Com diu l'advocat Salellas, tenim tot el dret a posar Enric Millo en evidència fent-lo caure en contradiccions per posar en dubte la seva credibilitat. A Marchena no li sembla bé. JudiciTV3CatRàdio
FAVOR	Davant la falta de llibertat dels catalans i la falta de independència judicial el MHP Torra diu que parlarà amb en Pedrito Sánchez. Ja estic més tranquil.
AGAINST	El govern municipal d’Ada Colau interpreta permetre aquest mercat de la misèria, manters, llauners, venedors de mojitos... com una de les polítiques socials emmarcades en la permisivitat d’un bonisme progre i estèril, condemnant-los a una pobresa continuada i sense sortida. 
FAVOR	195 nits sense vosaltres joseprull jorditurull Demà fas anys Josep, i 50!, no els podràs celebrar amb en Bernat, en Roger i la Meritxell. Els AmicsJosepRull ho farem per tu i cridarem LLIBERTAT i MOLTES FELICITATS!! T’estimem i et trobem a faltar!! UsVolemACasa FreeTothom 
FAVOR	Van den Eynde pregunta a Nieto per què no van recollir el risc de violència en l'acta de la reunió de la junta de seguretat prèvia a l'1-O. Nieto respon que si ell hagués escrit l'acta ho hagués fet de forma diferent JudiciProcés 
AGAINST	La Generalitat regulará los alquileres 
NEUTRAL	Bona tarda Xarxers, aquí va el segon trio del dia. Necessitem fer molta xarxa. Faré 3 trios al dia!!! RECORDEU: Sou molt collonuts/es.💪🎗 FEM XARXA, FEM REPÚBLICA. LauraMartin2005 artursunyer montserrat246 FemXarxa 
AGAINST	Ja pot un crear-se un personatge a l'altura de Dalí que li preguntaran amb quin tipus de cera es recargola el bigoti...
AGAINST	Prevaricant Iceta? Vaticinant que hi haurà tongo al judici,segons l'ambient? A tu no et cau la cara de vergonya? Dorms a la nit? Hauries de marxar a les EspaÑes,on als feixistes encoberts com tu tenen cabuda ...😡 Cinisme i indecència purs😒 
AGAINST	EnricMillo Ui sí, heus aquí Supermillo, defensor de la veritat. 😆
FAVOR	Li arreglo la comparació, va! Diu que votar sense permís és com una violació. Però en el nostre cas, l'urna va donar el consentiment a la introducció. El que passa és que vam votar extramatrimonialment i ara el marit ens vol castigar amb presó i 50 fuetades a la plaça pública. 
FAVOR	Pilotes de goma, gasos lacrimògens, policies amb escuts ... això és el que van fer... ho descriuen com a càrregues i diuen que no són càrregues quan es refereixen a l'1O? Dec ser molt tonta jo! JudiciTV3CatRadio judiciprocés JudiciFarsa
AGAINST	🔴🔴 EN DIRECTE El catedràtic Josep Maria Tamarit, sobre els vídeos de l'1O: No és el mateix dir 'Ja ho veurà la sala a la prova documental', perquè les parts tenen dret a interrogar en base als vídeos, això és revelador . Feu les vostres preguntes aquí  
FAVOR	RT PubillaR: Quant tens que apendre MiquelBuch del que es ser un conseller digne com quimforn JoAcuso JudiciFarsa
AGAINST	raulromeva Aquest era el vostre diàleg: O referéndum o referéndum. Ṕunt. O independéncia o independencia. Punt. Aixo es dialeg ? No fotem, home... aixó es pendre el pel a l'altre part.
NEUTRAL	Més de 300 mossos mediten anar-se'n a altres policies 
FAVOR	RT diariARA: Turull respon a preguntes del fiscal sobre l'anunci del referèndum en el JudiciProcés 
AGAINST	Candidatura de CCOOeducacio feminista i guanyadora a les eleccions sindicals de l'ensenyament públic -- 
AGAINST	Encara li faran un favor a la justícia espanyola els advocats d’en Willy Toledo i recorreran la decisió de portar-lo a judici fent que l’Audiència Provincial ho arxivi. Si no ho fan el judici serà una vergonya. I, per cert, què diu Fiscalia?
AGAINST	RT tonicantona: El Procés era i és tan fake com els dits trencats o l’abús sexual. 
AGAINST	"📻Nmartinblanco ""És evident que hi ha una petició de canvi a Andalusia i Cs reflectiria aquest canvi millor que ningú. És fonamental que hi hagi voluntat d’acord i de pacte"" CoolturaFM"
FAVOR	Junts X és 👉TRANSVERSAL 👉i per això INCLUSIU 👉i per això PLURAL 👉i per això GUANYADOR! Votaré qui impulsi UNITAT TALENT, ESTRATÈGIA i COMPROMÍS + objectiu comú👉INDEPENDÈNCIA I honoraré sempre als Governs PresidentMas i Puigdemont .KRLS perquè van arriscar-ho TOT
FAVOR	RT Llibertatcat: TaldiacomAVUI Surten en llibertat de la Presó de Can Brians els últims independentistes detinguts el 1992 a la... 
AGAINST	"📻 Nmartinblanco ""Dir des del Govern de la Generalitat que la 'via eslovena' és un exemple a seguir, és una enorme irresponsabilitat. No tenim un president, tenim un piròman"" BalcoSERCAT"
FAVOR	Un membre de la seguretat de la manifestació contra la immersió lingüística ha amenaçat a dos joves amb treure la pistola i liar-se a trets. Tal qual. AlertaUltra 
AGAINST	L'advocada de l'estat també s'ha tret el títol a Aravaca o es que no ha passat de primer? JudiciaAlaDemocracia ThisIsTheRealSpain
AGAINST	lluis_llach Mullat, si saps que hi ha sentencia per que no dius en que consisteix... t,ho dic jo? Perquè ets un mentider.
FAVOR	Mireu, quan persegueixen judicialment els polítics, el meu raonament pot arribar a controlar-me. Ara, quan la injustícia toca la gent de carrer com els CDR com acaben de fer, la meva irracionalitat fa que millor tanqui el twitter o acabaré declarant a l'Audiència Nacional.
NEUTRAL	vaga 8deMarç!! 💪🏽💪🏽💪💪🏿💪🏾💪🏽💪🏻👏🏻👏🏿👏🏽👏🏼👏🏼👏🏿👏🏻👏🏻a Mataró 8MCadaDia EnsPlantem 8M2019⁠ ⁠⁠ ⁠⁠ ⁠ ccoocatalunya DonesCCOOCat deixant constància de les reivindicacions de les dones. 
AGAINST	Benvolguda Elsa, Li passo el meu telf per DM, truqui’m i concertem una cita perque li digui això a la meva àvia en llista d’espera d’urgència per l’hematòleg del Taulí pel juliol. Tots sabem com han deixat l’estat del benestar català, però si us plau: no ens insulti. 
FAVOR	Si es inhabilitació per política per secula seculorum ja m'està be. Com que no han dimitit, doncs dimitits. 
NEUTRAL	Sánchez protegeix el futur dels seus ministres 
FAVOR	xavierAda mksjosoccdr Jo em centraria amb el Parlament, amb el nostre govern de Vichy, enfrontar-nos directament a l'Estat quan tenen la col·laboració del nostre propi govern no va enlloc. Hem de fer-los fora, demanar eleccions ja!
AGAINST	palaudavid Si aquesta és tota la teva resposta, genial.
NEUTRAL	El PSOE critica el mural de l'Ajuntament d'Olot amb 'La Manada' presidida pel Rei 
FAVOR	RT Titomoto: La Cup se equivocó al no querer investir a Jordi Turull. JoAcuso
AGAINST	pilarcarracelas martaroqueta El Via cada dia està més alienat.
AGAINST	RT RubenRamiroR: Hi ha coses de molt mal gust, i després hi ha això: 
FAVOR	369 nits sense vosaltres joseprull jorditurull quimforn Tortura a jordialapreso superada amb matricula d’honor! Aquest JudiciFARSA no du enlloc, ho saben, i estan nerviosos! FakeJustice JudiciAlesUrnes JoAcuso 
AGAINST	Ets dona? Algun cop pel carrer has hagut d'escoltar comentaris sobre el teu cos sense haver-los demanant? Aquestes son situacions de cosificació vers les dones que veiem i vivim cada dia i són una forma de violència de gènere. EnsPlantem MesQueUnCos CosSiCosaNo MWC19 
FAVOR	joanmiro10 Això està bé. A continuació que surti/surtin els que van dir que si al referendum 1O guanyava el SÍ el dia 3 Cat actuaria com un estat independent i diguin:soc fulano i la vaig cagar. I a més a més us vaig mentir.I a més a més us he deixat davant les potes d' un cavall desbocat
FAVOR	14) Segons els experts internacionals, un poble té el dret unilateral a proclamar la seva independència si es constata fefaentment que la majoria de la població ho vol. En el moment en que ho constatem, passem a gaudir d'aquest dret.
FAVOR	RT FraJeremies: Si ja ho sé que criticar certa esquerra indepe és com una mena de sacrilegi. Però me la bufa. Me la bufava fot 20 anys no…
AGAINST	Tenim Barcelona a 100 km i aquesta serà la nostra PrimeraDiada a Barcelona ciutat, desde octubre hem anat a Marina i Paral·lel, no ens podem perdre la Diagonal 👏👏👏👏 
AGAINST	RT eduardcabus: Mentre mossos protegeixen els feixistes de jusapol, aquests exigeixen la dissolució de mossos...
FAVOR	Ells, per la unitat d'Espanya han demostrat que són capaços de tot. Nosaltres a favor de la independència, ni tan sols de perdre unes eleccions. I es va demostrar no repetint eleccions els cops que calgués per bloquejar Catalunya per investir Puigdemont. 
NEUTRAL	Nieto sobre l'1-O: No hi va haver càrregues policials però sí que vam fer servir la força I es queda tan ample. 
AGAINST	RT catalan_gov: President KRLS Puigdemont: Els que ens volen de genolls demà tindran la resposta en forma de gran mobilització
AGAINST	Fan política fiscal restrictiva, permeten que els sous no creixin i després es posen les mans al cap i dopen el sistema creditici per a que no hi hagi desacceleració . Com si el devenir de l'economia el marquéssin els déus... 
AGAINST	BernatDedeu No sé què és pitjor, els ploramiques que bloquen a tot cristu a la mínima o els ploramiques que es queixen de que algú els ha blocat, fent veure que no estan gens empipats LOL m'ha blocat! Llibertat d'expressió o què, nanos? xd
FAVOR	El govern espanyol carrega contra InesArrimadas pel viatge «insensat» a Waterloo; informa OriMarch des de la Moncloa 
AGAINST	elsa_artadi Sempre pensant i vivint del passat, de opressió , de plors, de victimisme, de pataletes...i el futur només el voleu veure amb xantatges, coaccions il·legalitats: un futur maravellós per Catalunya, si.
FAVOR	Entrevista a AamerAnwar: 'Per a mi, Franco va dictant de la tomba estant; hi ha una cortina de democràcia, però darrere hi ha l’aparell de l’estat, la maquinària que té més a veure amb allò que va deixar Franco.' 
AGAINST	Pel que he sentit al judici em sembla que el 20S es pensaven que arribarien les hòsties que feia temps que buscaven, però l'Estat ni podia ni va voler actuar. Es pensaven que atonyinarien al seu ramat i ells quedarien com herois i enfortits com mai...
FAVOR	RT LlunaCatalana3: A Catalunya hi ha molts processistes i pocs independentistes, per aquest motiu la independència és lluny encara.
AGAINST	Montse98168083 QuicoSalles FAQSTV3 I per què creus que ara s'ha fet processista? Guess 😉
FAVOR	FAQSstrubelTV3 Però tornem al de sempre. Pujar-se damunt d'un cotxe no és delicte, votar no és delicte i expressar-te amb les teves idees no és delicte. Però deixar armes dins d'un cotxe sí que és delicte i pegar amb porres a gent pacifica també és delicte.
FAVOR	GuillemCasals1 És igual el que denúncies, ells tenen el poder. La independència ens farà lliures d'injustícies Ñ i aquest és el camí 
AGAINST	Lencuty pilarcarracelas EnricMillo Ara resulta que tots sabiem que era simbòlica i tot una enorme performance. Au va, quina vergonya tot
AGAINST	alfons_godall FraJeremies Cal dir però, que el paio no parla d'exterminar, sinó d'avortar. No és el mateix.
FAVOR	Roda de premsa conjunta Arran_jovent campllibertat ANC_Bombers cupnacional UnitatvsRacisme CDRCatOficial assemblea contra el feixisme i cridant a participar a les activitats a Sant Jaume des d'avui mateix OmplimSantJaume29s 
NEUTRAL	La_Vasallo jotaemi I d'alt? Quants metres fa d'alt? No els comptes? doblemoral
AGAINST	mikimausna albertdmcat policia jusapol Nivell Made in Spain??... Tu creus que tots els espanyols parlem així?.. Perquè si penses així coneixes molt poqueta gent i has viatjat molt poquet..
AGAINST	RT Ireneloga66: Llibertat Presos Polítics i Exiliats 🎗️🎗️ 
FAVOR	29 octubre 2017. Urkullu destaca en su viaje a Quebec el “modelo de consulta legal y pactada” canadiense . Uns mesos més tard, al mes de març 2018, Urkullu es posa en contacte amb Juncker per a què la UE impulse una directiva de claridad . I aprofitant que Sánchez és a Canadà... 
FAVOR	Es TuruLL, pesats JoAcuso JudiciProcés judici1O
AGAINST	Moltes felicitats companyes de Girona. La feina ben feta i la vostra tenacitat té recompensa. Resultats 10 - CCOO, 3- Ugt . Molt bona feina faynak 
AGAINST	Ontxo Esclar que els votaran, son idiotes que vols.
FAVOR	La intervenció de Millo, les mentides de Millo, el joc brut de Millo..., no es troba a l´idioma, amb prou precisió, el que penso d´aquest personatge. JoAcuso LlibertatPresosPoliticsiexiliats
FAVOR	RT naxoxan: Và per tú Roger i per totes les que van resultar ferides...el 1oct especialment. RogerNoEstàsSol TotsSomRoger 
AGAINST	Hem passat de la imatge dels ciutadans defensant les urnes a veure com a aquests valents els pegava ahir la seva pròpia policia, més interessada a reprimir-los que a protegir-los de la bòfia espanyola que els havia hostiat fa un any . Per BernatDedeu 
AGAINST	miqueliceta sanchezcastejon mjmonteroc Què esperaveu??? El que han fet i fan la cúpula independentista és massa greu com per deixar passar! Votarem i canviarem!!!
AGAINST	Aquest és el problema processista. Pensar que les seves idees, totalment lícites, estan per sobre del bé i del mal i de qualsevol ordenament jurídic. Ningú està sent jutjat per les seves idees sinó pel que han fet o intentat fer per portar-les a la pràctica. 
FAVOR	Ara que s'acosta el carnestoltes, tots els indepes podrien disfressar-se de taxistes i aprofitar la disfressa cada vegada que hi hagi mani o vaga. Així, potser, els nostres polítics indepes no enviarien a la poli a colpejar als votants indepes que els han posat a govern.
AGAINST	Gemmasera88 ourenase Vosaltres solets sou els qui insulteu qui pensa diferent. A la vista està les imatges que veiem d’ahir. No cal votar C’s, PP per no estar d’acord amb la indy, hi ha opcions catalanistes també (ElsLliures ), Psoe... etc. Esteu cegats pel que us convé. aixíelscainguin20anys
AGAINST	El revés de la Eurocámara a Puigdemont sobre la conferencia de Vox 👇 
AGAINST	QuimTorraiPla Torra, sóu uns passerells.
FAVOR	RT Javipatan: Ara un altre atac ultra, s'inflen i es fan forts en grup. AlertaUltra 
FAVOR	Quan la judicatura és només un engranatge d'un sistema corrupte i repressor és d'ingenus esperar justícia. Controlant els partits, la jerarquia judicial, els mitjans i les forces repressores, el capital mai permetrà que la llibertat o la democràcia posin en risc el seu negoci. 
FAVOR	Demà tornarem al carrer! ✊ ✔Perquè és un indecència q Cuixart i Sánchez estiguin a la presó! ✔Perquè vam iniciar un camí de no retorn cap a República catalana! ✔Perquè tenim memòria! 1 any 20S 20STotsAlCarrer GranVia Barcelona Conselleria Economia vic reus girona 
FAVOR	Els Zaragoza i Borrells no són més que uns indigents polítics, uns renegats, venuts a la Cort espanyola. Volen Catalunya en mans de Madrid, i tot per poder cobrar la pagueta .
FAVOR	Si no fas RT d'això o fas una captura del text que ha publicat avui Borja Vilallonga i en fas el teu propi tweet, ets tan còmplice de la mort de l'independentisme com els polítics que l'han dissenyat. I ara parlem-ne perquè és un puto escàndol. Obro fil. 🔽 
AGAINST	De moment, i avui mateix en Quim T., s'ha reunit amb el president d'un partit d'ultradreta de Flandes. I aixó ho sap tota Europa. Despres, la milonga de sempre. 
AGAINST	optimotcat El hashtag que heu posat sí que se us ha disbarat. ;)
FAVOR	El mediador es diu ccoordinador amb la mateixa logica que els presos polìtics són polìtics presos. La negra honrilla dels espanyols. 
AGAINST	pilarcarracelas sbguarch siemprepositifo El llirisme és deixar que t'aixafin i posar l'altra galta perquè està fent la seva feina i no en té cap culpa , quan la pot fer perfectament des d'un balcó o des d'on sigui, sense ficar-se a la boca del llop a provocar a gent que està cremada. Ho veiem diferent.
FAVOR	si GonBernardos GONZALO BERNARDOS diu que els independentistes ens hem equivocat , és que anem bé.
FAVOR	Però els dolents, els que parlen de politica, els que embruten el Cos són els Mossos indepes... Vergonya de grup ! Que uns policies de Catalunya, es manifestin en contra del català, és de traca i mocador. Espero que prengui mesures Sr. MiquelBuch 
AGAINST	Ets dona? A la feina et fan portar uniforme determinat diferent del dels teus companys? Maquillatge? Perfum? Aquestes son situacions de cosificació vers les dones que veiem i vivim cada dia i son una forma de violència de gènere. EnsPlantem CosSiCosaNo MésQueUnCos MWC19 
AGAINST	alexdrudis poloniatv3 Alguna setmana una mica sí.
FAVOR	Avui hem inaugurat l’exposició de llenguacat sobre el català al Europarl_CAT de Brussel.les amb el PresidentPuigdemont KRLS i els consellers ClaraPonsati, MeritxellSerret, PuigGordi i toni_comin. 
AGAINST	elBotifler Tontadas nivel butiffarra
FAVOR	RT freed4Catalonia: Vídeo resum de la jornada de vaga general 21F via  independencia estatpropi
NEUTRAL	roser_de enriccambray Aviam, depèn del que busquis. Un estudiant de l'ESCAC està aprenent, no fent feina professional. Per tant, si vol un avi, no es pot conformar amb un estudiant de teatre maquejat per ser un avi? No estem fent feina professional, estem aprenent, no?
AGAINST	RT XSalaimartin: Hahaha. Quin ridícul més estratosfèric que fan cada dia amb les seves mentides, aquesta gent de ciudadanos... 
NEUTRAL	Per quina raó l'advocada de l'Estat Rosa María Seoane li va poder preguntar a gabrielrufian si era soci de l'ANC i avui eyndePenal no ha pogut preguntar a la secretaria judicial Montse del Toro si és seguidora d'Unidad Nacional Española?
NEUTRAL	RT MontseRepublica: rennoaltocampoo Família amb un alt nivell intelectual.
FAVOR	RT salvadorcardus: Feia dies que no em sentia tan alleugit: Arrimadas se’n vaaaaaaaaaaaaaa! Ho sabia! Tot ho feia pels espanyols, no pels…
AGAINST	RT joseantich: A quatre dies per la celebració de la Diada ja compta amb més de 350.000 inscrits via elnacionalcat 
NEUTRAL	Com afecta la nostra sensibilitat el fet d'habitar en un entorn digital la major part de la nostra vida? Aquesta tarda Franco Bifo Berardi i Ingridguardiola reflexionaran sobre aquest tema en la conferència 'El món com a pantalla' 👉 desdelamevafinestra 
FAVOR	Si el feminisme es classista o racista no ens representa, no volem un feminisme autocomplaent com el liberal. El feminisme liberal és l’enemic del feminisme perquè només té en compte les dones privilegiades i de les elits , diu JnnDiaz al Parlament 
AGAINST	RT elnacionalcat: ÚLTIMAHORA Un jutge diu que la policia no podia entrar a les escoles concertades l'1-O 
AGAINST	elnacionalcat Sou bobos o que us passa? Si els nostres politics parlen castellá com el cul, com preteneu que els jutges i fiscals, pronunciin bé el catalá. No teniu rés més interessant del que parlar?? Negats !!
FAVOR	📌EN DIRECTE jorditurull diu que es perseguien Totes les empreses que tenien alguna cosa a veure amb urnes, fins i tot remotament. Van cridar a declarar una empresa que, en lloc d’urnes, feia testos Segueix el judiciRAC1 i el vídeo EN DIRECTE ⬇⬇⬇ 
AGAINST	Laiesken JordiGraupera Sabía que em posaries el còmic aquest. El problema rau en la definició de feixista. Hi ha molt pocs partits obertament feixistes, però molta gent titllant de feixistes a tot cristu, a tots els bàndols. Per evitar abusos cal llibertat d'expressió i mateixos drets per tothom.
FAVOR	Joaquín Sabina vomitant contra Puigdemont, quimtorra i Artadi a la seva chirigota pronunciada a Càdis. Ni un mot sobre Vox i santiagoabascal. Antes facha que rota. 
AGAINST	Mango, escolta: les dones estem en lluita!! Horaris comercials per pider conciliar! Per això i més EnsPlantem i 8McadaDia ccoocatalunya ccoo_serveiscat 
FAVOR	lluis_llach Si tu no ho entens que has estat al parlamentcat imagina nosaltres. Algú em pot dir quan una Independència s'ha fet decidint primer si seria de dretes/esquerres? Si no anem tots a una, és impossible. Sou miserables Esquerra_ERC Pdemocratacat, sou Millos.
FAVOR	Esquerra_ERC perearagones Doncs Unitat. Aneu TOTS junts a les Generals. Imagineu 2.000.000 de vots per l'independentisme FemForça. A les municipals ja podreu treure a passejar els vostres EGOS
FAVOR	🔴 .illaderobinson anna_arque remarca la capacitat de mobilització del poble català i que això els va espantar judici1O elpuntavuitv 
AGAINST	La condemna serà d'un any de presó per cada minut d'insomni d'aquests policies. 
NEUTRAL	RT BeatrizTalegon: La Comissió de Defensa de Drets de l'ICAB exigeix expulsar Vox del judici del procés 
FAVOR	RT fotemcanya: Amb la marxa a Madrid de la Inesssss , en jcanadellb haurà de twittejar-li amb prefix internacional? Com queda ara això?…
FAVOR	🇪🇺Rebuda de l’eurodiputat flamenc markdemesmaeker al MHP KRLS Puigdemont: 🗣️ “El dret a la llibertat d'expressió i assemblea no ha de ser eliminat, ni tan sols pel president del Parlament Europeu Antonio_Tajani!” 📅04-03-19 
FAVOR	Perdoneu, a la mani de dissabte hem de cridar independència, llibertat presos polítics o ajudem als espanyols a tombar el règim del 78? És que abans només teníem un ideal, ara ja en tenim tants que m'he perdut. Què diu l'ANC ?
AGAINST	La Viquipèdia, a part de ser una pobre imitació de la Wiki., es absolutament irrelevant. 
AGAINST	Ho han pervertit tot: referèndum vinculant, aplicació immediata, democràcia, vaga de fam, ocupació...i ara li toca al significat del Primer d'Octubre. Fàstic. 
AGAINST	RT VilaWeb: .JaumeAlonsoCuev veu il·legal que el govern espanyol hagi pagat la defensa de Llarena 
NEUTRAL	guillemclua GemOnTheMoon Jo és que us admiro. Jo no tinc temps ni esma per fer exercici cada dia!
AGAINST	maticatradio Als carrers no, però sí que hi ha una gran fractura en la societat catalana.
FAVOR	Després de la mani espanyolista d'avui, almenys dues agressions feixistes, Una al metro (Clot) i una altra al Carrer Blai del Poble Sec. Hi ha fotos i vídeos dels agressors però, vistos els precedents, tot fa pensar que no hi haurà cap mena de conseqüència. Gaudeixen d'impunitat.
FAVOR	Queda clara una cosa, qui porta els mossos no té perquè ser l’estat espanyol, la repressió és la mateixa contra independentistes que contra feministes... putu govern efectiu!
NEUTRAL	L'Audiència Nacional descarta terrorisme en l'agressió d'Alsasua 
FAVOR	La película que s'està inventant amb els CDRs 🙄 JudiciFARSA JoAcuso JudiciaAlaDemocracia
AGAINST	evaxr BeatrizTalegon royo1_royo Perquè tothom sap que ERC i com es digui ara Convergència són d'esquerres mentre canten el virolai, és clar...
NEUTRAL	RT ElCinefilCat: La factoria Disney continua actualitzant els seus clàssics. El 24 de maig serà el torn d'Aladín. 
FAVOR	Versions contradictoris del CNICatalunya, l'AcampadaPerLaLlibertat, mossos i tv3cat sobre el que està passant a PlacaSantJaume: ATENCIÓ ALERTA DE DESALLOTJAMENT DE PL SANT JAUME BRIMOS es preparen per carregar campllibertat OmplimSantJaume29s 
NEUTRAL	RT Yeagov_CAT: NoEsPotCat 9jrib9 Recusen Montserrat del Toro la secretària judicial de l’1-O per “ultra”  via el…
AGAINST	RT FicapalDe: Comença a fotre vergonya això de ser català. Ho dic seriosament. 
AGAINST	pilarcarracelas Savallsblog Et passes el dia demanant que no anem amb el lliri i et toquen el sector i el primer que treus és el lliri. Molt coherent.
FAVOR	L’indult ja s’està negociant a canvi d’aprovar els pressupostos a Sánchez i de renunciar a la independència. Ara simplement estan pensant quin xantatge emocional et faran empassar per fer-te sentir culpable si els anomenes timadors.
NEUTRAL	Dir NO als pressupostos és dir: NO a l'espoli fiscal NO a l'infrafinançament sistemàtic NO a unes Rodalies de merda NO als que duen lleis socials catalanes al TC NO al 155 NO a mr. X NO als que impedeixen la investigació del CNI/imam de Ripoll NO a l'increment de despesa militar
FAVOR	RT Catalonia1640: No creieu que és el moment de fer una mani indepe demanant el cessament de Miquel Buch? 
