LABEL	preprocessing_A
FAVOR	alemania habrian pres politicos habria juicio verguenza dices sinverguenza
FAVOR	#fakesuprem srsfiscales segun paisa democracia violencia verguenza españa
AGAINST	contra sanchez proponer relator parar dialogar independentistas
FAVOR	perdonar invitar discurso odiar casa republica quiso quedar fuera cartel haciendo chorra ahora puesto siete multas liarla pensaban estaban espala
NEUTRAL	néixer hemo hecho delitar votar referendum trabajar parar independencia catalunya delitar dice junqueras formar contundente
AGAINST	esto utilizar niños finar politicos siempre parte misma corriente ideologica debe acabar quedar minimo dignidad deberia intervenir solar esta parar recaudar fondo travar unicef
AGAINST	desde finales cataluña tenido elecciones autonomicas caminar tercer liderar pres aplicacion esta néixer parar comunidad decidio pegarse tirar esto estabilidad politica
FAVOR	sois imbeciles supuesto todos catalana tenemos amigos conocidos espanya retorcida visionar caverna mediatica pretende fomentar contrariar solar queremos nuestra republica independiente
FAVOR	perdida batallar izquierda piensas incapaz resurgir uniese hacer cordon sanitario contra fascismo elecciones confias mucho ell quizas necesita reinventarse ahora tiene oportunidad car luchar
AGAINST	despertado españa adelante #siguemeytesigovox
FAVOR	sancionado incumplimiento deber independencia #aena #expolioaena millones varias faltas gravar trabajos aena guindos ministrar economia salida bolsa aena
FAVOR	donde estar esas imagenes agresividad parte ancianos niños discapacitados encapuchados policia asegura hubo octubrar
AGAINST	buen resumir posible asignen cargo esperemos resumir mañana #lasilenciosacat #enespañahayjusticia #cumplelaley #nonosengañais #nonoscallaran #eleccionesya
FAVOR	diputada #erc desmonta testimoniar secretar judicial suprem imprecision suposicion testigos fiscalia acusacion particular dando rienda suelta fantasiar recuerdo constar
AGAINST	fijate quejo todo catalan precisamente porcar existen otras opciones castellano parece infumable todo codigo independentista solar noticiar migdia cuenta ello
AGAINST	escaños navarra servir parar formar nuevo gobierno constitucionalista apartar poder nacionalistas trabajan parar anexionar comunidad pais vasco liquidar simbolos autonomia
FAVOR	todos nacionalistas tambien nacionalismo español crear nacionalismo esta presentacion curiosidad tengo
FAVOR	habido detencion agresion cataluña solar detiene independentistas
AGAINST	perdida poder adquisitivo salario pensionar accidentar designios divinos problemas politicos facturar puede bajar voluntad parar sentarse electricas
FAVOR	recuerdo poder trabajar concentraba dejaba leer periodicos entrar twitter hice acopio comida llamaban clienta saber eran indepes hablabamos otra cosa recuerdo ruido constante helicopteros todas horas
NEUTRAL	chamar bolsomions gado apenas metre governar facil dificil assumir jumento lula anos #bolsonarotemrazão
AGAINST	identitario dicese aquel tiene relacionar identidad tradiciones quien quiera como desmantelan disidencia española heure quedaremos siempre fieles leales #dios #patria #justicia
AGAINST	otegi apuesta sanchez formular gobierno parar independentismo decisivo ninguno nuestros votos parar #sanchismo explicar durante debate
FAVOR	diras hareis cambia partidos constitucion
FAVOR	heure leña arbol caido metre indepes frustados dios deje desahoguen twitter unico lugar donde sobrevive republica donde tienen fugado mayor heroe
FAVOR	los grandes medios comunicacion trabajan descansar favor pactar psoe despues elecciones aqui cuento minutar medio como afecte podemos
FAVOR	tramas expolio corrupcion saqueo pua sereis patriotas quien paraisos fiscales bandera trasero delincuentes banda criminal democracia lohas demostrado caza lobas zorras quieres dirigir pais
FAVOR	pone mirar rehena politicos catalana pactar fascistas
FAVOR	momentazo puigdemont intentar entrar #videoconferencia juicio proces marchena manda garete #juicioproces
NEUTRAL	detractora témer nueva medida pueda empleada parte futuros gobiernos otros consideran coartar derecho manifestacion
NEUTRAL	nojo dessa midia hipocrita #bolsonarotemrazão
NEUTRAL	bolsonaro ridicularizado apos video explicitar jornal britânico leia repercussão
FAVOR	sabe declararon contrarios independencia pua crear porcar todos ellos fueron votar crear porcar todos ellos prohiben risas
NEUTRAL	entrecomillar néixer pelar ovarios
AGAINST	tengo mismo respeto tiene toda gente catalunya independentista esos dias veure impotente ante gente haciendo deshaciendo antojo exactamente mismo
FAVOR	apoyamos huelga convocar feministas radicales parar este marzo #españaviva participar pantomima subvencionar prefiere apoyar mujeres dias #nohablesenminombre
FAVOR	pasado amanecio millones mujeres pidiendo igualdad imagen españa mejores volveremos europa democracia democracia parar socialistas igualdad igualdad feminismo
AGAINST	hasta discurso abandonado traicionado indignado solar despues discurso hasta oirlo tenir claro donde manifestacion barcelona recuperar esperanza cualquier caso politicos esperar otras traiciones
FAVOR	#salvadosmaduro pais aguantar bloqueo eeuu misma oposicion fascista desde dentro bloqueando alimentos medicinas fascismo nunca respeta derechos humanos solar tiene maldad odiar
AGAINST	ser padre trabajadores burgueses ser trabajador burgues definitiu ser pueblo entonces porcar votas derecha ultrar dirigir corporaciones financieras grandes corporaciones empresariales #siemprepsoe #votapsoe
AGAINST	explicar deberian pres votar delitar promover organizar desde poder legislativo votacion ilegal pretender tenga efectos legales debe juzgado nadie asumido costar social decisiones tomaron
AGAINST	denuncian liderar separatistas menoscabar instituciones #guardiacivil #equiparacionya #ilpjusapol #enestafamilianadieluchasolo
FAVOR	propon parlamentar aplicar parlamentar madrid suele funcionar
AGAINST	esta claro paso posterior declaracion independencia algo normal algo democratico constitucional legal ningun precedente ningun otro pais europa nuestra historiar contemporanea tambien evidente
FAVOR	cual orden correcto coronar justicia democracia depende donde vivas️️ admisible apelar supuesta democracia encimar derecho #ispain #therealspain #judicifarsa
FAVOR	este responsable terrorismo estado todavia esta libre solar democracia modelica
FAVOR	#thisistherealspain esta verdader españa tenemos verguenza pero esto veremos vuestra campaña electoral porcar importar
FAVOR	puedes contento fascismo represor esta lado cuando difundieron todos datos profesores hubo ningun problema cuando culparon erroneamente indepe agresion publicaron todos datos tampoco hubo problema comentarios
FAVOR	acabar leer entrevistar maragall buenisima tranquilizan luego mezclar goebbels puigdemont destrozas tranquilidad callar sergi verdad callar haces daño propio partido saludos
FAVOR	señor tras intentar eliminar independentismo escuchar mayorias criminalizandolo sigue creciendo hacemos intentar eliminarlo escuchar mayorias criminalizandolo funcionar intentar eliminarlo escuchar mayorias criminalizandolo
AGAINST	solar quedan dias parar españa votar unico claro hundimiento total partido socialista totalmente derivar rumbo dramatico bien compañer@s vetar #eleccionesgeneralesya #sanchezdimision
FAVOR	sabado marzo ferir muestras #valladolid acto publicar presidente gobierno #laespañaquequieres #bcmi
FAVOR	conseller aqui estar celebrando unos juicios injust contra pres politicos unico hicieron defender democracia hasta ultimas consecuencias
AGAINST	carles sastre terrorista terra lliurar liderar huelga independentista cataluña
FAVOR	ahora sabemos golpe estado deberiamos actualizar libros historiar sienten coño tengo fairy todo villarriba #fairy #millo #judiciproces #judicifarsa #juidicifairy #llibertatpresospolitics
FAVOR	bien alargar cosas sabiendo nunca aceptaran referendum pactado engañando votantes viviendo cuento visto juego ahora ocultan
AGAINST	espejo savedra afirmar roger torrent quien pidio votacion declaracion independencia fuese secretar
FAVOR	#judicitvcatradio curioso funcionamiento #fairy indepe solamente resbalan piolines catalana pisan fairy selectivo llama #millomentider
AGAINST	contemplando indisimulado regocijo hecho rodear parlament golpe estado encubierto votar nunca puede ilicito democracia jeta inaudit
NEUTRAL	preguntar preguntativa nicolas concierto fronter
AGAINST	tant historiar republica català final
NEUTRAL	renan anta eleição ontem tentando explicar fer ganhasse eleições totalmente favor mudanças necessitamos parar mudar pais agora depois perdre vamos comportar contra favor brasileiros apostas metre
AGAINST	#urgente superasesora podemos proteccion infancia esta buscar capturar secuestrar hijo podemos siempre dando ejemplo #eleccionesvotoderechas
FAVOR	anunciar trenar mare #joacuso #judiciproces
FAVOR	justicia española española justar #juicioalademocracia
FAVOR	todo heure escoria pedidle responsabilidades ciudadanos #apuntaminombrevox
AGAINST	arrimadas viaja bruselas cuando puigdemont habla cataluña unicamente esta refiriendose independentistas esta expulsando dialecticamente mayoria social somos independentistas
FAVOR	nunca iban pactar hicieron nunca iban pactar psoe hicieron nunca iban pactar extremar derecha hicieron libertas falange españa otro engaño dir campaña buitres #lapatriasonpersonas
FAVOR	presenciar sanchez rossello tendre lugar pleno juicio pres politicos catalana
FAVOR	segun codigo etico mentir curriculum significar dimitir hora dicho hacer rueda prensa #tictacrivera
FAVOR	confundas esos nunca fueron ser independentistas capitalistas burgueses derechas independentistas deberian carcel estar deberias preguntarte mirar derecha alla tendras respuesta
FAVOR	decian anta aplicacion botonar rojo apretaron todos sabemos significar significar facto constitucion pactar constitucional dejado existir elemento convivencia reglaje vida politica reino
NEUTRAL	juan guaido criticar bloqueo puente internacional tienditas parte maduro parar impedir paso ayudas humanitarias serian enviadas miles venezolanos
NEUTRAL	testifican numerar interior roger torrent #juicioproces siguelo directo catalunya press
FAVOR	desde madrid felicitamos personassegun guardia urbanaen granar barcelona gritando #autodeterminacionoésdelicte #usvolemacasa #llibertatpresospolitics reportaje #eleccionesgeneralesabril
FAVOR	izquierda demostrado derechas observan diferencias apoyaron encarcelamiento pres politicos manifestado fotografiado ellos manifestaciones barcelona puede salir
FAVOR	españa aquel pais tipos casado rivera dicen regenerar democracia
AGAINST	encimar badalona ahora entiendo todo tenido pegar colegio jajaja indepe nueva cuña peor
NEUTRAL	estamos acuerdo incluso judicialmente sentencias libertad educatiu unos padres ampara antivacunas aceptamos segregacion provocan mediante beneficiar concertar tontobilinguismo perjudicar bien comun tambien
FAVOR	tuvimos honorar anunciar constitucion importante grupo estados cuyo objetivo defender principios fundamentales carta derecho internacional rechazar agresiones contra #venezuela primer paso iniciatiu historica
AGAINST	ordas indepes coseguido suspendan nuevo amigar minar tod@s conseguimos vaya recuperando tod@s seguidoresgracias antemano
FAVOR	pudir hacer pedro sanchez parar pasar libros historiar hecho aceptar recomendacionsolucion alemana convocar referendum comunidad autonoma decidiera relacionar individual tendrian estado confederacion federacion
FAVOR	juicio pres politicos catalana violencia miedo miedo madriz votar libremente catalana
FAVOR	haya justicia cataluñapor palo dieron sere independentista depende dictaminar farsa juiciolo sere siempreel hermano abusar otro hermano sera enemigo
NEUTRAL	lunes asesoramiento colectivo quedar claro necesario legislar #porderechoavivienda tienes problemas hipotecarios alquiler ocupacion esperamos entrar todas encontraremos solucionar #sisepuede
AGAINST	crear podemos sabra donde surgio hecho hace esta obra maestra retratar democracia española dejemos gente sigan instituciones
AGAINST	lanzar piedra esconder manar caracteriza discurso victimista siempre mucha verborrea vacia contenido continente #lasilenciosacat #seosvioelplumero #nonoscallaran #nonosengañais #cumplelaley
AGAINST	desastre donde notar comarca pueblos interior hablan bien lengua otra solar politicos fanatizados
NEUTRAL	huevo porporciona proteinas minerales todas vitaminas excepto fuente hierro riboflavina acidar
NEUTRAL	vicepresidente diplomacia pragmatismo perto tudar questão referência trezoitão parece progressista lado presidente #euapoiointercept
AGAINST	addendum paso confirmar informacion periodico pres tenian acceso wifi entonces seriar vulneracion auto llarena flagrante algunos deberian asumir responsabilidades parar ello
AGAINST	efecte granar mentir pres politics
NEUTRAL	urgente regimen nicolas maduro corta señal unico canal cablar transmitia situacion #venezuela
AGAINST	donde dice autodeterminacion igualar derecho secesion independencia encimar constitucion pais donde vive solar dice debemos respetar tratados internacionales estoy acuerdo quiero dice argumentas
AGAINST	acompañando nuestra acusacion popular contra golpistas puertas tribunal supremo españa contra golpe fallado politicos funcionado tribunales fiscales
AGAINST	hace juez exculpar manifestantes considerar borreguitos manipulados deja buen lugar politicos manipularon incitaron desobedecer plantar resistencia callar
NEUTRAL	lula saira cadeia vivo agir parar liberar bandido tenho menor duvida tentarão sera
AGAINST	pero indepes solar leen enteran leen hacen leido cuando gustar saltan pua igualar
FAVOR	entonces quedamos significar violencia odiar xenofobia #apuntaminombrevox
FAVOR	ahora entiendo vuestra lucha votando favorecera independencia catalunya esta españa perdio tardar llegar sera facil pongamos facil estado facista solar aportar opinion quiero ofender nadie
AGAINST	repescar este hilo parar pedir #eleccionesya #stopsánchezf unica solucionar pasa respetar constitucion frente golpistas tiene mediar néixer tienen aplicar mecanismos constitucionales
NEUTRAL	mais perdou
AGAINST	discurso responsable sosegado parte faltar hace #sanchezenve
AGAINST	granar pais belgica dignar fuerte abrazo willy acabaremos fascismo despues años gracias gente
NEUTRAL	olha mega favor proibição canudos plastico sera alguem podar inventar canudo qualquer coisa seja largo tomar milk shake tomar milk shake colher horror obrigado gratar valer #classemediasofre #whitepeopleproblems
AGAINST	#apuntaminombrevox témer pillar carrito helao paso dgxvg miguel lorente solar parece témer tribunal cuentas solar dar tiron orejas
FAVOR	segador estelat inventos unio catalanista pocos partidos politicos apropiado tierra nacionalsocialismo impuso bandera lluitar simbolos pueblo aleman territorios lebensraum #paisoscatalans
AGAINST	medida suave imaginable despues presidente autonomico declarar santos huevos secesion parte territorio pua parece terrible insoportable estado excepcion proxima hacer flipar
AGAINST	preocupemos esto arreglar rapido ccoo psoe podemos perdonar ellos solar entienden subvencionar ideologia generar lgtbi independentismo etarras demas todo bien
FAVOR	porcar dice canada inglaterra algunos democracia ideas legitimas tienen solar parar suyos
AGAINST	democracia relator llama pueblo mesas negociacion llaman parlamentos
FAVOR	iiii todo acostumbra cierto gustar fotre perfilar twitter colorar amarillo digo arrimadas waterlo #apuntaminombrevox #todoesmentira boadella girauta #totesmoutv #felizfinde #stoppuertasgiratorias
AGAINST	chacon votar electronico cuenta ningun garantir néixer haceis separatistas tiene cumplis nunca siquiera haceis publicos pago fundaciones separatistas parte generalitat esta denunciado
FAVOR	todo ratar tenemos ejemplos este partidoinmobiliaria ciudadanos hace unas semanas veiamos tambien arrimadas cuando decia podian regular alquileres porcar acabariamos regulando precios leche
FAVOR	aqui podemos serrar sabí bose publicar salar donde juzgan pres politicos catalana
AGAINST	nuevo informar freedom house españa obtiene puntos valoracion global esta paisa libra derechos politicos libertades civiles mirar veure
FAVOR	disfrazados carnaval vestidos saqueadores estado #lapatriasonpersonas
FAVOR	menos politicos indepes quieren ceder soberania laran cambio españa impensable conclusion quienes nacionalistas
FAVOR	teoria deveria politico antitesis quien quiere juzgarlo ponerlo rejas señor fiscal mintiendo coches devastados democracia española tiene pilares encimar mentiras corrupcion democracia española dictadura derecha
AGAINST	veça cosas simple pensamos todo reduce temas personales marido arrimadas madrid barcelona ejemplo perspectivas vida tranquila cataluña escoltar mejores parar algo simple tener hijos
FAVOR	moderado sanchez dialogante abraza separatistas
FAVOR	cuenta porcar catalanofobia esta relacionar antifascismo mirando juicio democracia acusacion popular partido fascista testigos clavar secretar judicial unidad nacional española conos torturador golpista franquista sigo
AGAINST	separatismo terrorista debe perecer aplastado basurero historiar destinar constitucionalismo estuvo esta estara laborar solar patriotas estamos dispuestos buenas buenas españa exige #españasedefiende
AGAINST	eliminar autonomias recuperar soberania bajar impuestos restringir inmigracion fortalecer fronteras fomentar natalidad defender familia vida ilegalizar separatistas combatir islamismo cadenar perpetuar viu españa adelante
AGAINST	palacio silenciar independentistas viu españa copa baloncesto
NEUTRAL	proximo lindberg farias pior inteligente #bolsonarotemrazão
AGAINST	madre television increible indepes defendiendo secta hasta uñas
AGAINST	dice este independentista solar votos parar votar damos boca
FAVOR	️espejo savedra dice pidio metre maner irregular cambiar orden parar votar referendum pido puntos marcados reglamentar recuerdo testigo puede mentir #judicifarsa #judicitvcatradio
FAVOR	pua néixer convocar pleno junt parar aplicar otro imbecil
FAVOR	entiende ahora apelan tanto bandera saber hablar otra cosa independencia cataluña porcar programar programar parar personas pueden ejemplo conductas abrid ojos carajo #lapatriasonpersonas
FAVOR	entrevistar pablo jimenez letrado investigacion crimenes franquismo tratado entorpecer durante toda democracia
FAVOR	existen argumentos validos parte fiscalia españa parar pedir condenas hacia pres politicos catalana pais decente todo aparato judicial fiscal ministrar interior habrian renunciado presion social sera tenga veredicto final
NEUTRAL	#resumãoantagonista velha lama novo senado assista enviar link amigos parar ficar dentro tambem
AGAINST	pasen vean amnesia padece grandemarlaska recuerda sanchez acepto documentar puntos torra levantaron controlar cuentas generalitat defienden constitucionalistas cataluña
AGAINST	fijate tambien juventudes esquerre rellenan grafitis alrededores colegios mensajes separatistas parar complementar lavado cerebro esta todo cordinado colegiosvandalos callejerospartidosmedios
FAVOR	este caso concretar dir bien estado delante puesto juzgado admitido investigaba referendum metre anta este celebrar como constatar partir lectura correos sentenciar estaba decidir
AGAINST	españa merece presidente pactar quienes golpes estado #abril enviar sanchez oposicion necesitamos nuevo gobierno defienda union igualdad españoles
AGAINST	viu españa viu enric millo fairy independentistas parar fregar platos
FAVOR	señalar venezuela misma manar encarcelar titiriteros apalear independentistas rescatar bancos privatizar hospitales misma manar echarte abajo puerta pisar ahora fondo buitre
AGAINST	telepolis revistar temas variados twitter tiene seguidora articular escribe ralf streck titulado ccpp aleman interesado movimientos indepes izquierda tenido contactos izquierda abertzale periodista ultrar
FAVOR	tufo #fascista #vox ademas añadido nacional catolicismo convierte mujeres mero objetos vomitivo #apuntaminombrevox #stopfascismo
AGAINST	mirar entrar guerra performances independentismo gana siempre goleada
AGAINST	ayer encontrar gabriel rufian #objetivoelecciones paso esto hace faltar digas néixer solar disfrutalo
FAVOR	cobrando subvencionar viviendo sueldos publicos toda vida begoña villacis ocultar sociedad patrimonial millones durante tresar años hasta orejas corrupcion dispuestos gobernar puede salir #laespañaquequieres
AGAINST	sois listisimos inteligentisimos veremos pasa abril represion buena vale llorar represion quiero decir disolucion todo
AGAINST	mujer necesita encasille nadie menos #putólogos capaz realidad #españaviva aceptamos ningun #soroslogia #manadaultraradicalroja menos #lenguatrifalicaroja #lasilenciosañ #yonovoym #soymujervox #voxdias
FAVOR	#felizdomingo #alertaultra grupo ultras agrede nuevamente cinco jovenes metro despues manifestacion unionista #barcelona asegura trata nazi agresion tenido componentes lgtbifobia #tardorcalenta
FAVOR	pillado partido izquierda corrupcion esta constitucion referendum
FAVOR	experto pide españa revierta suspension autonomia #cataluña permita referendum
AGAINST	cuanto odiar entonces mitad cataluña odiar mitad cataluña pua pidiendo neutralidad quitando lazos amarillos solidarios aquellos intentaron romper democracia
FAVOR	constitucion permite ilegalizar partidos como tampoco prohibe autodeterminacion
FAVOR	algun momento pongo mucha pasion intervenciones porcar llevar medio poser hablar siempre gustado hablar expresarme oriol junqueras #judicidelavergonya #juicioalademocracia #judicifarsa
FAVOR	cuando independentistas blocar votaron psoe quiere agradecimiento notar paginar desata media storm mayor catastrofes
NEUTRAL	exija você
FAVOR	valladolid salar tambien quereis actualizar mapar #judiciproces #autodeterminacionoésdelicte #republicacatalana
AGAINST	hace tiempo psoe abandonado centrar politico queremos abrir nueva etapa nacionalistas separatistas tengan capacidad decidir futuro españa
FAVOR	pablo casado confessar gracias estar siendo juzgados supremo estarian siendo juzgados tribunal superior justicia catalunya magistrados nombrados partidos independentistas nadona aixo #judicitvcatradio
AGAINST	crear obviar necesidad podemos criticar tardanza hacerlo suficientemente clar tenir reclamar apoyo todas demas fuerzas haberla cambiarla mucho anta incluso tener aplicar
NEUTRAL	verdad tiene años
NEUTRAL	#colombia responsabiliza #maduro violencia fronter
AGAINST	pedro sanchez puede aplicar perpetuar porcar gobierno cataluña cometido ningun ilegalidad menos gobierno españa conozca cuanto daño esta haciendo este capullo españa
FAVOR	#oct murallas humanas lanzaron cocteles explosivos parar cometer violacion grupo guardia civil #lahistoriaoficial #thisistherealspain
AGAINST	maxima nacionalismo catalan vasco españoles haceis interese españa separar sabed tengo montada plataforma ideologica politica parar despreciarte creas vamos chantajismo puro durar nuestro #extorsionacionalismo
FAVOR	nacionalismo mierda catalan tambien tuyo extranjero residente legalmente españa tiene mismos derechos obligaciones español trabajadores españoles trabajadores puntar joder compañeros vuestros tienen familias joder
AGAINST	estado inerme nacion traicionada politicuchos escrupulos aceptan negociar golpistas secesion parte territorio nacional españoles deben maxima alertar parar sanchez buenas malas
AGAINST	asuntos internos citar declarar mosso republica existe idiota debera explicaciones proximo lunes marlaska deberian consentir sancionase sepa
FAVOR	llamadas telefonar fiscal forn fiscal forn coches policia debastados fiscal forn fiscal forn #judicitvcatradio #judicirac #judiciproces #judicio
AGAINST	casado pide votantes elijan senado parar aplicar
FAVOR	increible dinero todos independentistas catalana estar gastando pua extranjera sabe siquiera donde esta catalunya hacienda vaya tomando notar investigar donde contabilizan
FAVOR	aceptas haya pres politicos gobierno electo este carcel exiliar colaboras poder hace ser democrático ser izquierdas derechas ser colaboracionista fascista
NEUTRAL	manel fuentes padilla compañeros galindo cronicas marcianas despiden comico redes
NEUTRAL	somos feliç medida pensamos nuestro futuro mejor importar presentar
FAVOR	hacen espanya aqui solar toleramos violadora manar politicos corruptos jueces prevaricadora ah todos libertad parar somos mucho espanyola
AGAINST	quien europeas puigdemont buscar candidato
FAVOR	#laespañaquequieres nosotras queremos #españa republicanauna españa izquierdas democratica feminista laic federalista ecologista@alterinfo
AGAINST	juicio esta empezando desnudar proceso puigdemont dando lecciones valentia bruselas
NEUTRAL	absentismo diputados independentistas obligar posponer actividad parlament
AGAINST	pide colar prohiba celebrar vistalegre palau sant jordi barcelona #eleccionesvotoderechas
FAVOR	quienes llaman golpistas catalana tienen gravar problema mental
AGAINST	venezuela viste tricolor parar honrar jovenes dejado vida callar defensar democracia #venezuelaabiertaalfuturo #venezuelagritalibertad #feb #tictac
AGAINST	alcalde independentistas haran alcalde quien solar importar barcelona independentistas preocupar barcelona barcelonès votar manuelvalls
AGAINST	españa democracia vulnerar teoricos derechos libre determinacion autodeterminacion muchos derechos humanos segun vosotros demas paisa hacen tienen constituciones similares poco extraño
FAVOR	puede montserrat toro ocultar car porcar tiene miedo independentistas suyos teoria #juicioalademocracia
FAVOR	queremos autonomia vincular gentuza queremos republica justiciaque podamos administrar nuestros recurs conseguir maximo bienestar todo sabemos mucho mediocre politicos rodean
AGAINST	locura estar sumergidos algo psicologico conseguir independencia claro hara
FAVOR	segun logica partido popular javier maroto porcar cuando alcalde queria pactar presupuestos bildu vinos independentistas españa
AGAINST	manuel vall lastra contradiciendo rivera formar frontal incompatible relatar complicidad abyecto complice golpistas iceta todo intolerable fraude votantes pagatan caro perfida osadia solucionar
NEUTRAL	todos crimes extremaimprensa nenhum mais seriar defendre sistematica piores bandidos cobertura confrontar recente traficantes policiais deixou criminós mortos exemplo imprensa transformar bandidos vitimas sangue mãos
NEUTRAL	medios internacionales destacan amenaza bloqueo administrativo lanzo donald trump congreso investigaba durante discurso estado union
FAVOR	todo ganar votos restar españa ilimitado quizas despertar bestia callar aquel octubrar pua olvido perdonar
FAVOR	sera tiene mismo asesor arrimadas soltando cifras seguidora entienden néixer néixer
AGAINST	profesora podemita expulsar alumna llevar pulsera #yosoydevox #españaviva #siguemeytesigovox
AGAINST	generalitat gastar millones euro medidas #torra gobierno subirse sueldo euro destinar partir extra millones dias gobierno puesto marcha ningun iniciatiu legislatiu #vergonya
FAVOR	quieren saber violencia rebelion sedicion preguntar cobos presentar vestidito falange parar apoyo militar golpistas
NEUTRAL	club rescinde vincular colaborador cantera rojiblanca
AGAINST	quereis hilo infinito perlas juicio golpistas pido vuestra colaboracion porcar puedo estar
AGAINST	porcar hombre heterosexual pedia matrimonio jajaen seriar vooooooooooooooooooxxxxxxxxxxx#siguemetesigovox #voxsaleaganar #voxextremanecesidad #españaviva
AGAINST	gobierno españa crear hablando torra habla cataluña solar representar separatismo partidos cataluña debemos dialogar dentro leyes parlament
FAVOR	bueno malament almenys algu enten delicte dret oganizar referendum delicte dret diputado partido macron solidariza pres
AGAINST	governar actual tampoco democracia ultraderecha violentar
NEUTRAL	hillary clinton afirmar postular presidencia #eeuu
AGAINST	fotre falsar amenaza cumplio relacionar estrategia #fakenews durante comentar juicio cierto suena tuitero
FAVOR	venezuela iglesia pagar periodistas piden disparar politicos oposicion bombardear region pais venezuela cierran cuentas twitter ideologia izquierda
AGAINST	dejarme piel parar presidente gobierno españa #graciasines
FAVOR	inquisicion quiero españa tienen secuestrada gentuza #joacuso #judicifarsa #republicacatalana #mvagafeminista
FAVOR	vaya promocionar omnium esta haciendo fiscalia preguntar pres politicos socios ambas organizaciones cuando acabar juicio habra solar catalan socio
NEUTRAL	namoral estou suportando esse danrley eliminar esse embuste primeira oportunidade pelar amorar deure #bbb
FAVOR	mentiras casado dice gobierno prohibido caza toro pescar motor #siemprepsoe #psoe
FAVOR	votar anteriormente psoe aplicacion sorprendente argumentar
AGAINST	final declararon independencia puigdemont amenaza levantar suspension pueblo acabar corriendo gorrazos
AGAINST	recibis desde cataluña subvencionais cantidades millonarias entidades pancatalanistas estai calcando imposicion linguistica sufren niños catalana llamais pres politicos golpistas
FAVOR	olvidemos siguen mismos néixer cambiado fondo formar mismos jueces misma policia mismos militar misma oligarquia misma bancar mismos politicos
FAVOR	seguid hablando nacionalismo identitario excluyente nosotros mientras tanto estamos independentistas estamos tambien explicar ahora raul estabamos hace unos años #romevaacusa
NEUTRAL	informe enviados senado eeuu preven gravar consecuencias presidente insiste retirar tropas siria
NEUTRAL	terapia familiar bolsonaros iria ajudar muito brasil
NEUTRAL	este acuerdo permitira upyd plataforma vall barcelona capital europeu negociar integracion representantes politicos partido politico lista electoral proximas elecciones locales mayo #ciudadanos #barcelona
AGAINST	#adiospedro permitir mejorar vida separatistas premiar delincuentes terroristas aumentar subvencionar afinar quebrar estado manteneros gobierno #votanno #psoeesruina #lasilenciosacat
AGAINST	pueblo sant elena uairen fronter brasil perdio miedo saliendo callar parar lograr ayuda humanitaria fuerzas pueblo #venezuelaaidlive #feb #ayudavenezuela #vamosbien
FAVOR	sumar manifestacion ciudadanos este domingo contra gobierno figurar relator parar negociar partidos independentistas
AGAINST	realidad encuestas dicen granar mayoria estamos hasta huevos politicos
AGAINST	embargar politicamente habeis quedado descabezados todos golpistas pres fugados afortunadamente pueblo catalan sabra elegir mejor
NEUTRAL	numerar zoido justificar fuerza policial acusar incumplir deber juicio #proces continuar declaracion otros coronel perez cobos
AGAINST	supuesto retratar gracioso abascal intermedio wyoming convierte compendiar racismo fascismo rancio contra africanos unos analfabetos
FAVOR	sabí grosero grita andalucia quimtorra puigdemont artadi
AGAINST	dirigente permiso militante ahora devoto indepes parar hiciera tarjetas relatornotario mismo queria visitar pres carcel català edad mejorado sigue siendo intriguitas amistar peligrosas
AGAINST	vuelto advertir torra retirar simbologia partidista fachadas instituciones publicas ️es intolerable instituciones sean altavoz separatismo tambien periodo electoral #parlament
FAVOR	porcar todos socialistas fichado dicen mismo proyecto nuevo tienen valorar decir psoe contaban conmigo anuales dejo cobrar cargo hacen pupa esta verdad #siemprepsoe #votapsoe
FAVOR	permites consejo catalan sufrido tantos años mejor podeis hacer ines montapollos arrimadas ignorarla
NEUTRAL	casal moderno composto sortir néixer outro fala começar
NEUTRAL	ultimar hora secretario estado eeuu hemo hablado todas opciones estar metre tenemos esperanza pueblo venezuela sector militar entenderan dias maduro pasaron debe permitir mayor sufrimiento
AGAINST	veure lactar nazi hospital publicar generalitat esta todo programar jordi pujol tambien hospitales parar difundir nacionalismo hospital clinico
FAVOR	periodistas esta encimar coches sois violentos remito #judicitvcatradio #makeamove
AGAINST	españa somos fascistas hacen homenajes publicos terroristas padre puede llevar flora hija porcar niñato dice donde cadaver asaltan nuestra fronter agreden nuestros cuerpos seguridad legales partidos separatistas
FAVOR	como previsible gobierno catalan instalo waterlo casualidad este domingo hablar president carles puigdemont primer contactar buenas maneras parar pactar transicion hacia republica català
AGAINST	independentistas pretenden demostrar catalunya acoso hacen acosando secretar judicial dando datos personales hasta deseando violar unos genios
FAVOR	dices jope solar nombras eminencias grandes cerebroshay estaras pensandoestos harian saltar cuantico regresariamos edad piedrate imaginas habria partidos politicos nuestra cancion unga unga
FAVOR	@inesarrimadas anta cataluña habia cesiones como usted admitido parte como posible hayan apoyado gobierno hayan hecho cordon sanitario veleta marcha aguantar modo #lnarrimadas
AGAINST	isabel bonig candidata presidir generalidad valencia factible pactar gobierne #eleccionesvotoderechas #yoconespaña
