LABEL	preprocessing_A
AGAINST	preso lexili violencia limitar jo aquest pais plural divers pero estimar democracia estimar dialeg estimar llibertar construim pais tothom tothom festen soci
NONE	laudiencia nacional descartar terrorisme lagressio dalsasua #altsasukoakaske
FAVOR	proper dissabte setembre trobar davant plaçar majorar feixista benvingut sabadell futur lliurar feixisme avui copsar caldre prendre carrer #sabadellantifeixista
FAVOR	parlament viure nou expressio repressio lestat centrar trasllat pres politics voler denunciar trasllat donar condició infrahumà #llibertatpresospolitics #alcemnos
FAVOR	aquest veritat masia pages triar opcio violentar primer moment pensar votar regalar escon dret podridaha quedar pala majoria indepe llençar paper terra aconseguir
NONE	aqui teneis video completar donde claramente facilitar salida comitiva judicial sois unos farsantes manipuladora #llibertatpresospoliticsiexiliats
AGAINST	sortir veure preso portar trobar aixo aquest petit grup gent representar milió voler acceptar normalitat pres presa politiques
AGAINST	entendre marxar demanar regeneracio despanyar
FAVOR	gent extremadreta català sonar bell ciao #omplimsantjaumes #amor
NONE	reverend stern activista afroamerica poder partir neonazi estat unir destruirlo
FAVOR	perque millor liders politics pres exiliat algu tenir capdavant tenir forçar coratge dignitat poder faltar llibertar
AGAINST	bromar tonto joaquin luna
AGAINST	relatar internacional pagar diner català travar diplocat explicar espanya turquia #elsmatinstv
AGAINST	consellera necessitar mediador adonar lestat espanyol dona versio parlar reunió coincidir acordar algu donar cosa sacorden
NONE	fiscal javier zaragoza interrogatori numerar preparar adreçar deslleialtat mosso violencia nieto majorar trapero totalment alienar generalitat #judicitvcatradio
NONE	un pizza ampolla fairy con volador semblar episodi esponjar pero judici penal espan
AGAINST	jlluis espinos acabar leso tenir clar voler sels facilitar poder batxillerat flexible tenir sistema tutoria semblantment #perqueapostem
AGAINST	parlar lidioma sortir clasista merda
NONE	aplicar primer exit terapia genetica impedir manifestacio duna malaltia infantil greu
FAVOR	antiavalot enviar governar central sapunten algun tramar concretar diada anar lliurar
FAVOR	#judicitvcatradio jutjar suprem trobar sospitos testimoni recordar perfectament preguntar fiscal acusacio particular recordar constar preguntar defensesquina diferenciar voler declarar voler recordar
FAVOR	governar autonomic catalunya poder plaçar jaume anire gana #omplimsantjaumes #omplimsantjaume
AGAINST	altright bannoniana pur humor malo infantilisme futbolisme testosterona voler jutjar sentjo
FAVOR	anire #omplimsantjaumes ampolla daigua fruit sec diner mhaig comprar entrepa mobil carregar passar sera citar cegar
AGAINST	vergonyar governar
FAVOR	ramon cossio carregar shan dusar bala goma gas lacrimogens vídeo policia espanyol atacar avi nen gas lacrimogens aiguaviva #judicifarsa #judicitvcatradio #femlarepublicacatalana #apoyarenogracias #noatot #femxarxa
FAVOR	voler republica doncs mirar minimitzar dany suposar vague indefinit posemne datar dinici
NONE	voler entrar millorar maner setmana doncs perdre concertar daquest vespre primer album melic cançó escriure arranjar cantautora catala portugues
NONE	ahir passar congre escoltar discurs infame vergonyós avui canvi escoltar raonament politics dalçada d@junqueras tragedia oriol junqueras esta parlament esta tribunal
AGAINST	defensar jutjar estar atacar victimes injustament empresonar aixo perdre
AGAINST	podrir deixar pensar quel unic mamar
FAVOR	portar parell dia llegir granar cosa gustar puntualitzar mica dintre independentista desde portar any avui veure shagi temps obrir peatge fer
AGAINST	tsjc exigir mosso proteccio permanent jutjat acció
FAVOR	escoltar organitzemnos mobilitzemnos️ perque #republica fer institució sempre lhem guanyar carrer barrar barrar defensar dret social defensar #republica #tardorcalenta #cdrenxarxa #mvttorra
NONE	aixo obligar tribunal posar acusat advocat tornar dofici suspendre judici tornar assenyalar lescandol mundial podrir passar tedh destrasburg
FAVOR	últim hora puigdemont viatjar suissa participar festa popular republica cantar jurar president lexili convidar dhonor
FAVOR	estimar pais sinceritat poder entendre mentir aital questio poder entendre mal gent cinics venut quep pero politica català esta ple fi capdamunt mentir xantatge quan sentengui guanyar
NONE	marta canviar partir plaure
AGAINST	vídeo guardiola tornar exigir llibertar pres politics tant poder tornar casa
FAVOR	montserrat toro tenir volar parlar publicar danar carrer solitari ridicul pero montserrat toro portar politics any tancat preso argumentar indiscutible
NONE	començar declaracio xevi xirgo director puntar avui video àudio minutar minutar #judicitvcatradio
AGAINST	poblar catala
NONE	voler estendre mesurar destinar granar rehabilitacio nou construccio habitatge protegir catalunya febrer taller presentacio elaborar primer grup promotor apren exigirho municipi #xatotcatalunya
AGAINST	gent testar fer denunciable nòmer exercir dret manifestacio passar mateix ocasió manar trobar raonable gent micro sigla aprofitar expressarse agressio fisica
NONE	lany lamb assumir fort compromis #mediterrania proposit dimplementar politica especificar coperacio pels #refugiats donar respondre crisi social
FAVOR	historiar sescriu acció pensar sescrigui #tajanipuppetoffascism
AGAINST	podra cantar segador
FAVOR	semblar murallar partit independentista front madrid elecció dabril #junts republica# replicar
FAVOR	pensar nòmer governar generalitat pensar municipi pensar tendencia darrer any
FAVOR	independentista pacifics sant jaume llençar pot pintura darran molt jusapol dema parlar fracas manifestacio fatxa sino enfrontament tuit exemple
AGAINST	revolucionari exiliat postureo publicar #sensevergonya
AGAINST	tardar superar nòmer ignorar mandat sino negar directament dret lautodeterminacio català intentar vendre lenesima moto federalista prendre
AGAINST	doncs tornar insultar renyar menvien tuits asquerosos dir criticar politica callar fatal aqui little catalunya hiper democrates
FAVOR	sext explicar horari maxima audiencia espanya pres politics català comar delicte casa seu travar granar wyoming explicar
FAVOR	caure sectarisme missatge puigdemont liders pdcat
AGAINST	llegir lentrevista veura equidistancia nòmer fet quedarse titular escriure titular respondre entrevistar
NONE	llibertar condicional juan antonio roca principal condemnar malai
AGAINST	daixo informar lextraordinaria gravetat suposar jornada vague sindicar classe primer catalunya afiliacio atacar semblar noticiar silenci expressiu
NONE	aixo colonialisme perjurar part jurar defensar catalunya valor democratics #foramozosumc
FAVOR	quedar sorprendre semblar impossible tant greu #tajanipuppetoffascism
FAVOR	oriol junqueras doneume diputat declarar independencia mateix tardar
FAVOR	@lciuro exigir dialeg catalunya estavem clavat taular pedro sanchez aixecar acovardir lartilleria lextrema dret sortir dientli poder #objetivoelecciones
AGAINST	encarar limpacte lactar oficial celebracio determinacio aixo tambe avançar
FAVOR	questio votar votar trobar lamentable veure personar compartir imensa majoria objectiu comu conte debatre amistosament pasat linsult confrontacio defensar posició aixi anar
FAVOR	oferir dialeg lendema amenaçar governar laplicacio
FAVOR	#president seguir desplegament llei dacces universal salut aixecar suspensio demanar governar espanyol posar davant guerra juridica benestar ciutadà #pladegovern
AGAINST	vamos cavar bunker
FAVOR	intentar fotre sempre votar majoria ppcsvox minoria psoe senat mà partir espanya governar madrid catalunya sempre fotre perdre debatre esterils independencia
AGAINST	rural veure donar ajudant pero canviar ema viñas #laplaçadelsfuturs #sicomnews
NONE	conseller clar contundent denunciar persecucio ideologica daquest proces judicial constitucionalista pot incomplir constitucio pero independentista acabar preso
NONE	video #mesvistes ricard ustrell reflexionar judici proces marta rovira marta pascal
NONE	bueno anar larmari seguent
FAVOR	lhora revoltar apuntes#arribenlesarmilles #tombemelregim #alcemnos #proullirisme #buchdimissio #joa
FAVOR	entendre algu agenollar davant duns partit representar repressio contra catalunya entendre comú blanquejar psoe pero entendre partir catala demanar disculpar exigir fulminar liders repressio
NONE	eduard pujol afirmar covard judici parlar fairy lhaurien servir netejarse boca propia conscienciar millo respondre parlar aixi fairy lhaguessin aplicar #judicitvcatradio
FAVOR	#judicialesurnes conseller fiscal intentar demostrar mitjà violencia algun acusació duna feblesa provocar vergonyar alienar llegir #dietari #freetothom
FAVOR	poder aturar #democracia malgrat intentar davanr regidtre unipost #novarepublicasi #terrassa
FAVOR	aspiracio justar humà neixer morir català reconèixer sempre sempre mrodoreda #llibertatollibertat
AGAINST	inutil titol periodista mate
FAVOR	carme dolor republicana ennoblir dignificar politica deixatar lluitar pels dret donar continuar fer reixa
AGAINST	estimar catalunya diversitat cultural linguistica tradició igualar pot estimar pakistan senegal laos incompatible desitjar independencia tabarnia
NONE	constar heure manifestant armar gent caputxa jose antonio nieto exsecretari destat seguretat #judicitvcatradio
AGAINST	fuera facil
FAVOR	deixar violencia impune feixista defensar vergonyar societat donar costar
FAVOR	barcelona dedicar carrer #paualsina teixidor republica federal societarista participar primer congre obrer catala revolucio primer diputat obrer congre espanyol #memoriaobrera
AGAINST	professional esta acostumar mentir liders procesistas
AGAINST	servir desfogarnos deixar constancia rebuig prou sobre
NONE	tuits ministeri linterior prohibir lescorta president generalitat viatjar belgica
FAVOR	voler agenollar tenir davant gegant #junquerasacusa #judicifarsa #noubarris #barris
AGAINST	internacional dona passar març
FAVOR	atenció alea desallotjament plaçar sant jaume arribar brimos preparar carregar tot plaçar ️️️️️️️ #omplimsantjaume #acampadaperlallibertat #femxarxa #republicacatalana
AGAINST	podrir quel testimoni puigserver sortir rana fiscalia #judiciproces #judicidelavergonya
AGAINST	paraula miquel buch defensar lactuacio mosso referendum doctubre passar
FAVOR	nacionalista espanyol català basc nacionalisme doldre nacionalisme pacificar encarar rosar parks exemple partir duna injust llei poblar canviar llei
FAVOR	teresa guixar dexplicar recordar tenir amnesia marchena diu #testimonisambigualtat #judicitvcatradio
FAVOR	esta alçar esta fer maner dignacoherent valent sel´s caura car vergonyar poder judicial espanyol enhorabona tot #judicifarsa
NONE	jose antonio nieto exsecretari destat seguretat moment obrir possibilitar dialeg deixar marge parlar tenir idea mantenir #judicitvcatradio
FAVOR	seriar intel•ligent pero majoria anira votar
FAVOR	culpable teniem urnesvam obrir collegisteniem sobre papereta organitzar murallar nòmer voliem votarvam pagar despesa portar waterloa restar dexiliats personar preso #judicifarsa
NONE	judici proces tambe telegram subscriuthi rebras missatge diari matar lordre vespre titular poder subscriure whatsapp tensar lopcio telegram #judicitvcatradio
FAVOR	veure aixo ministrar semblar quan parlar ferit referir declarar jose antonio nieto secretario estado seguridad quin escandol judici #judicifarsa #joacuso
FAVOR	parlar partit bandera desquerres dreta parlar personar carrer doctubre parlar jo #republica feste fundador tesperem manresa doctubre
NONE	tardar tenir sensibilitat desquerres predominar esperar llistar derc tenir compondre permetre continuar treballar #elsmatinstv
NONE	quim franquesa reuniem generalitat pero pagar tercer part #judicitvcatradio
AGAINST	devitar dividir imposicio bandera lluitar #redistribuirlariqueza revertir retallar imposar poblacio #quenoensenfrontin #diada #felizmartes
FAVOR	forçar politics actuar torra illegalitzi manifestacio gestapol circular
FAVOR	començar atacar saber guanyariem respondre col·lectiu organitzacio territori plantar car seguir forçar ellos oblidar recuperar carrer avui trobar campus
AGAINST	thas assabentar simbolic implicació politiques veritat veure #simbolicaloscojones
FAVOR	declarar any nulitat judici deixar lliurar pres anar sestar preso any guanyar trifachito pena complir presó madrid pero guanyar psoe arribar poder
FAVOR	daquesta imatge tresar any davui morir nen mediterrani voler felicitar politics comunitat europeu
FAVOR	carles puigdemont aeroport toni comar clar pontsati meritxell serret lluis puig gordi anna gabriel valtonyc marta rovira tamara carrasco
AGAINST	majoria posar treure llaç patir mateixa retallar provocar lfmi bancar tambe pels gran sou gurtel #quenoensenfrontin unitat poblar treballador #felizdomingo
AGAINST	doldre aixo recordar viure epoca subvencionar
NONE	anecdotes millor moment goya
AGAINST	somhi destinar mitjà policial saber tirar caca poar
FAVOR	esverar cridaner dir maniobrar inconstitucional #noatot
AGAINST	despres dirlos car anavem farol estupids comprar samarreta #sonfeliços
AGAINST	president parlament flamenc retreure tajani vetar torra puigdemont
FAVOR	debo pensar moment durar #judicifarsa elecció ñordas hauriem fernos retreure republicà català partir presentar voler entrar pensar pensar
FAVOR	paisos lliure respectar dret personar llei tant justar maximilien robespierre #llibertatpresospolitics pais llei nòmer servir justicia
FAVOR	petit granar pais inigualable valent gent orgullar poblar #llibertatpresospolitics #viscacatalunyalliure #seremlliures
NONE	labsentisme diputat independentista obligar posposar lactivitat parlament
NONE	partir analisi lactualitat eduard voltar andreu pujol isabel llauger afra blanco #mes #judicitvcatradio
AGAINST	fer votar llei gravetat saplica parlament saltar fotre morro
NONE	pina quedar pala acusació tenir element seguir imputar delicte malversacio delicte rebel·lio intentar #judicitvcatradio
NONE	detenir home intentar apunyalar divers agent mosso barcelona
NONE	sonia recasens abandonar politica despres any lajuntament barcelona
FAVOR	governar prohibir lautobus dhazte tornar circular catalunya
AGAINST	aprofitar benentesa mobilització seriar interessar convocar manifestacio massiu exigir dimissio imediata pessima gestio mosso desquadra donar impunitat feixista
FAVOR	despertar lluitar massa adormir esta gent veure #tajanipuppetoffascism
AGAINST	celebracio any declaracio #dretshumans quin repte tenir davant ponencies broman nterribas #cssbcn
AGAINST	vegada espanya lestat lenergia car leuropa continental casualitat
FAVOR	reconèixer tascar ciutadania politica ciutat estar emetents davui respondre partit politics iniciativa
FAVOR	#otv aixo pogues daqui reaccionar reaccionar
AGAINST	guapo nòmer coseta masa legal
FAVOR	opinadors millorar voluntat publicar filar inacabable politica ficcio veure subtil moviment apropar referendum pactar imposar internacionalment podra nòmer tenir unilateral
NONE	jose antonio nieto exsecretari destat seguretat president generalitat traslladar suprem protegir seguretat ciutadà importar complir mandat #judicitvcatradio
NONE	lexpresidenta parlament nòmer economia mostrar suportar junqueras parlar publicament pero secretar judicial sentir #judicitvcatradio
NONE	aquest plaçar dinteradministrativa veure #mossos vendre
FAVOR	fiscal significar neixer joder macho busquelo gogle traductor sera vagar #joacuso #judicialademocracia #juicioproces
AGAINST	avui any febrer detenir niepokalakow gestapo juntament germà comunitat portar temible preso pawiak varsovia metre tardar portar auschwitz
FAVOR	pensar cosa beneficiar perjudicar sortir justament merda jutjar esta clar dona municio mediatica indepes llavor esta clar sortir quedar desacreditar tardar dhora caure
FAVOR	#thisistherealspain relacionar violació votació duna baixesa analfabetisme greu igualar paraula vomencen vomitar
AGAINST	quin collir violencia parlar polvos holy fer riure
FAVOR	anar madrid acusar lestat punt venda tiquet concentracio dilluns manlleuet cerveseria restaurar dimarts diumenge dissabte sortir matar pavello #manlleu #autodeterminacionoésdelicte #makeamove #fakejustice
NONE	federica montseny feminista anarquista
FAVOR	capita girona àlex granell despres victoria davant reial madrid aquest victoria maner mostrar suportar politics jutjat injustament
AGAINST	matenn despentinar fotre glamour quin gent
FAVOR	tribunal constitucional espanyol entrebancar cami estrasburg nòmer pronunciar desestiment innocu inofensiu pels propi interès politics instrumentar politic
AGAINST	xavier omplirse boca paraula portar decades violentar intimidar menspreant ningunejant pensar tu daixo poblar hipocrita
AGAINST	mitin electoral encarar pero judici aixo pur pallar
NONE	personar gran viure poder disposar robot centimetres dalçada quilo assistir #innovacio #tecnologia
NONE	jose antonio nieto exsecretari destat seguretat minim imprescindible mantenir convivencia passar permetre referendum #judicitvcatradio
AGAINST	anne villeneuve escriptora il·lustrador guanyar governor general award prémer literari prestigios canada montreal quebec publicar lola làfrica lola receptar germana
FAVOR	amic agafar cami fer majorar propagandista lestafa deslegitimar doctubre unionista votar tenir majoria parlamentar declarar independencia
AGAINST	aixo injusticia pijos convergent importar hipocrites
AGAINST	benvolgut explicarte mossarabs cristià viure dominacio musulmà cristià morisc musulmà viure dominar cristia terme contrari mossarab poti poti
AGAINST	concertar berlin mirar segon mancar democracia espanya vegada reconèixer internacionalment desgraciadament verdader #marcaespaña reconèixer vegada
AGAINST	tripijoc politics trampa mentir
FAVOR	miquel convidar amic tambe venir votar
NONE	politica armar eficaç llarg historiar contra llibertatsi pensar expert historiar contemporania javier rodrigo ramon arnabat ️cicle dialegs #unainfanciasotalesbombes dimecres lauditori bornar
NONE	coincidencia convocatories electoral metre dia institucio poder inaugurar obrir
AGAINST	excusar pagador barrejar europa tombarlos pinçar independentista dret espanyol forçar elecció veure passar tenir anhelar aixo semblar anunciar fara casado metre
AGAINST	dijous anire treballar treballar guanyar diner contrari classe parasitar controlar pais
FAVOR	pres politics cel·la individual poder començar rebre visitar
FAVOR	linstitut #santandreudelbarca passar cosa significatiu feixista analfabet fer sorollar pero tenir clar
NONE	barrera panyar forrellat poder imposar llibertar mentir #virginiawolf
AGAINST	avui processisme carregar contra iceta pres avisar trascendencia penal acte mexplicareu mentir habilitar insultarlo
FAVOR	estar escoltar ladvocada lestat interrogar conseller forn proxim catala preguntar votar pressupost sanchez enviarlo #llibertatpresospolitics #llibertatpresespolitiques
AGAINST	unitat treballador lunica respondre alternatiu retallar defensar sanitat educacio pensió #quenoensenfrontin #felizdomingo
AGAINST	osea decir verdad verdad traidorvosaltres farsa troleros bomberos republica
FAVOR	️turull ciutadà catalunya ovella tenir criteri moviment independentista #elcircdelsuprem
NONE	majoria minoria social funcionar majoria social referendum veure defensor dell demanar tambe despres veure majoria
AGAINST	voler explicar elecció sindical docent publicar
NONE	raul romeva sempre presentar elecció programar electoral preveure dret lautodeterminacio #judicitvcatradio
AGAINST	convergent dubtar desquerres desquerres aixo posar gent banderas aixo fastic pensar dret politic pero soblidan aturat gent situacio dependencia etcetc
NONE	perdonar mheu seguir digueumho sisplau tornare follow merci
NONE	#mes entrevistar blanc bragulat parell jordi turull #judicitvcatradio
AGAINST	doncs fotre voler
AGAINST	periodista #tvlaseva cotxe guardia civil fer callar gent poder parlar periodista català silenciar periodista català dantena propietat catala acusar manipular
FAVOR	parlarne #diada sera portar republica alliberar pres politics ordre
FAVOR	step backwards would erode democracy #freethemall puigdemont podrir detenir leurocambra segon normatiu
AGAINST	unics interès lautodeterminaciode quin català timportem votar acabar situacio vomitable intolerable carrer aixecar catalunya españa
AGAINST	torra sumar paralisis total generalitat miquel noguer
AGAINST	llaçar groc unir lluitar contra retallar defensar pensió sanitat leducacio publicar #quenoensenfrontin unitat poblar treballador
AGAINST	santander caixabank perdonantli deute grupo zeta poder comprar mindundi publicar gran capçalera nueva españa faro vigo periodico caure mà jaume roure ordre
NONE	#millomentider
FAVOR	nieto preguntar javier ortega smith secretari general #judiciproces lactuacio policia nacional guardia civil ajustar mandat judicial
AGAINST	condemnar vegada tipus dactes respectar basar convivencia atac anar direccio equivocar #terrassa
FAVOR	observador judici impressio lloc equivocar sestar jutjar referendum democratic fabio marcelli defecte fondre criminalitzacio lactitud acusat
AGAINST	anar gran
AGAINST	puigdemont torra voler enfrontarnos català pero tot pensar pensar independencia patir igualar retallar rajoy moncloa imposar #quenoensenfrontin #felizdomingo
FAVOR	poblar catala prendre iniciatiu aixo lautodeterminacio #catalunya restar calcular malament reaccio compatriota nòmer #presospolitics admetre voler #independència
AGAINST	patetic anar desprestigiar pais voler pagar festa
AGAINST	passar girona terrassa reaccio tenir conseller dinterior president generalitat compte defensar policia questionat feina mosso intolerable
AGAINST	barcelona necessari canvi rumb governar veure consequencies populisme problematica taxar fugir dinversions posar perillar oportunitat perduda
FAVOR	globalitzacio endurir poder continuar discurs victimista esperar donar fernos responsable real democracia directe dens durar quedar mapar despertar
NONE	escoltar tensar sensacio sestar condemnar lestat espanyol solvencia contrastar graciar company #autodeterminacionoésdelicte dret #judiciaalademocracia
AGAINST	dir part catalunya vostre catalunya meu televisio sectaria servei separatisme pagar diner tot català quin vergonyar periodisme
FAVOR	taular participar lluitar contra violencia masclista #apuntaminombrevox
AGAINST	dacord senyu optar lexcel·lent final trimestre
FAVOR	recollir lletra cançó cantar diada recomanar imprimir documentar doblar car previsible haura problema conexio xarxa diada sisplau #primeradiada #diada #catalunya descarregar
NONE	govern catalaespanyol pactar protocol escortar catalunya desplaçament espanya lautoritzacio sera automatica lestranger governar espanyol concedir necessari aplicar mateix criteri escortar politics governar espanyol
FAVOR	construir republica metre dir programar independencia segon llei aprovar parlament restituir governar legitimar dir programar pero votals falsar indepe
FAVOR	pellar gallina devant declaració mostrar dalt nivell politic defensar poblar acostumar veure cas corrupcio aquest judici sera lliço magistral bo politics
FAVOR	conèixer nanosson gent pencaire noble comprometre societat lliurar feixisme masclisme totalitarisme esperit lliure trepitjar preso infamia sera ñsera desobeir llei injust haura marxar
AGAINST	prioritzar leix social votare candidat preferir precisament
FAVOR	comunicar tot laccio humanitaria danar guiar mandat dhumanitat garantir principi humanitari dimparcialitat independencia neutralitat
AGAINST	poder esperar poder veureho venir ahir mateix avís guardia urbà hora venir aixi mobike #lhospitalet aqui filar
AGAINST	carrer informar convocatoria #viveslliuresunides #ensplantem recordar treballadora treballador deducacio tenir citar divendres hora davant
AGAINST	part insult partitocracia acolits debatre daquest setmana elecció defensar labstencio extreure parell reflexió favorable votar interessant comprometre valorar
FAVOR	genial limatge graficament descriptiu impossible terrible aixi #tajanipuppetoffascism
AGAINST	avui moment historic gent divers ideologia emocionar maner conjuntar davant discurs d´en bancar costar assenyalar filla oblidar #sep #democracia
FAVOR	diari vendre deuropa barallar bloqueig ferit manar #barcelona independentista manifestar contra judici liders #katalonien #vagageneralf seguir manifestar
FAVOR	#aleabulo lajuntament #badalona mà mentir facturar impagat servei contractar transformar governar comite campanya difondre donar contrastar explicarles anar
FAVOR	escoltar declaració conseller madono governar governar millor aixo enviar preso obligar exiliarse
FAVOR	votare partir independentista masseguri estrategia bloquejar intel•ligent madrid bloc assolir majoria bloquejar minims evitar xec blanc mocio censurar bo orador
AGAINST	recordar restar català nòmer parlar pels seure representar semblar desgraciar catalunya
AGAINST	feixista personar indignar segur feian dir aixi igual
FAVOR	garantir acord pres permetre nova maniobrar militar parc collserola prou voler aquest acord lassemblea consorci parc natural serrar collserola respectar maniobrar militar
NONE	raul garrigasait canvi pogues donar sentir fer gustar llegir escriure impregnar nivell educatiu lesfera publicar #humanitatsenaccio
NONE	senadora republicà martha mcsally primer dona pilotar aviar combatre estat unir explicar victima violacio
AGAINST	pensar nola massa votant comú esta cinturar industrial tasseguro fart procesismo creure lhostia sera granar
AGAINST	santiago abascal carmenar ser sinverguenza
NONE	jose antonio nieto exsecretari destat seguretat sabiem realitat paral·lel indicar incident ell voler veure #judicitvcatradio
FAVOR	donar feixista silenciar democrates #tajanipuppetoffascism
FAVOR	jo seguir dempeus fort segur poder defallir voler exigir llibertar cridar fort voler casa #llibertatpresospoliticsiexiliats #freetothom
AGAINST	#universitats entrevistar deure caldre enginyer any catalunya
NONE	turull controlar governar espanyol exhaustiu generalitat bloquejar #judicitvcatradio
AGAINST	tambe #diada #llibertatpresospoliticsiexiliats #independencia
NONE	liders independentista ingressar soto real modular respectar barcenas ratar ocupar cel·la individual
AGAINST	porcar trait classe obrer seguent senrecorda pressupost recordar
AGAINST	testimoni davui desmuntar completament versio fiscalia mentir descaradament pero judici igualar apuntar dilluns
AGAINST	qualificar vague historica aturar referir nòmer mobilització pais fracas sigut estrepitos catalunya informació oficial shan saber interpretar fer lurss
NONE	marlaska assegurar policia guardies civil haura equiparacio salarial malgrat pressupost
NONE	alemany evitar recessio pels pels
FAVOR	#tajanipuppetoffascism #mes europa callar davant feixisme espanyolde saber passar continuacio feixisme potent sanguinari historiar repetir
FAVOR	setir unionista arrimadas albiol guanyar fernos sentir canal denunciar nosa politica poder madrid mostrar forçar
AGAINST	aixo passar convergent pujolistes pactar partidopopular tenir epifania shan tornar indepes
AGAINST	sentir pastor pero dinteres plaure veure homologar presso mante conversar ellavoste oferir poblar catalunya congreso diputados
FAVOR	president puigdemont lloc existir dirme republica existir
NONE	#últimahora puigdemont entrar parlament europeu visitar exposicio llengua català
FAVOR	algu mexpliqui criteri president aznar expresident puigdemont entrar masters aforamientos perdre algo
FAVOR	drera provocar seguir viu proces lesquerra tenir pebrot dagafar toro banyar proposar solucio democratica canada anglaterra moment guanyar carrer preferir indepes repressio
AGAINST	reva menys fixar nombrar descons indepes parlament passar percentatge votant indepes rondare moreno criticare donar gana bo tardar
AGAINST	catalunya capaç garantir dret lhabitatge defensar bancar gent gent permetre aixo independencia fer
FAVOR	#judicialesurnes conseller sen poder denunciar organitzar referendum despenalitzar mateix periode governar lestat incomplir sentenciar #freetothom
AGAINST	riure potser tresar
AGAINST	sen dubtar gran problema catalunya innaccio davant criticar resoldre conflicte passar capaç promoure aliança arribar consens politics primer predicar lexemple
NONE	elsa artadi piular explicar fiscal tractar oriol junqueras carles puigdemont amic linstitut #judicitvcatradio
FAVOR	senyor junqueras referendum anaba programar jxsi
AGAINST	colar entrar fondre paper rrpp tapar iaio maragall mostrar pactar atacar soci independentista maragall final resultar pdecat ciutadà dacord
AGAINST	klaus #umbrellaacademy
NONE	partir analisi judici proces joan queralt marcar molí #mes #judicitvcatradio
AGAINST	president
AGAINST	maria arnal marcel bages vienes rondarme video oficial #viernesmusica
FAVOR	instal·lar tramar tardar omplir diagonal #republicaésllibertat
AGAINST	vicepresident rebre palau personar agredir referendum aquell votar guanyar necessitar consolidar victoria recuperar lesperit primer doctubre avançar
AGAINST	quedeis titular pigdemont acepta autonomia #tabarnia despues independencia cataluña anta #tabarnialliure #tabarniaisnotcatalonia
AGAINST	primer reglar mafia cometre delicte informarse passar enganxar aquest creure llest shan preocupar dinformarse passar enganxar padre aixi defensar pavo
AGAINST	consellera grup madrid clar dialeg pressupost pero abandonar dialeg serhi sempre aixecar taular sacaba sacaba depen pedro sachez
AGAINST	mica nazino àngel
AGAINST	avisaba futuro valer millones #rcde #wulei #espanyoldebarcelona #espanyol
FAVOR	mariola esta clar actuar teniem rodejar pobre #judicifarsa #joacuso #doctubrenioblitniperdo #nieto
FAVOR	dagost president setembre alertare enorme sacrifici caldra catalunya independencia ple demanare ciutadania preparacio defensar republica arribar moment dema veure #elnostremoment
FAVOR	directe conseller presidencia recordar capacitar coercitiu moment exercir referendum greu deure feiem afirmar
FAVOR	cosa clara poder dabanderats democracia prohibir manifestacio feixista ser cosa capaç minimitzarne efecte aillarla avui dividir jo napren
AGAINST	governar catalunya partit independentista portar any enganyar mentir seguidor republica reconeixement gelat postrar adivineu mentider ell enric millo catalunya decadencia
NONE	quatre eurodiputats espanyol demanar president parlament europeu antonio tajani permetre conferenciar torra puigdemont preveure dilluns leurocambra #judicitvcatradio
AGAINST	fi queixantse goya judici proces #elmonensmira lanc podrir ocupar lacademia cinema aviar
FAVOR	️️no bromar laparell judicial ser democracia europeu limperi llei basar lodi lindependentisme labsencia professionalitat seguretat juridica europa permetre farsa #femlarepublicacatalana
NONE	davant negativar tenir observador judici proces plataforma afirmar almenys tindra representant portar tribunal suprem
AGAINST	normalitat arranar manipular fakenews
FAVOR	partir dahir jordi dir indepe cco incompatible sindicar defensar dret personar enlloc sindicat deixar subvencionar lestat otra gallo cantar
FAVOR	portar defensar collejar dir treballar referendum pactar semblar mica ingenu veritat
FAVOR	dijous tenir lhonor coneixer parar casa republica home valer visio pais increible injust plegar #ensensortirem #matamala #casadelarepublica #joacuso #nodefallirem
AGAINST	pressupost tambe despendre social pobresa infantil dependencia curar educacio habitatge dificil dentendre revertir lausteritat rajoy invertir personar considerar petit politica candidat
FAVOR	condemnar carregar policial shan produit manifestacio estudiantil contra estudiant jove periodista silenciar davant repressio #judiciproces
NONE	olot manar #republicacatalana
AGAINST	dret demanar concedir dret shan conquerir esperar institució politics realment ostentar poder invisible donar espai oficial participacio
AGAINST	psoe petar catalunya
NONE	jose antonio nieto exsecretari destat seguretat entendre majorar trapero totalment alinear governar generalitat #judicitvcatradio
NONE	menjar sopar pensar tot aquest setmana #centrescivicsbcn xupxup temps bufar cullera problema gairebe #gratuit
FAVOR	mica respectar circ pallasso equilibrista trapecistes contorsionista merèixer comparar merda togat tenir #fakesuprem
NONE	explicar amiguets
NONE	fiscal jaime moreno intentar preguntar conduir reconèixer referendum destinar diner publics turull replicar perseguir idear politiques #judicitvcatradio
AGAINST	confondre canviar cosa resultar duna equacio doncs aixo
NONE	lorena roldan podrir substituir arrimadas catalunya primer felicitarla general
FAVOR	#nosurrendercat alçar pel·licula voltar enrera acabar veureho clar #republicacatalana
AGAINST	final manifestacio davui #sabadell brimo identificar gent critics aquest formar netejar carrer final descriptiu #tombemelregim #cdrenxarxa #judicialademocracia #mossos
NONE	suprem comunicar pres soto real linici judici #judicitvcatradio
AGAINST	exacte tenir aquestos estafador
